Date,SPY,AGG
2004-07-16,75.573059,53.707840000000004
2004-07-19,75.25222,53.628464
2004-07-20,76.20785500000001,53.485378000000004
2004-07-21,74.801682,53.358318000000004
2004-07-22,75.00647,53.474838
2004-07-23,74.37844799999999,53.596630000000005
2004-07-26,74.2351,53.347694
2004-07-27,74.931374,53.225882999999996
2004-07-28,75.156624,53.305351
2004-07-29,75.477478,53.183482999999995
2004-07-30,75.661781,53.57544300000001
2004-08-02,75.818802,53.560543
2004-08-03,75.231728,53.634937
2004-08-04,75.22492199999999,53.751862
2004-08-05,73.996208,53.789055000000005
2004-08-06,72.93809499999999,54.134426
2004-08-09,73.04053499999999,54.171642000000006
2004-08-10,73.982552,54.02816800000001
2004-08-11,73.832359,54.065346
2004-08-12,73.026909,54.17691800000001
2004-08-13,73.170197,54.283234
2004-08-16,73.927948,54.219429000000005
2004-08-17,74.34433,54.378815
2004-08-18,75.108856,54.20353299999999
2004-08-19,74.890427,54.384181999999996
2004-08-20,75.416054,54.224757999999994
2004-08-23,75.22492199999999,54.240692
2004-08-24,75.32729300000001,54.246021
2004-08-25,75.839279,54.251343000000006
2004-08-26,75.839279,54.352272
2004-08-27,76.078171,54.389495999999994
2004-08-30,75.450188,54.442585
2004-08-31,75.846092,54.442585
2004-09-01,75.989449,54.638763
2004-09-02,76.849556,54.420212
2004-09-03,76.53556800000001,54.393581000000005
2004-09-07,77.04068000000001,54.388252
2004-09-08,76.849556,54.553497
2004-09-09,76.781288,54.50016
2004-09-10,77.177216,54.617435
2004-09-13,77.42975600000001,54.670738
2004-09-14,77.586777,54.72934
2004-09-15,76.99968,54.69739499999999
2004-09-16,77.23185699999999,54.86260600000001
2004-09-17,77.56015,54.633430000000004
2004-09-20,77.094063,54.867966
2004-09-21,77.429909,54.851955000000004
2004-09-22,76.463448,55.033207
2004-09-23,76.05212399999999,54.867966
2004-09-24,76.40171099999999,54.883961
2004-09-27,75.915054,54.867966
2004-09-28,76.27832,54.958523
2004-09-29,76.662201,54.6441
2004-09-30,76.60736800000001,54.724014000000004
2004-10-01,77.902878,54.62619
2004-10-04,78.033089,54.642254
2004-10-05,78.074249,54.636897999999995
2004-10-06,78.60889399999999,54.535309
2004-10-07,77.76580799999999,54.535309
2004-10-08,77.12146,54.802647
2004-10-11,77.43675999999999,54.856136
2004-10-12,77.135216,54.802647
2004-10-13,76.456558,54.882805000000005
2004-10-14,75.839676,55.144825
2004-10-15,76.26463299999999,55.043228000000006
2004-10-18,76.55252800000001,54.995098
2004-10-19,75.908203,55.021834999999996
2004-10-20,75.75737,55.214329000000006
2004-10-21,76.250961,55.075317000000005
2004-10-22,75.39411199999999,55.208968999999996
2004-10-25,75.305,55.273140000000005
2004-10-26,76.456558,55.112743
2004-10-27,77.375084,54.989757999999995
2004-10-28,77.60813900000001,55.053946999999994
2004-10-29,77.594429,55.198280000000004
2004-11-01,77.806938,55.0798
2004-11-02,77.834358,55.031525
2004-11-03,78.814545,55.149506
2004-11-04,79.890732,55.101223
2004-11-05,80.391121,54.961845
2004-11-08,80.274597,54.763507999999995
2004-11-09,80.11692,54.89216999999999
2004-11-10,80.178619,54.82779300000001
2004-11-11,80.788666,54.881454000000005
2004-11-12,81.42615500000001,54.945781999999994
2004-11-15,81.62625899999999,54.972595
2004-11-16,81.041855,54.918980000000005
2004-11-17,81.52310899999999,55.058356999999994
2004-11-18,81.63311800000001,55.0798
2004-11-19,80.725594,54.96722
2004-11-22,81.110626,55.05298199999999
2004-11-23,81.234375,55.020846999999996
2004-11-24,81.426865,55.074448
2004-11-26,81.364998,54.913593000000006
2004-11-29,80.993706,54.763507999999995
2004-11-30,81.048721,54.790321
2004-12-01,81.969955,54.58489599999999
2004-12-02,82.038742,54.687073
2004-12-03,81.983727,55.004298999999996
2004-12-06,81.956223,55.063483999999995
2004-12-07,81.19309200000001,55.138771
2004-12-08,81.667465,55.326946
2004-12-09,81.956223,55.251717000000006
2004-12-10,82.038742,55.181778
2004-12-13,82.7537,55.262451
2004-12-14,83.04245,55.316204000000006
2004-12-15,83.104355,55.43989200000001
2004-12-16,83.056198,55.224785
2004-12-17,82.50222,55.090355
2004-12-20,82.523003,55.14415699999999
2004-12-21,83.15843199999999,55.14415699999999
2004-12-22,83.358772,55.262451
2004-12-23,83.420937,55.289303000000004
2004-12-27,83.248276,55.079586
2004-12-28,83.70414,55.05269200000001
2004-12-29,83.828476,55.041965000000005
2004-12-30,83.669601,55.154877
2004-12-31,83.49002800000001,55.227188
2005-01-03,83.09629100000001,55.227188
2005-01-04,82.080887,55.173218000000006
2005-01-05,81.514465,55.151610999999995
2005-01-06,81.928917,55.189411
2005-01-07,81.811493,55.173218000000006
2005-01-10,82.198326,55.146263
2005-01-11,81.631912,55.221741
2005-01-12,81.901299,55.302673
2005-01-13,81.245079,55.437507999999994
2005-01-14,81.67336999999999,55.237968
2005-01-18,82.523003,55.383568000000004
2005-01-19,81.659531,55.464484999999996
2005-01-20,81.16220899999999,55.539986
2005-01-21,80.66489399999999,55.566970999999995
2005-01-24,80.505997,55.577778
2005-01-25,80.73394,55.48061800000001
2005-01-26,80.975685,55.453734999999995
2005-01-27,81.113869,55.378174
2005-01-28,81.113869,55.566970999999995
2005-01-31,81.618126,55.496807
2005-02-01,82.136147,55.555779
2005-02-02,82.384811,55.599052
2005-02-03,82.170692,55.528732
2005-02-04,83.047951,55.761348999999996
2005-02-07,82.937416,55.772144
2005-02-08,83.034126,55.804618999999995
2005-02-09,82.41244499999999,55.956074
2005-02-10,82.70946500000001,55.669376
2005-02-11,83.420937,55.745158999999994
2005-02-14,83.358772,55.755974
2005-02-15,83.669601,55.647743000000006
2005-02-16,83.724869,55.58286999999999
2005-02-17,83.047951,55.555779
2005-02-18,83.15843199999999,55.572047999999995
2005-02-22,81.922012,55.415172999999996
2005-02-23,82.50914,55.442204000000004
2005-02-24,83.05483199999999,55.388088
2005-02-25,83.876823,55.43679
2005-02-28,83.324188,55.29075600000001
2005-03-01,83.73867800000001,55.251091
2005-03-02,83.697243,55.180606999999995
2005-03-03,83.73176600000001,55.223965
2005-03-04,84.774796,55.381298
2005-03-07,84.816254,55.397606
2005-03-08,84.498497,55.278248
2005-03-09,83.55909,54.941883
2005-03-10,83.745583,54.876808
2005-03-11,83.15843199999999,54.920143
2005-03-14,83.676498,54.898537
2005-03-15,82.98577900000001,54.909355000000005
2005-03-16,82.281212,54.947357
2005-03-17,82.446976,54.936493000000006
2005-03-18,82.202187,54.898537
2005-03-21,81.897064,54.898537
2005-03-22,81.06489599999999,54.600147
2005-03-23,81.134254,54.67068100000001
2005-03-24,81.231339,54.703201
2005-03-28,81.349251,54.594745999999994
2005-03-29,80.80837199999999,54.562187
2005-03-30,81.95255999999999,54.724922
2005-03-31,81.799965,54.752052
2005-04-01,81.432457,55.074837
2005-04-04,81.57119,55.009537
2005-04-05,81.959473,54.90066899999999
2005-04-06,82.24382,55.042156000000006
2005-04-07,82.687614,54.976852
2005-04-08,81.827751,54.976852
2005-04-11,81.89014399999999,55.080223
2005-04-12,82.313148,55.232696999999995
2005-04-13,81.342331,55.308921999999995
2005-04-14,80.281311,55.357872
2005-04-15,79.157921,55.553833
2005-04-18,79.40065,55.488521999999996
2005-04-19,80.031685,55.559292000000006
2005-04-20,78.915184,55.597366
2005-04-21,80.447739,55.461307999999995
2005-04-22,80.14265400000001,55.575618999999996
2005-04-25,80.669662,55.553833
2005-04-26,79.88606300000001,55.41775500000001
2005-04-27,80.19809000000001,55.64635500000001
2005-04-28,79.192581,55.787918000000005
2005-04-29,80.267471,55.695381000000005
2005-05-02,80.71818499999999,55.69754399999999
2005-05-03,80.85688,55.659348
2005-05-04,81.480995,55.719379
2005-05-05,81.453255,55.757626
2005-05-06,81.19669300000001,55.550098
2005-05-09,81.702919,55.506416
2005-05-10,80.85688,55.566486
2005-05-11,81.300697,55.659348
2005-05-12,80.406143,55.790363
2005-05-13,80.246674,55.844981999999995
2005-05-16,80.995583,55.763057999999994
2005-05-17,81.53649899999999,55.828593999999995
2005-05-18,82.37554200000001,55.976043999999995
2005-05-19,82.72228199999999,55.839535
2005-05-20,82.604385,55.77401
2005-05-23,83.062065,55.959633
2005-05-24,82.86794300000001,56.057987
2005-05-25,82.80549599999999,56.04705
2005-05-26,83.249329,56.041594999999994
2005-05-27,83.38801600000001,56.003338
2005-05-31,82.85405,56.156265000000005
2005-06-01,83.561356,56.571625
2005-06-02,83.74168399999999,56.533279
2005-06-03,83.318649,56.39080799999999
2005-06-06,83.242355,56.401756000000006
2005-06-07,83.304787,56.549671
2005-06-08,83.152245,56.44558000000001
2005-06-09,83.547516,56.440121
2005-06-10,83.35334,56.220905
2005-06-13,83.61682900000001,56.171631000000005
2005-06-14,83.81100500000001,56.10038
2005-06-15,83.970474,56.067508999999994
2005-06-16,84.185455,56.237334999999995
2005-06-17,84.497398,56.237334999999995
2005-06-20,84.525261,56.11131999999999
2005-06-21,84.57399000000001,56.341488
2005-06-22,84.643623,56.582606999999996
2005-06-23,83.453041,56.527786
2005-06-24,82.840324,56.615467
2005-06-27,82.95867199999999,56.659279000000005
2005-06-28,83.6549,56.49493399999999
2005-06-29,83.432129,56.467529000000006
2005-06-30,82.979576,56.648327
2005-07-01,83.223244,56.446568000000006
2005-07-05,83.89164,56.237686
2005-07-06,83.18843100000001,56.325638
2005-07-07,83.515663,56.397148
2005-07-08,84.469566,56.30366899999999
2005-07-11,84.90123,56.309185
2005-07-12,85.124023,56.281696
2005-07-13,85.242401,56.204723
2005-07-14,85.57659100000001,56.204723
2005-07-15,85.527855,56.232181999999995
2005-07-18,85.186691,56.133269999999996
2005-07-19,85.653183,56.160736
2005-07-20,85.94560200000001,56.254192
2005-07-21,85.444313,55.962818000000006
2005-07-22,86.015274,56.045315
2005-07-25,85.77154499999999,56.045315
2005-07-26,85.875977,56.105755
2005-07-27,86.189285,56.072777
2005-07-28,86.732391,56.237686
2005-07-29,86.15448,56.061797999999996
2005-08-01,86.091835,56.02924300000001
2005-08-02,86.607025,55.907883
2005-08-03,86.836815,56.089946999999995
2005-08-04,86.14057199999999,56.034797999999995
2005-08-05,85.555695,55.758976000000004
2005-08-08,85.395599,55.747974
2005-08-09,85.910767,55.847232999999996
2005-08-10,85.869011,55.852745
2005-08-11,86.21018199999999,56.001663
2005-08-12,85.681,56.161606000000006
2005-08-15,86.21018199999999,56.111965000000005
2005-08-16,85.089256,56.244358
2005-08-17,85.082268,56.128525
2005-08-18,85.075294,56.282959
2005-08-19,85.270248,56.227782999999995
2005-08-22,85.270248,56.27743100000001
2005-08-23,85.11009200000001,56.316067000000004
2005-08-24,84.351189,56.387730000000005
2005-08-25,84.65753199999999,56.387730000000005
2005-08-26,84.079636,56.343628
2005-08-29,84.727165,56.365696
2005-08-30,84.281563,56.503601
2005-08-31,85.346863,56.72418199999999
2005-09-01,85.284187,56.801628
2005-09-02,85.131004,56.77400600000001
2005-09-06,86.12664000000001,56.663273
2005-09-07,86.272858,56.569256
2005-09-08,85.98739599999999,56.563683
2005-09-09,86.753258,56.547092000000006
2005-09-12,86.579185,56.469604000000004
2005-09-13,86.09878499999999,56.607967
2005-09-14,85.785446,56.547092000000006
2005-09-15,85.74369,56.408691000000005
2005-09-16,86.353424,56.281456000000006
2005-09-19,86.066727,56.331261
2005-09-20,85.339561,56.292545
2005-09-21,84.54245,56.419823
2005-09-22,84.843109,56.469604000000004
2005-09-23,84.91301,56.37003299999999
2005-09-26,85.01091,56.231667
2005-09-27,84.98992199999999,56.192969999999995
2005-09-28,85.073837,56.347874
2005-09-29,85.766075,56.220634
2005-09-30,86.031754,56.192969999999995
2005-10-03,85.724091,56.002506000000004
2005-10-04,84.759186,56.080231000000005
2005-10-05,83.64741500000001,56.169056000000005
2005-10-06,83.34677099999999,56.130196
2005-10-07,83.63346899999999,56.07468000000001
2005-10-10,82.927254,56.146843000000004
2005-10-11,82.80837199999999,55.98031999999999
2005-10-12,82.15808100000001,55.958096
2005-10-13,82.109138,55.813747
2005-10-14,82.97618100000001,55.79707
2005-10-17,83.283836,55.885925
2005-10-18,82.381866,55.863735
2005-10-19,83.75232700000001,55.96365
2005-10-20,82.276939,55.974743000000004
2005-10-21,82.598618,56.10796
2005-10-24,83.87818100000001,55.991402
2005-10-25,83.71032,55.824909
2005-10-26,83.465614,55.602802000000004
2005-10-27,82.577621,55.730488
2005-10-28,83.766327,55.641617000000004
2005-10-31,83.99703199999999,55.636074
2005-11-01,84.248787,55.655018000000005
2005-11-02,85.129776,55.604923
2005-11-03,85.493362,55.415397999999996
2005-11-04,85.381485,55.471165
2005-11-07,85.465424,55.476684999999996
2005-11-08,85.465424,55.666168000000006
2005-11-09,85.57729300000001,55.521285999999996
2005-11-10,86.241539,55.716351
2005-11-11,86.535225,55.772057
2005-11-14,86.48625200000001,55.582561
2005-11-15,86.1716,55.660614
2005-11-16,86.346405,55.788784
2005-11-17,87.150513,55.805485
2005-11-18,87.493134,55.783156999999996
2005-11-21,87.93364,55.961479000000004
2005-11-22,88.311234,56.106396
2005-11-23,88.821663,56.067417000000006
2005-11-25,88.89155600000001,56.117538
2005-11-28,88.262291,56.039471
2005-11-29,88.16439100000001,55.961479000000004
2005-11-30,87.688942,55.844498
2005-12-01,88.583908,55.765609999999995
2005-12-02,88.69581600000001,55.765609999999995
2005-12-05,88.506996,55.79356
2005-12-06,88.674805,55.888649
2005-12-07,88.157394,55.815952
2005-12-08,88.101448,56.101245999999996
2005-12-09,88.33221400000001,55.911049
2005-12-12,88.416092,55.79356
2005-12-13,89.017426,56.006145
2005-12-14,89.367035,56.157177000000004
2005-12-15,89.108315,56.101245999999996
2005-12-16,88.82154799999999,56.095634
2005-12-19,88.36462399999999,56.140339000000004
2005-12-20,88.448959,56.157177000000004
2005-12-21,88.589584,56.157177000000004
2005-12-22,89.053497,56.280251
2005-12-23,89.102715,56.425636
2005-12-27,88.19594599999999,56.571045
2005-12-28,88.392761,56.371196999999995
2005-12-29,87.999115,56.410484
2005-12-30,87.52113299999999,56.477837
2006-01-03,89.06055500000001,56.505908999999996
2006-01-04,89.482315,56.64065600000001
2006-01-05,89.538528,56.64065600000001
2006-01-06,90.283615,56.511539
2006-01-09,90.515617,56.573322
2006-01-10,90.606934,56.461043999999994
2006-01-11,90.89518000000001,56.421688
2006-01-12,90.536644,56.567692
2006-01-13,90.452286,56.724895
2006-01-17,90.20630600000001,56.752953000000005
2006-01-18,89.847794,56.82033199999999
2006-01-19,90.19223000000001,56.736088
2006-01-20,88.547371,56.764175
2006-01-23,88.863686,56.764175
2006-01-24,88.955078,56.668743000000006
2006-01-25,89.032402,56.528404
2006-01-26,89.52445999999999,56.354358999999995
2006-01-27,90.353889,56.427303
2006-01-30,90.283615,56.432945
2006-01-31,89.62287099999999,56.44416
2006-02-01,90.248474,56.286956999999994
2006-02-02,89.20111800000001,56.326366
2006-02-03,88.75827,56.484173
2006-02-06,88.99028,56.47295
2006-02-07,88.202988,56.433479000000005
2006-02-08,89.004295,56.405285
