Date,SPY,AGG
2002-12-31,58.839542,
2003-01-02,60.733517000000006,
2003-01-03,60.920238,
2003-01-06,61.993931,
2003-01-07,61.840542000000006,
2003-01-08,60.946922,
2003-01-09,61.893882999999995,
2003-01-10,62.060616,
2003-01-13,62.040588,
2003-01-14,62.240665,
2003-01-15,61.620468,
2003-01-16,61.36705799999999,
2003-01-17,60.460079,
2003-01-21,59.519775,
2003-01-22,58.799549,
2003-01-23,59.159676,
2003-01-24,57.605824,
2003-01-27,56.818858999999996,
2003-01-28,57.239014000000005,
2003-01-29,57.672484999999995,
2003-01-30,56.305351,
2003-01-31,57.39239499999999,
2003-02-03,57.505802,
2003-02-04,56.938889,
2003-02-05,56.585471999999996,
2003-02-06,56.318732999999995,
2003-02-07,55.631809,
2003-02-10,56.025284,
2003-02-11,55.638477,
2003-02-12,54.751507,
2003-02-13,54.918220999999996,
2003-02-14,56.118632999999996,
2003-02-18,57.105647999999995,
2003-02-19,56.805565,
2003-02-20,56.238686,
2003-02-21,56.805565,
2003-02-24,55.885239,
2003-02-25,56.33203100000001,
2003-02-26,55.511768000000004,
2003-02-27,56.245357999999996,
2003-02-28,56.618809,
2003-03-03,56.078625,
2003-03-04,55.185028,
2003-03-05,55.651829000000006,
2003-03-06,55.185028,
2003-03-07,55.565086,
2003-03-10,54.231342000000005,
2003-03-11,53.697826,
2003-03-12,54.057968,
2003-03-13,55.925236,
2003-03-14,56.105301000000004,
2003-03-17,57.872574,
2003-03-18,58.212654,
2003-03-19,58.65949200000001,
2003-03-20,58.786190000000005,
2003-03-21,60.040981,
2003-03-24,58.045654000000006,
2003-03-25,58.601397999999996,
2003-03-26,58.306763000000004,
2003-03-27,58.353664,
2003-03-28,58.059048,
2003-03-31,56.739979000000005,
2003-04-01,57.610409,
2003-04-02,59.003161999999996,
2003-04-03,58.721931000000005,
2003-04-04,59.070087,
2003-04-07,58.956295,
2003-04-08,59.05003000000001,
2003-04-09,58.273284999999994,
2003-04-10,58.59470699999999,
2003-04-11,58.353664,
2003-04-14,59.558868000000004,
2003-04-15,60.11464300000001,
2003-04-16,59.090194999999994,
2003-04-17,59.967354,
2003-04-21,60.027603000000006,
2003-04-22,61.159172,
2003-04-23,61.721644999999995,
2003-04-24,61.172588,
2003-04-25,60.415924,
2003-04-28,61.460487,
2003-04-29,61.67474,
2003-04-30,61.540848,
2003-05-01,61.534153,
2003-05-02,62.411255000000004,
2003-05-05,62.290775,
2003-05-06,62.879963000000004,
2003-05-07,62.531826,
2003-05-08,61.902435,
2003-05-09,62.759499,
2003-05-12,63.529472,
2003-05-13,63.415638,
2003-05-14,63.281704000000005,
2003-05-15,63.683471999999995,
2003-05-16,63.522797,
2003-05-19,62.036327,
2003-05-20,61.909121999999996,
2003-05-21,62.036327,
2003-05-22,62.652347999999996,
2003-05-23,62.77955600000001,
2003-05-27,63.877669999999995,
2003-05-28,64.058479,
2003-05-29,63.891052,
2003-05-30,64.915504,
2003-06-02,65.183334,
2003-06-03,65.451157,
2003-06-04,66.395287,
2003-06-05,66.723389,
2003-06-06,66.46221899999999,
2003-06-09,65.785957,
2003-06-10,66.45552099999999,
2003-06-11,67.15860699999999,
2003-06-12,67.366188,
2003-06-13,66.663116,
2003-06-16,68.069229,
2003-06-17,68.069229,
2003-06-18,68.008934,
2003-06-19,66.971115,
2003-06-20,66.823288,
2003-06-23,66.137817,
2003-06-24,66.205048,
2003-06-25,65.539772,
2003-06-26,66.39321899999999,
2003-06-27,65.627121,
2003-06-30,65.606949,
2003-07-01,66.211761,
2003-07-02,67.045013,
2003-07-03,66.352867,
2003-07-07,67.67002099999999,
2003-07-08,67.972382,
2003-07-09,67.589355,
2003-07-10,66.729202,
2003-07-11,67.360863,
2003-07-14,67.690117,
2003-07-15,67.54231300000001,
2003-07-16,67.145844,
2003-07-17,66.191597,
2003-07-18,66.87033100000001,
2003-07-21,66.043755,
2003-07-22,66.64181500000001,
2003-07-23,66.68885,
2003-07-24,66.18486800000001,
2003-07-25,67.354164,
2003-07-28,67.10556,
2003-07-29,66.796402,
2003-07-30,66.635132,
2003-07-31,66.789688,
2003-08-01,66.198357,
2003-08-04,66.198357,
2003-08-05,64.79385400000001,
2003-08-06,65.170197,
2003-08-07,65.855591,
2003-08-08,66.043755,
2003-08-11,66.292381,
2003-08-12,66.897186,
2003-08-13,66.554474,
2003-08-14,66.735893,
2003-08-15,66.944229,
2003-08-18,67.522163,
2003-08-19,67.77750400000001,
2003-08-20,67.501999,
2003-08-21,67.717026,
2003-08-22,67.045013,
2003-08-25,67.15254200000001,
2003-08-26,67.273521,
2003-08-27,67.293686,
2003-08-28,67.710297,
2003-08-29,68.167282,
2003-09-02,69.081177,
2003-09-03,69.457512,
2003-09-04,69.491112,
2003-09-05,69.10128,
2003-09-08,69.672569,
2003-09-09,69.215561,
2003-09-10,68.516693,
2003-09-11,68.718307,
2003-09-12,68.845963,
2003-09-15,68.604073,
2003-09-16,69.605324,
2003-09-17,69.470917,
2003-09-18,70.29077099999999,
2003-09-19,69.933258,
2003-09-22,69.17774200000001,
2003-09-23,69.440804,
2003-09-24,68.206322,
2003-09-25,67.646446,
2003-09-26,67.42381999999999,
2003-09-29,68.084908,52.74418299999999
2003-09-30,67.42381999999999,53.017872
2003-10-01,68.86068,52.992001
2003-10-02,69.110268,52.909451000000004
2003-10-03,69.74436999999999,52.527409
2003-10-06,70.061409,52.60481600000001
2003-10-07,70.331238,52.42416
2003-10-08,70.155869,52.553177000000005
2003-10-09,70.34474200000001,52.367340000000006
2003-10-10,70.540337,52.656467000000006
2003-10-13,70.762947,52.42416
2003-10-14,71.01255,52.320919
2003-10-15,70.82369200000001,52.191872
2003-10-16,71.10701,52.052483
2003-10-17,70.331238,52.300255
2003-10-20,70.857414,52.269271999999994
2003-10-21,70.736,52.372524
2003-10-22,69.84558100000001,52.60481600000001
2003-10-23,69.71736899999999,52.475773
2003-10-24,69.87254300000001,52.733913
2003-10-27,69.906296,52.630680000000005
2003-10-28,70.857414,52.837185
2003-10-29,70.95184300000001,52.60481600000001
2003-10-30,71.100243,52.60481600000001
2003-10-31,71.032799,52.522266
2003-11-03,71.49823,52.428452
2003-11-04,71.343117,52.532081999999996
2003-11-05,71.397064,52.532081999999996
2003-11-06,71.774857,52.247192
2003-11-07,71.241936,52.273047999999996
2003-11-10,70.95184300000001,52.371475
2003-11-11,70.93163299999999,52.278248
2003-11-12,71.727638,52.376682
2003-11-13,71.74784100000001,52.760056000000006
2003-11-14,71.14071700000001,52.801437
2003-11-17,70.783203,53.024273
2003-11-18,70.047905,52.998343999999996
2003-11-19,70.641525,52.749644999999994
2003-11-20,70.007469,52.930969
2003-11-21,70.297501,52.987933999999996
2003-11-24,71.228432,52.765205
2003-11-25,71.49823,52.972462
2003-11-26,71.75460799999999,52.780784999999995
2003-11-28,71.808601,52.697872
2003-12-01,72.584305,52.553478000000005
2003-12-02,72.402206,52.537838
2003-12-03,72.287483,52.58984
2003-12-04,72.584305,52.667736
2003-12-05,72.0784,52.932658999999994
2003-12-08,72.564102,52.932658999999994
2003-12-09,72.004196,52.6366
2003-12-10,71.997437,52.844356999999995
2003-12-11,72.806931,53.031353
2003-12-12,72.948601,53.062560999999995
2003-12-15,72.584305,53.031353
2003-12-16,72.96212,53.062560999999995
2003-12-17,73.19144399999999,53.19239399999999
2003-12-18,74.014427,53.270302
2003-12-19,73.80838,53.296265000000005
2003-12-22,74.323486,53.270302
2003-12-23,74.370926,53.062560999999995
2003-12-24,74.296364,53.104038
2003-12-26,74.35060899999999,53.369026
2003-12-29,75.34015699999999,53.239158999999994
2003-12-30,75.353706,53.140468999999996
2003-12-31,75.421448,53.213885999999995
2004-01-02,75.38758100000001,52.91174300000001
2004-01-05,76.20766400000001,52.974247
2004-01-06,76.282219,53.213885999999995
2004-01-07,76.53978000000001,53.333709999999996
2004-01-08,76.84478,53.318084999999996
2004-01-09,76.17378199999999,53.760853000000004
2004-01-12,76.73631999999999,53.609818000000004
2004-01-13,76.288979,53.734821
2004-01-14,76.926109,53.72963299999999
2004-01-15,77.115845,53.797359
2004-01-16,77.420868,53.755706999999994
2004-01-20,77.400536,53.708824
2004-01-21,78.010506,53.745235
2004-01-22,77.80719,53.839012
2004-01-23,77.55641899999999,53.708824
2004-01-26,78.532364,53.500468999999995
2004-01-27,77.725891,53.578541
2004-01-28,76.837967,53.469101
2004-01-29,76.912544,53.344151000000004
2004-01-30,76.912544,53.448341000000006
2004-02-02,77.244659,53.462963
2004-02-03,77.115845,53.609230000000004
2004-02-04,76.48554200000001,53.61440699999999
2004-02-05,76.70919,53.462963
2004-02-06,77.569946,53.682339
2004-02-09,77.59030200000001,53.718899
2004-02-10,77.84108,53.603989
2004-02-11,78.667946,53.812916
2004-02-12,78.38327,53.818123
2004-02-13,78.030823,54.058468000000005
2004-02-17,78.73571,53.927837
2004-02-18,78.390068,53.886051
2004-02-19,78.098663,53.943504000000004
2004-02-20,77.861412,53.776286999999996
2004-02-23,77.664864,53.92260400000001
2004-02-24,77.529312,53.875587
2004-02-25,77.854668,54.000965
2004-02-26,77.902069,53.912167000000004
2004-02-27,77.956299,54.058468000000005
2004-03-01,78.728951,54.082531
2004-03-02,78.268074,53.893997
2004-03-03,78.41038499999999,53.836456000000005
2004-03-04,78.613724,53.967312
2004-03-05,78.878067,54.365253
2004-03-08,77.915642,54.548522999999996
2004-03-09,77.603859,54.627037
2004-03-10,76.302582,54.56422
2004-03-11,75.313004,54.684666
2004-03-12,76.302582,54.517075
2004-03-15,75.36721800000001,54.52758000000001
2004-03-16,75.767105,54.658463
2004-03-17,76.614334,54.632282
2004-03-18,76.634636,54.579952
2004-03-19,75.536224,54.522339
2004-03-22,74.57725500000001,54.66370799999999
2004-03-23,74.447998,54.668934
2004-03-24,74.50921600000001,54.700378
2004-03-25,75.49543,54.668934
2004-03-26,75.515816,54.480503000000006
2004-03-29,76.576874,54.380951
2004-03-30,76.83528100000001,54.166325
2004-03-31,76.92372900000001,54.428093000000004
2004-04-01,77.386208,54.454322999999995
2004-04-02,77.97112299999999,53.955673
2004-04-05,78.399635,53.625
2004-04-06,78.14795699999999,53.777198999999996
2004-04-07,77.96431700000001,53.645966
2004-04-08,77.787498,53.677459999999996
2004-04-12,78.093552,53.661674
2004-04-13,76.99852,53.5672
2004-04-14,77.120956,53.409743999999996
2004-04-15,76.828499,53.331039000000004
2004-04-16,77.42021899999999,53.477989
2004-04-19,77.42021899999999,53.409743999999996
2004-04-20,76.121162,53.236549
2004-04-21,76.631279,53.110565
2004-04-22,77.705872,53.304770999999995
2004-04-23,77.78070100000001,53.199847999999996
2004-04-26,77.671867,53.184048
2004-04-27,77.739891,53.31525
2004-04-28,76.733253,53.068577000000005
2004-04-29,76.059921,52.916298
2004-04-30,75.468231,52.900574
2004-05-03,76.277588,52.82164399999999
2004-05-04,76.216408,52.916363
2004-05-05,76.706062,52.84795
2004-05-06,76.04634899999999,52.684799
2004-05-07,74.78808599999999,52.237427000000004
2004-05-10,74.019531,52.158466
2004-05-11,74.645264,52.290073
2004-05-12,75.121346,52.216347
2004-05-13,74.808495,52.205841
2004-05-14,74.842484,52.216347
2004-05-17,74.203171,52.47955699999999
2004-05-18,74.57725500000001,52.505843999999996
2004-05-19,74.318787,52.416401
2004-05-20,74.556831,52.558487
2004-05-21,74.686073,52.474297
2004-05-24,74.99894,52.516383999999995
2004-05-25,76.073555,52.500572
2004-05-26,76.338799,52.632197999999995
2004-05-27,76.76728100000001,52.88480799999999
2004-05-28,76.76046,52.7006
2004-06-01,76.658455,52.640944999999995
2004-06-02,76.944122,52.66206700000001
2004-06-03,76.23677099999999,52.640944999999995
2004-06-04,76.84213299999999,52.530083
2004-06-07,78.011932,52.58286999999999
2004-06-08,78.120758,52.456146
2004-06-09,77.393028,52.471962
2004-06-10,77.773895,52.419174
2004-06-14,77.005348,52.271347
2004-06-15,77.54943100000001,52.714825
2004-06-16,77.53583499999999,52.60925699999999
2004-06-17,77.42021899999999,52.667313
2004-06-18,77.566292,52.74651
2004-06-21,77.272774,52.815166000000005
2004-06-22,77.661896,52.794041
2004-06-23,78.330841,52.751823
2004-06-24,78.085098,52.952434999999994
2004-06-25,77.709625,52.936595999999994
2004-06-28,77.443451,52.762370999999995
2004-06-29,77.764267,52.667313
2004-06-30,78.180672,53.084431
2004-07-01,77.095299,53.151672
2004-07-02,77.05432900000001,53.490711
2004-07-06,76.37853199999999,53.45362900000001
2004-07-07,76.60379,53.42183299999999
2004-07-08,76.071365,53.480125
2004-07-09,76.269341,53.321197999999995
2004-07-12,76.30345200000001,53.480125
2004-07-13,76.35805500000001,53.42183299999999
2004-07-14,76.126007,53.45362900000001
2004-07-15,75.634476,53.353019999999994
