Date,GLD,USDTRY=X,EURTRY=X
2016-04-13,118.769997,2.8329,3.22664
2016-04-14,117.110001,2.8442,3.2097599999999997
2016-04-15,117.91999799999999,2.84985,3.21253
2016-04-18,117.739998,2.8525,3.22247
2016-04-19,119.58000200000001,2.83812,3.2103900000000003
2016-04-20,118.970001,2.83,3.21489
2016-04-21,119.41999799999999,2.8104299999999998,3.17868
2016-04-22,117.889999,2.8311,3.19711
2016-04-25,118.230003,2.84543,3.19711
2016-04-26,118.699997,2.84322,3.2046
2016-04-27,119.040001,2.81948,3.1867900000000002
2016-04-28,121.290001,2.81717,3.19369
2016-04-29,123.650002,2.8111099999999998,3.19329
2016-05-02,123.239998,2.79241,3.20264
2016-05-03,122.959999,2.8035,3.23215
2016-05-04,122.209999,2.84495,3.27259
2016-05-05,122.07,2.95435,3.3967400000000003
2016-05-06,123.18,2.92807,3.3392
2016-05-09,120.650002,2.9232,3.33048
2016-05-10,120.980003,2.94185,3.3505300000000005
2016-05-11,122.120003,2.9491,3.3546099999999996
2016-05-12,121.160004,2.95195,3.37544
2016-05-13,121.709999,2.96161,3.36973
2016-05-16,121.800003,2.97143,3.36329
2016-05-17,122.220001,2.9739,3.36689
2016-05-18,120.099998,2.9674,3.3586300000000002
2016-05-19,119.870003,2.9863299999999997,3.35344
2016-05-20,119.709999,2.98811,3.3489400000000002
2016-05-23,119.370003,2.9745,3.33943
2016-05-24,117.300003,2.99527,3.35879
2016-05-25,116.980003,2.9483200000000003,3.2829800000000002
2016-05-26,116.58000200000001,2.93912,3.28179
2016-05-27,115.620003,2.93765,3.28734
2016-05-30,,2.95925,3.2881
2016-05-31,116.059998,2.9532700000000003,3.2933
2016-06-01,115.940002,2.9467,3.2817
2016-06-02,115.66999799999999,2.94246,3.29417
2016-06-03,118.879997,2.94818,3.2882300000000004
2016-06-06,118.91999799999999,2.90691,3.29978
2016-06-07,118.82,2.90532,3.3016
2016-06-08,120.58000200000001,2.89616,3.2895300000000005
2016-06-09,121.25,2.89128,3.2994800000000004
2016-06-10,121.739998,2.89463,3.2746299999999997
2016-06-13,122.639999,2.92941,3.2931
2016-06-14,122.769997,2.92198,3.29854
2016-06-15,123.68,2.9344799999999998,3.2905599999999997
2016-06-16,122.379997,2.9228099999999997,3.29317
2016-06-17,123.949997,2.92962,3.2981199999999995
2016-06-20,123.209999,2.9113,3.3050300000000004
2016-06-21,120.839996,2.90132,3.28496
2016-06-22,120.900002,2.9115,3.27637
2016-06-23,120.110001,2.8893,3.2738
2016-06-24,126.0,2.86417,3.24401
2016-06-27,126.68,2.94113,3.24772
2016-06-28,125.32,2.93645,3.2336400000000003
2016-06-29,125.839996,2.90611,3.2177700000000002
2016-06-30,126.470001,2.88786,3.2183900000000003
2016-07-01,128.41000400000001,2.88178,3.20032
2016-07-04,,2.90152,3.22871
2016-07-05,129.470001,2.9048700000000003,3.2384
2016-07-06,130.229996,2.92487,3.23579
2016-07-07,129.740005,2.93718,3.2614400000000003
2016-07-08,130.520004,2.93292,3.2467900000000003
2016-07-11,129.28999299999998,2.89162,3.19444
2016-07-12,127.150002,2.90341,3.21086
2016-07-13,128.320007,2.88688,3.19345
2016-07-14,127.33000200000001,2.8989,3.21844
2016-07-15,126.839996,2.8837599999999997,3.2020299999999997
2016-07-18,127.040001,2.9662599999999997,3.2793699999999997
2016-07-19,127.209999,2.98031,3.29965
2016-07-20,125.389999,3.04389,3.3526800000000003
2016-07-21,127.300003,3.0819099999999997,3.3973699999999996
2016-07-22,126.349998,3.0641700000000003,3.3815199999999996
2016-07-25,125.470001,3.05705,3.35342
2016-07-26,126.0,3.03524,3.33639
2016-07-27,128.029999,3.04006,3.33978
2016-07-28,127.660004,3.01373,3.33817
2016-07-29,128.979996,3.01036,3.33715
2016-08-01,129.220001,2.98639,3.3353699999999997
2016-08-02,130.270004,2.98875,3.3383
2016-08-03,129.649994,2.99132,3.3575800000000005
2016-08-04,129.869995,3.01212,3.3609699999999996
2016-08-05,127.550003,3.00966,3.3521300000000003
2016-08-08,127.440002,2.99543,3.32151
2016-08-09,127.959999,2.98045,3.3037300000000003
2016-08-10,128.559998,2.9680299999999997,3.2998800000000004
2016-08-11,127.66999799999999,2.9553700000000003,3.3079400000000003
2016-08-12,127.400002,2.9595,3.2967
2016-08-15,127.839996,2.9597,3.3033699999999997
2016-08-16,128.470001,2.9416599999999997,3.2903800000000003
2016-08-17,128.5,2.9275,3.30191
2016-08-18,129.110001,2.9177,3.2997699999999996
2016-08-19,127.970001,2.9267,3.32228
2016-08-22,127.779999,2.9321,3.3115300000000003
2016-08-23,127.760002,2.94022,3.32915
2016-08-24,126.339996,2.9488,3.3331699999999995
2016-08-25,126.230003,2.9507,3.3246300000000004
2016-08-26,126.050003,2.9333400000000003,3.31227
2016-08-29,126.300003,2.9534599999999998,3.3073099999999998
2016-08-30,125.029999,2.95075,3.30343
2016-08-31,124.779999,2.9633,3.3039300000000003
2016-09-01,125.290001,2.95707,3.3020300000000002
2016-09-02,126.57,2.96103,3.31596
2016-09-05,,2.9503,3.29143
2016-09-06,128.71000700000002,2.9455,3.2850599999999996
2016-09-07,128.270004,2.9219,3.28795
2016-09-08,127.589996,2.9338,3.30234
2016-09-09,126.75,2.9531,3.32885
2016-09-12,126.589996,2.9683,3.3355300000000003
2016-09-13,125.75,2.9695,3.3384300000000002
2016-09-14,126.18,2.98155,3.34501
2016-09-15,125.370003,2.9793,3.3520800000000004
2016-09-16,125.059998,2.96611,3.3360300000000005
2016-09-19,125.32,2.9778,3.3234199999999996
2016-09-20,125.440002,2.9754,3.32663
2016-09-21,127.269997,2.9763599999999997,3.3199699999999996
2016-09-22,127.57,2.9541,3.3069699999999997
2016-09-23,127.650002,2.94182,3.29776
2016-09-26,127.550003,2.9884,3.35866
2016-09-27,126.620003,2.98026,3.35345
2016-09-28,126.220001,2.97323,3.3358199999999996
2016-09-29,126.07,2.978,3.34429
2016-09-30,125.639999,2.99708,3.3631900000000003
2016-10-03,125.32,3.00157,3.3715300000000004
2016-10-04,120.970001,3.0196,3.38535
2016-10-05,120.779999,3.0580700000000003,3.42769
2016-10-06,119.660004,3.05162,3.4226300000000003
2016-10-07,119.739998,3.04219,3.38961
2016-10-10,120.160004,3.0494,3.41344
2016-10-11,119.550003,3.0693799999999998,3.41934
2016-10-12,119.739998,3.08129,3.40875
2016-10-13,120.029999,3.0854,3.39731
2016-10-14,119.360001,3.08193,3.40574
2016-10-17,119.68,3.0921,3.3906400000000003
2016-10-18,120.41999799999999,3.0953,3.40885
2016-10-19,121.110001,3.0945,3.3958
2016-10-20,120.739998,3.0595,3.35722
2016-10-21,120.83000200000001,3.0597,3.3424
2016-10-24,120.559998,3.07997,3.35081
2016-10-25,121.470001,3.0817799999999997,3.35011
2016-10-26,120.790001,3.0702,3.34312
2016-10-27,121.010002,3.0803,3.3625300000000005
2016-10-28,121.58000200000001,3.1113,3.39079
2016-10-31,121.940002,3.1063099999999997,3.4126800000000004
2016-11-01,122.730003,3.0935799999999998,3.3943800000000004
2016-11-02,123.639999,3.1133,3.4427300000000005
2016-11-03,124.300003,3.11312,3.4553800000000003
2016-11-04,124.389999,3.1151,3.4601599999999997
2016-11-07,122.150002,3.15076,3.49736
2016-11-08,121.639999,3.1676,3.50015
2016-11-09,121.559998,3.1624,3.48449
2016-11-10,119.75,3.2091,3.50314
2016-11-11,117.099998,3.2477,3.53681
2016-11-14,116.110001,3.23577,3.5026300000000004
2016-11-15,117.120003,3.2896,3.5325300000000004
2016-11-16,116.769997,3.2867,3.52461
2016-11-17,116.16999799999999,3.3189300000000004,3.5544800000000003
2016-11-18,115.150002,3.37506,3.5849900000000003
2016-11-21,115.58000200000001,3.37587,3.57341
2016-11-22,115.540001,3.3568599999999997,3.5723199999999995
2016-11-23,113.25,3.3794699999999995,3.59332
2016-11-24,,3.3962,3.58166
2016-11-25,112.610001,3.464,3.65795
2016-11-28,113.800003,3.4468,3.65593
2016-11-29,113.269997,3.4108,3.62298
2016-11-30,111.75,3.4094,3.6299300000000003
2016-12-01,111.540001,3.43526,3.6407
2016-12-02,112.139999,3.4973400000000003,3.73065
2016-12-05,111.540001,3.54235,3.74957
2016-12-06,111.43,3.51861,3.78545
2016-12-07,111.83000200000001,3.4465800000000004,3.6936400000000003
2016-12-08,111.57,3.3886,3.6438800000000002
2016-12-09,110.400002,3.4503,3.6662199999999996
2016-12-12,110.82,3.5111,3.7031099999999997
2016-12-13,110.449997,3.4683300000000004,3.69109
2016-12-14,108.83000200000001,3.48578,3.7046300000000003
2016-12-15,107.339996,3.5315,3.7138400000000003
2016-12-16,108.050003,3.5077,3.65236
2016-12-19,108.589996,3.49073,3.64799
2016-12-20,107.790001,3.5328,3.67447
2016-12-21,107.849998,3.5217,3.6585400000000003
2016-12-22,107.589996,3.50823,3.6604300000000003
2016-12-23,107.93,3.5063800000000005,3.66055
2016-12-26,,3.5090199999999996,3.66894
2016-12-27,108.559998,3.51105,3.67095
2016-12-28,108.860001,3.5218,3.6846400000000004
2016-12-29,110.290001,3.53533,3.68537
2016-12-30,109.610001,3.5176,3.7149699999999997
2017-01-02,,3.5349,3.7191
2017-01-03,110.470001,3.5419,3.70278
2017-01-04,110.860001,3.5923,3.74315
2017-01-05,112.58000200000001,3.5693699999999997,3.749
2017-01-06,111.75,3.59191,3.8105300000000004
2017-01-09,112.66999799999999,3.6398300000000003,3.8332599999999997
2017-01-10,113.150002,3.7084900000000003,3.92709
2017-01-11,113.5,3.79825,4.008769999999999
2017-01-12,113.910004,3.8741,4.10325
2017-01-13,114.209999,3.76341,3.9946800000000002
2017-01-16,,3.7377800000000003,3.9731099999999997
2017-01-17,115.849998,3.8060300000000002,4.03792
2017-01-18,114.870003,3.7608,4.019880000000001
2017-01-19,114.769997,3.80657,4.04517
2017-01-20,115.050003,3.827,4.07912
2017-01-23,115.790001,3.7654300000000003,4.03504
2017-01-24,115.269997,3.7545,4.04033
2017-01-25,114.32,3.78191,4.05809
2017-01-26,113.260002,3.8334,4.1224
2017-01-27,113.489998,3.8598,4.12216
2017-01-30,113.970001,3.868,4.145230000000001
2017-01-31,115.550003,3.77619,4.04397
2017-02-01,115.199997,3.7725,4.07414
2017-02-02,115.839996,3.77156,4.06404
2017-02-03,116.129997,3.7345099999999998,4.02065
2017-02-06,117.699997,3.7008300000000003,3.9916300000000002
2017-02-07,117.459999,3.687,3.9586699999999997
2017-02-08,118.190002,3.7406900000000003,3.9941199999999997
2017-02-09,117.290001,3.7105,3.96757
2017-02-10,117.599998,3.6842,3.92642
2017-02-13,116.800003,3.6860199999999996,3.9161
2017-02-14,116.93,3.6707,3.88919
2017-02-15,117.449997,3.6519,3.86303
2017-02-16,118.08000200000001,3.6558800000000002,3.8825300000000005
2017-02-17,117.68,3.6674,3.90841
2017-02-20,,3.6306,3.85532
2017-02-21,117.75,3.62344,3.84389
2017-02-22,117.910004,3.62523,3.8214300000000003
2017-02-23,118.940002,3.5825,3.78225
2017-02-24,119.699997,3.5683,3.7757
2017-02-27,119.120003,3.59899,3.79685
2017-02-28,119.230003,3.6069,3.8183
2017-03-01,119.059998,3.6422,3.8490599999999997
2017-03-02,117.58000200000001,3.6505,3.8477099999999997
2017-03-03,117.510002,3.72676,3.91894
2017-03-06,116.720001,3.7097800000000003,3.94086
2017-03-07,115.779999,3.7133300000000005,3.9283699999999997
2017-03-08,115.059998,3.6786,3.8870400000000003
2017-03-09,114.470001,3.74407,3.9508400000000004
2017-03-10,114.720001,3.77326,3.9922400000000002
2017-03-13,114.739998,3.73978,3.99781
2017-03-14,114.120003,3.741,3.98392
2017-03-15,116.25,3.7406,3.96852
2017-03-16,116.730003,3.6739800000000002,3.94709
2017-03-17,116.989998,3.6281,3.91039
2017-03-20,117.510002,3.62865,3.89856
2017-03-21,118.540001,3.6233,3.8914199999999997
2017-03-22,118.83000200000001,3.6324,3.9272199999999997
2017-03-23,118.66999799999999,3.6157,3.9045300000000003
