Date,GLD,USDTRY=X,EURTRY=X
2014-12-31,113.58000200000001,2.32273,2.82527
2015-01-01,,2.3311599999999997,2.82487
2015-01-02,114.08000200000001,2.33098,2.81987
2015-01-05,115.800003,2.3422400000000003,2.7972799999999998
2015-01-06,117.120003,2.33075,2.78208
2015-01-07,116.43,2.32361,2.75848
2015-01-08,115.940002,2.31757,2.74458
2015-01-09,117.260002,2.2982,2.70946
2015-01-12,118.559998,2.29277,2.7206599999999996
2015-01-13,118.160004,2.2842700000000002,2.70146
2015-01-14,117.970001,2.2823700000000002,2.68825
2015-01-15,120.940002,2.2812200000000002,2.69075
2015-01-16,122.519997,2.30532,2.68265
2015-01-19,,2.33097,2.6951
2015-01-20,124.199997,2.33186,2.70445
2015-01-21,124.230003,2.3454599999999997,2.70878
2015-01-22,125.230003,2.34897,2.7279
2015-01-23,124.230003,2.32626,2.63786
2015-01-26,122.989998,2.3629599999999997,2.6295599999999997
2015-01-27,124.400002,2.35601,2.65095
2015-01-28,123.41999799999999,2.36314,2.687
2015-01-29,120.760002,2.38692,2.6952
2015-01-30,123.449997,2.41549,2.73687
2015-02-02,122.41999799999999,2.4402,2.75786
2015-02-03,121.050003,2.43076,2.7569
2015-02-04,121.58000200000001,2.40159,2.75085
2015-02-05,121.790001,2.45994,2.78567
2015-02-06,118.639999,2.43581,2.79245
2015-02-09,119.16999799999999,2.4717599999999997,2.7968
2015-02-10,118.470001,2.47473,2.80305
2015-02-11,117.07,2.49431,2.824
2015-02-12,117.339996,2.49811,2.82985
2015-02-13,117.980003,2.4675,2.8133
2015-02-16,,2.45597,2.79953
2015-02-17,116.010002,2.45486,2.78085
2015-02-18,116.339996,2.4515,2.79485
2015-02-19,115.940002,2.44331,2.78285
2015-02-20,115.279999,2.4532,2.78705
2015-02-23,115.43,2.4525,2.79345
2015-02-24,115.260002,2.47182,2.80251
2015-02-25,115.699997,2.46285,2.7938
2015-02-26,116.07,2.4872,2.82775
2015-02-27,116.160004,2.50447,2.80483
2015-03-02,115.68,2.50609,2.7970099999999998
2015-03-03,115.470001,2.52071,2.81734
2015-03-04,115.110001,2.5326299999999997,2.8331
2015-03-05,115.0,2.56202,2.83737
2015-03-06,111.860001,2.60573,2.8750400000000003
2015-03-09,111.970001,2.6227,2.8431
2015-03-10,111.41999799999999,2.60312,2.8205
2015-03-11,110.75,2.6362900000000002,2.8221
2015-03-12,110.720001,2.61124,2.75445
2015-03-13,110.879997,2.5859900000000002,2.74867
2015-03-16,110.809998,2.62988,2.75639
2015-03-17,110.209999,2.62289,2.77368
2015-03-18,112.370003,2.61075,2.76593
2015-03-19,112.290001,2.56965,2.7899
2015-03-20,113.57,2.60229,2.7784
2015-03-23,114.290001,2.57722,2.78865
2015-03-24,114.57,2.54057,2.77952
2015-03-25,114.730003,2.55543,2.7854
2015-03-26,115.480003,2.5859900000000002,2.83526
2015-03-27,115.059998,2.603,2.8335
2015-03-30,113.75,2.6114,2.84143
2015-03-31,113.660004,2.6026,2.8201
2015-04-01,115.599998,2.59596,2.79108
2015-04-02,115.279999,2.59686,2.79972
2015-04-03,,2.5887,2.81345
2015-04-06,116.690002,2.5662700000000003,2.82338
2015-04-07,116.110001,2.57058,2.81185
2015-04-08,115.470001,2.60094,2.81466
2015-04-09,114.66999799999999,2.59768,2.8031200000000003
2015-04-10,115.970001,2.61877,2.7934
2015-04-13,115.139999,2.62662,2.78575
2015-04-14,114.440002,2.66819,2.82125
2015-04-15,115.43,2.6869,2.8611400000000002
2015-04-16,115.029999,2.6975599999999997,2.88095
2015-04-17,115.599998,2.6806200000000002,2.88536
2015-04-20,114.720001,2.68093,2.89804
2015-04-21,115.379997,2.6955299999999998,2.89905
2015-04-22,113.83000200000001,2.68447,2.8834400000000002
2015-04-23,114.660004,2.7123,2.91127
2015-04-24,113.050003,2.70345,2.92524
2015-04-27,115.33000200000001,2.7196599999999997,2.95491
2015-04-28,116.33000200000001,2.67732,2.91321
2015-04-29,115.510002,2.65726,2.9174
2015-04-30,113.470001,2.65675,2.95215
2015-05-01,113.08000200000001,2.67348,2.99895
2015-05-04,114.099998,2.71128,3.03401
2015-05-05,114.41999799999999,2.71335,3.02494
2015-05-06,114.360001,2.7050799999999997,3.02698
2015-05-07,113.41999799999999,2.69359,3.0556400000000004
2015-05-08,113.970001,2.68775,3.0245
2015-05-11,113.529999,2.691,3.0139
2015-05-12,114.5,2.6924900000000003,3.00104
2015-05-13,116.550003,2.6601,2.9856599999999998
2015-05-14,117.18,2.62969,2.98691
2015-05-15,117.529999,2.59104,2.9552400000000003
2015-05-18,117.519997,2.57612,2.94793
2015-05-19,115.889999,2.5822,2.92499
2015-05-20,116.08000200000001,2.59102,2.88733
2015-05-21,115.690002,2.57822,2.8654
2015-05-22,115.599998,2.5909,2.87868
2015-05-25,,2.59944,2.8565099999999997
2015-05-26,113.910004,2.61445,2.86753
2015-05-27,113.889999,2.63708,2.87189
2015-05-28,114.019997,2.64108,2.8779
2015-05-29,114.099998,2.65531,2.90985
2015-06-01,114.0,2.65957,2.91541
2015-06-02,114.459999,2.68082,2.9270400000000003
2015-06-03,113.639999,2.67216,2.97931
2015-06-04,112.839996,2.68453,3.02414
2015-06-05,112.239998,2.66882,2.9921
2015-06-08,112.57,2.7522900000000003,3.05767
2015-06-09,112.82,2.75018,3.1021400000000003
2015-06-10,113.779999,2.75064,3.1074200000000003
2015-06-11,113.260002,2.73243,3.0907400000000003
2015-06-12,113.230003,2.7029099999999997,3.0394200000000002
2015-06-15,113.730003,2.71614,3.04774
2015-06-16,113.32,2.7357299999999998,3.08494
2015-06-17,113.849998,2.73334,3.07307
2015-06-18,115.32,2.71077,3.0838900000000002
2015-06-19,115.120003,2.7145599999999996,3.0865400000000003
2015-06-22,113.639999,2.6933700000000003,3.06144
2015-06-23,112.889999,2.66718,3.02564
2015-06-24,112.589996,2.6764799999999997,2.9910799999999997
2015-06-25,112.440002,2.67748,3.0021400000000003
2015-06-26,112.559998,2.65393,2.9731400000000003
2015-06-29,113.07,2.69865,2.9637700000000002
2015-06-30,112.370003,2.7033,3.0329
2015-07-01,111.980003,2.68103,2.9859400000000003
2015-07-02,111.760002,2.69161,2.97074
2015-07-03,,2.68362,2.97454
2015-07-06,112.059998,2.71522,2.9845
2015-07-07,110.760002,2.6793099999999996,2.96088
2015-07-08,111.089996,2.68653,2.9579400000000002
2015-07-09,111.360001,2.68447,2.97388
2015-07-10,111.489998,2.67427,2.9590799999999997
2015-07-13,110.989998,2.6684900000000003,2.9693400000000003
2015-07-14,110.739998,2.6459900000000003,2.90884
2015-07-15,110.160004,2.63132,2.89869
2015-07-16,109.760002,2.64645,2.8959599999999996
2015-07-17,108.650002,2.65703,2.89284
2015-07-20,105.699997,2.65663,2.87744
2015-07-21,105.370003,2.6937,2.91886
2015-07-22,104.800003,2.68394,2.9354400000000003
2015-07-23,104.33000200000001,2.70669,2.95684
2015-07-24,105.349998,2.73305,3.00268
2015-07-27,104.860001,2.74419,3.0101400000000003
2015-07-28,105.019997,2.76818,3.07048
2015-07-29,105.16999799999999,2.7573,3.05154
2015-07-30,104.269997,2.7657599999999998,3.03835
2015-07-31,104.93,2.78766,3.05188
2015-08-03,104.099998,2.76707,3.03507
2015-08-04,104.309998,2.77733,3.0425400000000002
2015-08-05,103.93,2.7794,3.02484
2015-08-06,104.389999,2.78504,3.03924
2015-08-07,104.650002,2.77528,3.0319700000000003
2015-08-10,105.720001,2.77967,3.04785
2015-08-11,106.260002,2.7669,3.04805
2015-08-12,107.75,2.77858,3.06794
2015-08-13,106.860001,2.77535,3.0960400000000003
2015-08-14,106.849998,2.82306,3.15105
2015-08-17,107.129997,2.832,3.14108
2015-08-18,107.110001,2.86875,3.17774
2015-08-19,108.550003,2.89132,3.18971
2015-08-20,110.440002,2.9262,3.25602
2015-08-21,111.129997,2.91664,3.27814
2015-08-24,110.529999,2.9542,3.3593800000000003
2015-08-25,109.160004,2.94696,3.4137199999999996
2015-08-26,107.66999799999999,2.9405,3.39604
2015-08-27,107.730003,2.92745,3.32044
2015-08-28,108.699997,2.9094,3.27217
2015-08-31,108.82,2.91805,3.27217
2015-09-01,109.199997,2.91595,3.27434
2015-09-02,108.620003,2.93189,3.31104
2015-09-03,107.839996,2.9417400000000002,3.3021599999999998
2015-09-04,107.489998,2.9703,3.3035400000000004
2015-09-07,,3.03535,3.3859199999999996
2015-09-08,107.519997,3.03004,3.3830400000000003
2015-09-09,106.129997,3.0091,3.37405
2015-09-10,106.379997,3.04655,3.42018
2015-09-11,106.160004,3.01728,3.40668
2015-09-14,106.220001,3.0358,3.4445900000000003
2015-09-15,105.900002,3.056,3.4559
2015-09-16,107.309998,3.0297,3.41552
2015-09-17,108.410004,2.9977099999999997,3.38688
2015-09-18,109.209999,3.00715,3.42224
2015-09-21,108.529999,3.00435,3.39281
2015-09-22,107.790001,3.0035,3.36305
2015-09-23,108.220001,3.0268200000000003,3.36426
2015-09-24,110.489998,3.0371099999999998,3.3950099999999996
2015-09-25,109.809998,3.0472900000000003,3.40657
2015-09-28,108.41999799999999,3.0427400000000002,3.3946300000000003
2015-09-29,107.980003,3.0529,3.42745
2015-09-30,106.860001,3.0381400000000003,3.4199599999999997
2015-10-01,106.730003,3.02332,3.3777199999999996
2015-10-02,108.989998,3.02461,3.3834199999999996
2015-10-05,108.769997,2.9963,3.36363
2015-10-06,109.860001,2.98192,3.3392
2015-10-07,109.699997,2.956,3.33144
2015-10-08,109.139999,2.938,3.30619
2015-10-09,110.870003,2.8928700000000003,3.26441
2015-10-12,111.309998,2.93304,3.3228
2015-10-13,111.860001,2.9286,3.3248699999999998
2015-10-14,113.809998,2.96093,3.3706199999999997
2015-10-15,113.290001,2.91169,3.34225
2015-10-16,112.489998,2.8786,3.2739700000000003
2015-10-19,112.019997,2.8940099999999997,3.28871
2015-10-20,112.730003,2.9051,3.29066
2015-10-21,111.730003,2.89997,3.293
2015-10-22,111.690002,2.89521,3.2854900000000002
2015-10-23,111.5,2.87188,3.1825099999999997
2015-10-26,111.43,2.9100099999999998,3.2071400000000003
2015-10-27,111.68,2.88813,3.19563
2015-10-28,110.779999,2.90415,3.20456
2015-10-29,109.720001,2.91975,3.19118
2015-10-30,109.300003,2.9347,3.2241
2015-11-02,108.589996,2.847,3.13869
2015-11-03,106.980003,2.82383,3.11088
2015-11-04,105.970001,2.8281400000000003,3.09979
2015-11-05,105.639999,2.8634,3.11164
2015-11-06,104.099998,2.859,3.10832
2015-11-09,104.400002,2.92009,3.13397
2015-11-10,104.18,2.91983,3.14088
2015-11-11,103.83000200000001,2.9140599999999997,3.12883
2015-11-12,103.849998,2.87322,3.09441
2015-11-13,103.559998,2.86292,3.09679
2015-11-16,103.709999,2.87793,3.0792900000000003
2015-11-17,102.339996,2.88123,3.07878
2015-11-18,102.43,2.86904,3.05383
2015-11-19,103.559998,2.86036,3.05364
2015-11-20,103.089996,2.8435200000000003,3.05042
2015-11-23,102.260002,2.82994,3.01094
2015-11-24,102.940002,2.84955,3.0326400000000002
2015-11-25,102.459999,2.874,3.05927
2015-11-26,,2.8837,3.06848
2015-11-27,101.25,2.92809,3.10445
2015-11-30,101.91999799999999,2.92565,3.09576
2015-12-01,102.279999,2.91045,3.07728
2015-12-02,100.690002,2.88826,3.06923
2015-12-03,101.760002,2.8881,3.06657
2015-12-04,104.019997,2.88239,3.14697
2015-12-07,102.66999799999999,2.88919,3.14465
2015-12-08,102.839996,2.9111700000000003,3.1539900000000003
2015-12-09,102.639999,2.90984,3.1696400000000002
2015-12-10,102.550003,2.9126,3.20834
2015-12-11,103.110001,2.92433,3.20153
2015-12-14,101.790001,2.9679900000000004,3.25966
2015-12-15,101.519997,2.9839900000000004,3.2807
2015-12-16,102.75,2.9626,3.24001
2015-12-17,100.5,2.935,3.19454
2015-12-18,102.040001,2.9249,3.1720200000000003
2015-12-21,103.150002,2.91026,3.16352
2015-12-22,102.610001,2.91125,3.17698
2015-12-23,102.309998,2.93025,3.2107799999999997
2015-12-24,103.050003,2.9169,3.1827400000000003
2015-12-25,,2.9151700000000003,3.19615
2015-12-28,102.269997,2.9153700000000002,3.1953400000000003
2015-12-29,102.199997,2.9054,3.18759
2015-12-30,101.41999799999999,2.9048,3.17631
2015-12-31,101.459999,2.92009,3.1928
2016-01-01,,2.9119,3.16785
2016-01-04,102.889999,2.91615,3.16555
2016-01-05,103.18,2.9643200000000003,3.20897
2016-01-06,104.66999799999999,2.98504,3.20951
2016-01-07,106.150002,3.001,3.23667
2016-01-08,105.68,3.0004,3.2784199999999997
2016-01-11,104.739998,3.0348,3.3202800000000003
2016-01-12,104.209999,3.03429,3.2949300000000004
2016-01-13,104.720001,3.0319599999999998,3.28727
2016-01-14,103.019997,3.0271,3.2976300000000003
2016-01-15,104.08000200000001,3.0235,3.2858300000000003
2016-01-18,,3.0500599999999998,3.3312
2016-01-19,103.980003,3.03483,3.3065900000000004
2016-01-20,105.370003,3.03742,3.31406
2016-01-21,105.489998,3.04075,3.30937
2016-01-22,105.0,3.01593,3.27501
2016-01-25,106.08000200000001,3.00235,3.2431
2016-01-26,107.290001,3.02181,3.28022
2016-01-27,107.690002,3.00677,3.26674
2016-01-28,106.540001,2.9990200000000002,3.27299
2016-01-29,106.949997,2.9695099999999996,3.24815
2016-02-01,108.050003,2.9545,3.19804
2016-02-02,108.089996,2.94535,3.20995
2016-02-03,109.25,2.95266,3.22543
2016-02-04,110.57,2.9147,3.23464
2016-02-05,112.32,2.91161,3.2612900000000002
2016-02-08,113.83000200000001,2.91438,3.24939
2016-02-09,113.58000200000001,2.94591,3.2959300000000002
2016-02-10,114.459999,2.93805,3.3170300000000004
2016-02-11,119.059998,2.9191,3.2959699999999996
2016-02-12,118.360001,2.9306799999999997,3.31671
2016-02-15,,2.9353,3.2942400000000003
2016-02-16,114.769997,2.94572,3.2928
2016-02-17,115.480003,2.97632,3.3179199999999995
2016-02-18,118.290001,2.9549,3.28893
2016-02-19,117.58000200000001,2.9678,3.2971699999999995
2016-02-22,115.489998,2.95096,3.2830800000000004
2016-02-23,117.220001,2.9347,3.2370400000000004
2016-02-24,117.610001,2.94103,3.2433099999999997
2016-02-25,117.91999799999999,2.93591,3.23616
2016-02-26,117.110001,2.92682,3.22781
2016-02-29,118.639999,2.98795,3.26525
2016-03-01,117.769997,2.96295,3.22594
2016-03-02,118.68,2.9344900000000003,3.19215
2016-03-03,120.730003,2.92517,3.18177
2016-03-04,120.540001,2.90997,3.1865900000000003
2016-03-07,121.139999,2.90488,3.19425
2016-03-08,120.58000200000001,2.9154,3.21196
2016-03-09,119.58000200000001,2.91177,3.20416
2016-03-10,121.5,2.8930599999999997,3.1806900000000002
2016-03-11,119.410004,2.89105,3.23205
2016-03-14,117.870003,2.87181,3.20712
2016-03-15,117.959999,2.87082,3.18649
2016-03-16,120.589996,2.8968700000000003,3.21765
2016-03-17,120.129997,2.8691400000000002,3.2204099999999998
2016-03-18,119.800003,2.84227,3.21739
2016-03-21,118.959999,2.87014,3.23752
2016-03-22,119.309998,2.86308,3.21743
2016-03-23,116.610001,2.86775,3.2214400000000003
2016-03-24,116.33000200000001,2.87546,3.21969
2016-03-25,,2.87548,3.2124099999999998
2016-03-28,116.599998,2.87427,3.20772
2016-03-29,118.760002,2.8683400000000003,3.21312
2016-03-30,117.099998,2.84042,3.20752
2016-03-31,117.639999,2.83301,3.21374
2016-04-01,116.93,2.8169,3.20573
2016-04-04,116.150002,2.823,3.21599
2016-04-05,117.660004,2.81124,3.20134
2016-04-06,116.940002,2.8298900000000002,3.2220400000000002
2016-04-07,118.610001,2.83906,3.23942
2016-04-08,118.43,2.8638,3.25716
2016-04-11,120.029999,2.8496200000000003,3.24915
2016-04-12,120.050003,2.8277799999999997,3.2281299999999997
