Date,VTI,BND
2007-07-30,53.14468000000001,44.080868
2007-07-31,52.417168,44.169559
2007-08-01,52.726376,44.148182
2007-08-02,53.173781999999996,44.225334000000004
2007-08-03,51.791531,44.373714
2007-08-06,52.664543,44.249069
2007-08-07,53.061039,44.272774
2007-08-08,53.861275,44.130363
2007-08-09,52.398979,44.231255
2007-08-10,52.278954,44.148182
2007-08-13,52.38081,44.18972
2007-08-14,51.467773,44.296543
2007-08-15,50.78027,44.302486
2007-08-16,51.107651000000004,44.296543
2007-08-17,52.038887,44.433006
2007-08-20,52.147999,44.338085
2007-08-21,52.155277000000005,44.492416
2007-08-22,52.88279300000001,44.492416
2007-08-23,52.799133,44.492416
2007-08-24,53.417503,44.533936
2007-08-27,52.86095400000001,44.694157000000004
2007-08-28,51.77697,44.818771000000005
2007-08-29,52.8064,44.717915000000005
2007-08-30,52.668163,44.795078000000004
2007-08-31,53.188334999999995,44.824764
2007-09-04,53.80670500000001,44.797340000000005
2007-09-05,53.333839000000005,44.970127000000005
2007-09-06,53.493877000000005,44.886703000000004
2007-09-07,52.71909,45.166729
2007-09-10,52.493553000000006,45.297775
2007-09-11,53.181072,45.190544
2007-09-12,53.362930000000006,45.119061
2007-09-13,53.56300400000001,45.005878
2007-09-14,53.610291000000004,45.011856
2007-09-17,53.326565,45.047554
2007-09-18,54.814339000000004,45.172672
2007-09-19,55.210827,45.101154
2007-09-20,54.87615600000001,44.779453000000004
2007-09-21,55.007118000000006,44.970127000000005
2007-09-24,54.850761,44.9403
2007-09-25,54.722927,44.970127000000005
2007-09-26,55.124748,44.982014
2007-09-27,55.42794,45.077377
2007-09-28,55.23434399999999,45.095222
2007-10-01,55.946674,45.067130999999996
2007-10-02,55.855354000000005,45.22858
2007-10-03,55.767681,45.20462
2007-10-04,55.873627,45.252506
2007-10-05,56.48,45.061142
2007-10-08,56.406967,45.192684
2007-10-09,56.801491000000006,45.043194
2007-10-10,56.69191,45.091011
2007-10-11,56.370445,45.132889
2007-10-12,56.65169100000001,45.061142
2007-10-15,56.209728000000005,45.025257
2007-10-16,55.811519999999994,45.120914
2007-10-17,55.851704000000005,45.348202
2007-10-18,55.866333,45.407986
2007-10-19,54.430641,45.623267999999996
2007-10-22,54.697365000000005,45.593376
2007-10-23,55.088215000000005,45.581421
2007-10-24,55.051685,45.760799
2007-10-25,55.015163,45.724926
2007-10-26,55.67635,45.659161
2007-10-29,55.8992,45.665138
2007-10-30,55.500972999999995,45.677109
2007-10-31,56.22430799999999,45.509632
2007-11-01,54.799625,45.770794
2007-11-02,54.788666000000006,45.824814
2007-11-05,54.357616,45.69273
2007-11-06,55.110119,45.620674
2007-11-07,53.59045,45.68671
2007-11-08,53.521038,45.740765
2007-11-09,52.816013,45.800804
2007-11-12,52.12923,45.902836
2007-11-13,53.652554,45.764778
2007-11-14,53.466251,45.764778
2007-11-15,52.69545,45.926826
2007-11-16,52.903679000000004,45.908871000000005
2007-11-19,52.037907000000004,46.040874
2007-11-20,52.238838,45.938843
2007-11-21,51.32555,46.220974
2007-11-23,52.092693,46.130951
2007-11-26,51.073485999999995,46.491112
2007-11-27,51.698166,46.24498
2007-11-28,53.279945,46.196979999999996
2007-11-29,53.305515,46.401035
2007-11-30,53.681782,46.401035
2007-12-03,53.356663,46.628281
2007-12-04,53.013270999999996,46.604137
2007-12-05,53.805965,46.501732000000004
2007-12-06,54.584084,46.260635
2007-12-07,54.649857,46.109970000000004
2007-12-10,55.117435,46.025612
2007-12-11,53.61601999999999,46.332935
2007-12-12,53.955771999999996,46.242531
2007-12-13,53.963069999999995,46.007526
2007-12-14,53.225159,45.905066999999995
2007-12-17,52.410519,46.097885
2007-12-18,52.78677,46.206387
2007-12-19,52.731987,46.399235
2007-12-20,53.099613,46.40527
2007-12-21,53.918636,46.097885
2007-12-24,54.421772,46.122710999999995
2007-12-26,54.465866000000005,45.983631
2007-12-27,53.782764,46.165054
2007-12-28,53.577084,46.394844
2007-12-31,53.308979,46.793964
2008-01-02,52.677254000000005,46.781872
2008-01-03,52.614830000000005,46.842335
2008-01-04,51.208176,46.896770000000004
2008-01-07,51.233894,46.908852
2008-01-08,50.31572,46.957218
2008-01-09,50.848267,46.902809000000005
2008-01-10,51.182491,46.884646999999994
2008-01-11,50.701359000000004,47.029796999999995
2008-01-14,51.189823,47.090252
2008-01-15,49.948452,47.259628
2008-01-16,49.647308,47.168929999999996
2008-01-17,48.281071000000004,47.3624
2008-01-18,47.954193,47.338223
2008-01-22,47.421658,47.634514
2008-01-23,48.663016999999996,47.555939
2008-01-24,48.975201,47.247509
2008-01-25,48.262703,47.561958000000004
2008-01-28,49.272671,47.392662
2008-01-29,49.474678000000004,47.32613
2008-01-30,49.026615,47.34425
2008-01-31,50.021912,47.380508
2008-02-01,50.829933000000004,47.538391
2008-02-04,50.2276,47.368412
2008-02-05,48.802589000000005,47.495914
2008-02-06,48.431644,47.398773
2008-02-07,48.876045,47.107357
2008-02-08,48.589569,47.247002
2008-02-11,48.872372,47.350239
2008-02-12,49.324116,47.271301
2008-02-13,49.886036,47.016323
2008-02-14,49.239647,46.797775
2008-02-15,49.250648,46.870621
2008-02-19,49.408569,46.439613
2008-02-20,49.639957,46.476051
2008-02-21,49.085369,46.864544
2008-02-22,49.31308,46.749218
2008-02-25,50.139458000000005,46.518543
2008-02-26,50.462635,46.694569
2008-02-27,50.381840000000004,46.779548999999996
2008-02-28,49.874992,47.125595000000004
2008-02-29,48.773185999999995,47.423058000000005
2008-03-03,48.600586,47.307858
2008-03-04,48.446335,47.082454999999996
2008-03-05,48.718113,46.777752
2008-03-06,47.70813,46.741184000000004
2008-03-07,47.193951,46.86916
2008-03-10,46.474109999999996,47.009312
2008-03-11,48.119465000000005,46.741184000000004
2008-03-12,47.660374,47.173813
2008-03-13,47.968891,46.966656
2008-03-14,47.08744,47.167747
2008-03-17,46.54388,47.326138
2008-03-18,48.479397,47.368805
2008-03-19,47.182926,47.40535
2008-03-20,48.170891,47.533321
2008-03-24,49.213924,47.271336
2008-03-25,49.285133,47.36274
2008-03-26,48.705849,47.40535
2008-03-27,48.525017,47.411469
2008-03-28,48.093319,47.448048
2008-03-31,48.336872,47.612534000000004
2008-04-01,49.986216999999996,47.117668
2008-04-02,50.019421,47.05653
2008-04-03,50.078457,47.038177000000005
2008-04-04,50.096905,47.472481
2008-04-07,50.122734,47.288979
2008-04-08,50.030479,47.313416
2008-04-09,49.580334,47.496925
2008-04-10,49.831253000000004,47.356246999999996
2008-04-11,48.812832,47.631531
2008-04-14,48.646786,47.472481
2008-04-15,48.87925,47.313416
2008-04-16,50.08952,47.062649
2008-04-17,50.152233,47.01984
2008-04-18,50.842262,47.05653
2008-04-21,50.735237,47.13604
2008-04-22,50.310916999999996,47.240044
2008-04-23,50.465897,47.197235
2008-04-24,50.746296,46.99535
2008-04-25,51.137436,46.934177000000005
2008-04-28,51.115295,47.099342
2008-04-29,50.901295000000005,47.068740999999996
2008-04-30,50.698345,47.447971
2008-05-01,51.591297,47.455372
2008-05-02,51.738876,47.338696
2008-05-05,51.473209000000004,47.430809
2008-05-06,51.912304,47.258862
2008-05-07,51.181736,47.326401000000004
2008-05-08,51.078403,47.559784
2008-05-09,51.048862,47.52906
2008-05-12,51.57653,47.479942
2008-05-13,51.635555,47.234276
2008-05-14,51.797909000000004,47.265021999999995
2008-05-15,52.347687,47.516791999999995
2008-05-16,52.439926,47.424679
2008-05-19,52.521141,47.553638
2008-05-20,52.089401,47.535221
2008-05-21,51.214912,47.52293
2008-05-22,51.388351,47.332546
2008-05-23,50.646679,47.535221
2008-05-27,51.089465999999994,47.271149
2008-05-28,51.395714,47.025501
2008-05-29,51.620810999999996,46.945705
2008-05-30,51.720428000000005,46.976397999999996
2008-06-02,51.307178,47.20565
2008-06-03,51.030449,47.390578999999995
2008-06-04,51.122669,47.162537
2008-06-05,52.118930999999996,46.946819
2008-06-06,50.547039,47.187183000000005
2008-06-09,50.58765,46.798846999999995
2008-06-10,50.333073,46.533863000000004
2008-06-11,49.572959999999995,46.805035
2008-06-12,49.720539,46.293488
2008-06-13,50.458511,46.336632
2008-06-16,50.543354,46.379771999999996
2008-06-17,50.181767,46.533863000000004
2008-06-18,49.812778,46.687946000000004
2008-06-19,49.960369,46.570839
2008-06-20,49.148609,46.663303000000006
2008-06-23,49.000999,46.503021000000004
2008-06-24,48.758568,46.700294
2008-06-25,49.107044,46.718773
2008-06-26,47.683445,46.718773
2008-06-27,47.616707,46.84203
2008-06-30,47.520294,46.996147
2008-07-01,47.742756,46.962708
2008-07-02,46.764027,46.801860999999995
2008-07-03,46.71954,46.838947
2008-07-07,46.267246,46.863693
2008-07-08,47.11993,47.129784
2008-07-09,46.163441,47.135933
2008-07-10,46.452614000000004,47.265873
2008-07-11,46.044804,46.968899
2008-07-14,45.592525,47.222569
2008-07-15,45.006756,47.265873
2008-07-16,46.044804,46.876102
2008-07-17,46.526771999999994,46.659508
2008-07-18,46.786266,46.585258
2008-07-21,46.912327000000005,46.684253999999996
2008-07-22,47.535145,46.541965000000005
2008-07-23,47.765015000000005,46.560513
2008-07-24,46.645401,46.894657
2008-07-25,46.786266,46.597649
2008-07-28,46.156036,46.907001
2008-07-29,47.134772999999996,46.832786999999996
2008-07-30,47.765015000000005,46.845158000000005
2008-07-31,47.223735999999995,47.006023
2008-08-01,47.016132,47.089240999999994
2008-08-04,46.62315,47.002319
2008-08-05,47.816902,46.809719
2008-08-06,47.876221,46.747574
2008-08-07,47.194084000000004,47.045784000000005
2008-08-08,48.195049,47.027142
2008-08-11,48.676994,46.828358
2008-08-12,48.143143,47.039539000000005
2008-08-13,48.031921000000004,46.915325
2008-08-14,48.284031,47.033371
2008-08-15,48.5658,47.182426
2008-08-18,47.853977,47.306664000000005
2008-08-19,47.349773,47.219722999999995
2008-08-20,47.520294,47.325314
2008-08-21,47.646366,47.312903999999996
2008-08-22,48.313683000000005,47.213493
2008-08-25,47.297886,47.343956
2008-08-26,47.453590000000005,47.406086
2008-08-27,47.772427,47.41851
2008-08-28,48.550940999999995,47.462002000000005
2008-08-29,47.913292,47.399868
2008-09-02,47.713081,47.554546
2008-09-03,47.624115,47.616879
2008-09-04,46.163441,47.641819
2008-09-05,46.437785999999996,47.679241
2008-09-08,47.245983,48.015991
2008-09-09,45.607341999999996,48.103279
2008-09-10,45.911331,48.103279
2008-09-11,46.556404,48.072105
2008-09-12,47.016132,47.916187
2008-09-15,44.858471,48.27787
2008-09-16,45.436806,47.810215
2008-09-17,43.405196999999994,47.87254
2008-09-18,44.858471,47.192848
2008-09-19,47.023537,47.772774
2008-09-22,45.399746,47.648083
2008-09-23,44.62862,47.797726000000004
2008-09-24,44.588378999999996,47.791466
2008-09-25,45.385670000000005,47.947407
2008-09-26,45.348408,47.467213
2008-09-29,42.360439,47.697964
2008-09-30,43.485592,47.155426
2008-10-01,43.433426000000004,46.904488
2008-10-02,41.481201,47.818203000000004
2008-10-03,40.847843,47.555313
2008-10-06,39.424652,47.173618
2008-10-07,37.017891,47.311275
2008-10-08,36.310028,46.610352
2008-10-09,34.029938,45.158463
2008-10-10,33.046371,43.781696000000004
2008-10-13,37.286128999999995,45.602798
2008-10-14,36.965733,46.184799
2008-10-15,33.508347,45.903209999999994
2008-10-16,35.050755,45.896904
2008-10-17,34.722908000000004,46.147232
2008-10-20,36.503741999999995,46.128471000000005
2008-10-21,35.400974,46.917007
2008-10-22,33.426369,47.12978
2008-10-23,33.843658000000005,46.910740000000004
2008-10-24,32.219273,46.372528
2008-10-27,31.176104,46.122215000000004
2008-10-28,34.305634000000005,45.765499
2008-10-29,33.962879,46.097206
2008-10-30,35.110363,45.790546
2008-10-31,35.885284000000006,45.765499
2008-11-03,35.766087,46.123661
2008-11-04,37.055138,46.588710999999996
2008-11-05,35.22213,46.940624
2008-11-06,33.493454,46.97831
2008-11-07,34.357796,46.877747
2008-11-10,33.977768,46.877747
2008-11-11,33.202843,46.997166
2008-11-12,31.503952,46.846354999999996
2008-11-13,33.582851,46.846354999999996
2008-11-14,32.152218,47.009727000000005
2008-11-17,31.310228000000002,46.890289
2008-11-18,31.600817,46.921738
2008-11-19,29.685843,47.085136
2008-11-20,27.703808000000002,47.047428000000004
2008-11-21,29.276031,46.814899
2008-11-24,31.019629,46.613819
2008-11-25,31.451805,47.418175
2008-11-26,32.614189,47.713524
2008-11-28,33.009121,47.562678999999996
2008-12-01,30.058407,47.844055
2008-12-02,31.243149,48.134254
2008-12-03,32.047905,47.907154
2008-12-04,31.094131,48.115326
2008-12-05,32.196922,47.762051
2008-12-08,33.426369,47.553886
2008-12-09,32.815371999999996,47.806179
2008-12-10,33.187931,47.724194
2008-12-11,32.256531,48.235157
2008-12-12,32.57695,47.982853000000006
2008-12-15,32.040451000000004,48.487511
2008-12-16,33.724426,48.891265999999995
2008-12-17,33.478531,48.903866
2008-12-18,32.897354,49.250885
2008-12-19,32.867542,48.935455
2008-12-22,32.405772999999996,49.358128
2008-12-23,32.060402,49.541065
2008-12-24,32.188049,49.499241
2008-12-26,32.525925,49.537277
2008-12-29,32.278141,49.847565
2008-12-30,33.126575,49.94252
2008-12-31,33.592098,50.005875
2009-01-02,34.56065,49.822227000000005
2009-01-05,34.55315,49.613243
2009-01-06,34.83847,49.296661
2009-01-07,33.862389,49.448582
2009-01-08,34.012543,49.366283
2009-01-09,33.179131,49.543583
2009-01-12,32.450844000000004,49.347301
2009-01-13,32.495884000000004,49.613243
2009-01-14,31.437193,49.796841
2009-01-15,31.549840999999997,49.581565999999995
2009-01-16,31.782597999999997,49.657565999999996
2009-01-20,30.130765999999998,49.442268
2009-01-21,31.362121999999996,49.10033
2009-01-22,30.82152,49.207981
2009-01-23,31.009228000000004,49.112976
2009-01-26,31.181925,48.948376
2009-01-27,31.549840999999997,49.245995
2009-01-28,32.638542,49.271336
2009-01-29,31.564847999999998,48.94202
2009-01-30,30.889112,48.967358000000004
2009-02-02,30.836531,49.131977
2009-02-03,31.272026,48.62352
2009-02-04,31.106857,48.712502
2009-02-05,31.602394,48.820545
2009-02-06,32.510906,48.814182
2009-02-09,32.518394,48.826878
2009-02-10,31.031763,49.093834
2009-02-11,31.219472999999997,49.271767
2009-02-12,31.302048,49.144676000000004
2009-02-13,30.986702,48.915886
2009-02-17,29.650232,49.233688
2009-02-18,29.552633,49.043018
2009-02-19,29.237282,48.833233
2009-02-20,28.891893,48.922222
2009-02-23,27.908302000000003,49.004845
2009-02-24,28.921913,48.966698
2009-02-25,28.696669,48.71883
2009-02-26,28.171101,48.629847999999996
2009-02-27,27.638006,48.680717
2009-03-02,26.354101,48.760428999999995
2009-03-03,26.128849,48.594592999999996
2009-03-04,26.699486,48.588203
2009-03-05,25.618285999999998,48.811455
2009-03-06,25.610771,48.60738
2009-03-09,25.302933,48.428779999999996
2009-03-10,26.917219,48.479744000000004
2009-03-11,27.014815999999996,48.581818
2009-03-12,28.126045,48.690243
2009-03-13,28.426388,48.651984999999996
2009-03-16,28.268713,48.62011
2009-03-17,29.162198999999998,48.511654
2009-03-18,29.785384999999998,49.37281
2009-03-19,29.485058000000002,49.340927
2009-03-20,28.861855,49.117661
2009-03-23,30.866571,49.002827
2009-03-24,30.2509,48.977333
2009-03-25,30.566933000000002,48.811455
2009-03-26,31.330532,48.977333
2009-03-27,30.740812,49.098515
2009-03-30,29.65966,49.194206
2009-03-31,29.924278,49.213356
2009-04-01,30.521565999999996,49.314491
2009-04-02,31.436371,49.218472
2009-04-03,31.829527000000002,48.955994
2009-04-06,31.519531,49.007195
2009-04-07,30.718121000000004,49.103226
2009-04-08,31.149075,49.333690999999995
2009-04-09,32.411674,49.276058
2009-04-13,32.457043,49.352940000000004
2009-04-14,31.852210999999997,49.480938
2009-04-15,32.192413,49.551369
2009-04-16,32.744331,49.455341
2009-04-17,32.963596,49.192852
2009-04-20,31.564919,49.43615
2009-04-21,32.192413,49.340092
2009-04-22,32.056324,49.429726
2009-04-23,32.28315,49.468159
2009-04-24,32.850184999999996,49.44252
2009-04-27,32.509964000000004,49.551369
2009-04-28,32.449486,49.372108000000004
2009-04-29,33.220638,49.301697
2009-04-30,33.213081,49.44252
2009-05-01,33.4021,49.357742
2009-05-04,34.543724,49.396278
2009-05-05,34.422748999999996,49.389862
2009-05-06,34.959557000000004,49.601875
2009-05-07,34.415199,49.428413
2009-05-08,35.193923999999996,49.550488
2009-05-11,34.589085,49.756023
2009-05-12,34.498375,49.736759
2009-05-13,33.515511,49.884499
2009-05-14,33.855717,49.865257
2009-05-15,33.500374,49.852409
2009-05-18,34.528603000000004,49.704654999999995
2009-05-19,34.536148,49.81385
2009-05-20,34.339584,49.961628000000005
2009-05-21,33.719627,49.704654999999995
2009-05-22,33.742317,49.691811
2009-05-26,34.649567,49.589016
2009-05-27,34.067425,49.293484
2009-05-28,34.490809999999996,49.421982
2009-05-29,35.027596,49.775307
2009-06-01,35.897040999999994,49.438801
2009-06-02,36.040690999999995,49.625771
2009-06-03,35.602188,49.793362
2009-06-04,35.957531,49.483948
2009-06-05,35.889480999999996,49.148674
2009-06-08,35.791191,49.045559000000004
2009-06-09,35.980202,49.180935
2009-06-10,35.889480999999996,49.058434000000005
2009-06-11,36.101162,49.296959
2009-06-12,36.131409000000005,49.425915
2009-06-15,35.292221000000005,49.522614000000004
2009-06-16,34.800793,49.754696
2009-06-17,34.755432,49.728882
2009-06-18,34.944416,49.361439000000004
2009-06-19,35.072956,49.477489
2009-06-22,34.059845,49.593536
2009-06-23,34.059845,49.819138
2009-06-24,34.328064000000005,49.709553
2009-06-25,35.12587,50.051216
2009-06-26,35.057472,50.077003000000005
2009-06-29,35.3918,50.167263
2009-06-30,35.156254,50.083434999999994
2009-07-01,35.361389,50.053715000000004
2009-07-02,34.434437,50.07309
2009-07-06,34.305279,50.034298
2009-07-07,33.598648,50.137778999999995
2009-07-08,33.553065999999994,50.480595
2009-07-09,33.621441,50.331871
2009-07-10,33.537867999999996,50.512993
2009-07-13,34.312878000000005,50.428867
2009-07-14,34.556007,50.280102
2009-07-15,35.589344,50.027821
2009-07-16,35.938866,50.24778
2009-07-17,35.954048,50.118384999999996
2009-07-20,36.356739000000005,50.280102
2009-07-21,36.516304,50.584118
2009-07-22,36.539101,50.474171000000005
2009-07-23,37.405285,50.305958000000004
2009-07-24,37.526844,50.325382
2009-07-27,37.686405,50.260712
2009-07-28,37.595242,50.312412
2009-07-29,37.412888,50.293022
2009-07-30,37.815582,50.519451000000004
2009-07-31,37.876369,50.739371999999996
2009-08-03,38.514595,50.577114
2009-08-04,38.658958,50.531677
2009-08-05,38.567799,50.414894
2009-08-06,38.301860999999995,50.4473
2009-08-07,38.84132,50.09684
2009-08-10,38.750134,50.505684
2009-08-11,38.24868,50.603058000000004
2009-08-12,38.666557,50.570625
2009-08-13,39.008472,50.700432
2009-08-14,38.651367,50.856182000000004
2009-08-17,37.648403,50.998993
2009-08-18,38.043518,50.927547
2009-08-19,38.370239,50.98597
2009-08-20,38.734947,51.057381
2009-08-21,39.456759999999996,50.895138
2009-08-24,39.509945,50.992461999999996
2009-08-25,39.585926,51.076836
2009-08-26,39.555541999999996,51.109287
2009-08-27,39.69231,51.050903000000005
2009-08-28,39.661896,51.154705
2009-08-31,39.282013,51.252117
2009-09-01,38.415825,51.311325
2009-09-02,38.256271000000005,51.42205
2009-09-03,38.605765999999996,51.330856
2009-09-04,39.099655,51.278782
2009-09-08,39.494747,51.252720000000004
2009-09-09,39.889846999999996,51.33741
2009-09-10,40.30014,51.53273
2009-09-11,40.330551,51.558772999999995
2009-09-14,40.543285,51.363396
2009-09-15,40.740845,51.4025
2009-09-16,41.379063,51.415524
2009-09-17,41.303093,51.565289
2009-09-18,41.363888,51.506718
2009-09-21,41.249908000000005,51.467648
2009-09-22,41.49305,51.4025
2009-09-23,41.067554,51.552254
2009-09-24,40.630928000000004,51.578308
2009-09-25,40.37141,51.7411
2009-09-28,41.127083,51.767174
2009-09-29,41.058407,51.767174
2009-09-30,40.905724,51.767174
2009-10-01,39.821827,52.001019
2009-10-02,39.585205,51.844219
2009-10-05,40.195862,51.922615
2009-10-06,40.791241,51.981419
2009-10-07,40.882828,52.007529999999996
2009-10-08,41.241589000000005,51.987949
2009-10-09,41.524033,51.609081
2009-10-12,41.676674,51.785431
2009-10-13,41.562172,51.824646
2009-10-14,42.302601,51.602528
2009-10-15,42.447624,51.615643
2009-10-16,42.134655,51.635208
2009-10-19,42.478149,51.707058
2009-10-20,42.218624,51.811569
2009-10-21,41.806446,51.805058
2009-10-22,42.25679,51.759319
2009-10-23,41.714844,51.602528
2009-10-26,41.241589000000005,51.53722
2009-10-27,41.020241,51.720112
2009-10-28,40.127167,51.667881
2009-10-29,40.936268,51.69397
2009-10-30,39.829464,51.909519
2009-11-02,40.050816,51.865658
2009-11-03,40.234016,51.773907
2009-11-04,40.302708,51.760799
2009-11-05,41.073662,51.806671
2009-11-06,41.180523,51.81974
2009-11-09,42.104126,51.92458
2009-11-10,42.119385,51.944266999999996
2009-11-11,42.333134,52.075321
2009-11-12,41.859879,52.134289
2009-11-13,42.104126,52.101547
2009-11-16,42.737675,52.232624
2009-11-17,42.783478,52.219505
2009-11-18,42.752953000000005,52.232624
2009-11-19,42.142303000000005,52.271885
2009-11-20,42.012527,52.245705
2009-11-23,42.508686,52.284981
2009-11-24,42.539196000000004,52.416069
2009-11-25,42.707134,52.52095
2009-11-27,41.989635,52.612705000000005
2009-11-30,42.096508,52.586456000000005
2009-12-01,42.615559000000005,52.510864
2009-12-02,42.737675,52.438568000000004
2009-12-03,42.35603,52.38599
2009-12-04,42.66898,52.169059999999995
2009-12-07,42.615559000000005,52.307106
2009-12-08,42.172829,52.392582
2009-12-09,42.310223,52.339993
2009-12-10,42.523952,52.267647
2009-12-11,42.737675,52.208519
2009-12-14,43.058246999999994,52.162487
2009-12-15,42.875069,52.116512
2009-12-16,42.981922,52.142811
2009-12-17,42.501041,52.287395000000004
2009-12-18,42.760578,52.274223
2009-12-21,43.180382,52.031071000000004
2009-12-22,43.401623,51.919319
2009-12-23,43.547577000000004,51.912735
2009-12-24,43.770348,51.702374
2009-12-28,43.824127000000004,51.758434
2009-12-29,43.747303,51.791396999999996
2009-12-30,43.731937,51.863941
2009-12-31,43.301765,51.824417
2010-01-04,44.023842,51.883713
2010-01-05,44.192852,52.0354
2010-01-06,44.254307,52.015609999999995
2010-01-07,44.438666999999995,51.976074
2010-01-08,44.58461,52.028847
2010-01-11,44.646053,52.048595
2010-01-12,44.185154,52.246449
2010-01-13,44.599959999999996,52.127739
2010-01-14,44.676804,52.252987
2010-01-15,44.1698,52.285992
2010-01-19,44.753593,52.259613
2010-01-20,44.338806,52.384907
2010-01-21,43.524536,52.444237
2010-01-22,42.56432,52.424473
2010-01-25,42.748688,52.351933
2010-01-26,42.556641,52.477222
2010-01-27,42.764046,52.404666999999996
2010-01-28,42.257053000000006,52.424473
2010-01-29,41.757740000000005,52.490417
2010-02-01,42.395332,52.456017
2010-02-02,42.940708,52.489063
2010-02-03,42.725636,52.456017
