Date,AMZN,AAPL
2016-08-24,37.862499,24.911566
2016-08-25,37.960999,24.805495999999998
2016-08-26,38.450001,24.660215
2016-08-29,38.564499,24.632548999999997
2016-08-30,38.379002,24.443455
2016-08-31,38.458,24.466516
2016-09-01,38.530998,24.61179
2016-09-02,38.622002,24.842394
2016-09-06,39.443501,24.835476
2016-09-07,39.223999,24.987671
2016-09-08,39.202999,24.332766
2016-09-09,38.007,23.781643
2016-09-12,38.574501,24.314323
2016-09-13,38.050499,24.893124
2016-09-14,38.054501,25.774008
2016-09-15,38.484501,26.65028
2016-09-16,38.925999,26.500390999999997
2016-09-19,38.755001,26.191395
2016-09-20,39.011002000000005,26.189091
2016-09-21,39.487,26.184471
2016-09-22,40.235001000000004,26.431216999999997
2016-09-23,40.287498,25.99077
2016-09-26,39.958,26.029974
2016-09-27,40.8055,26.078402
2016-09-28,41.436001,26.276712
2016-09-29,41.452498999999996,25.868557
2016-09-30,41.865501,26.06918
2016-10-03,41.837002000000005,25.946957
2016-10-04,41.7015,26.057648
2016-10-05,42.217999,26.06918
2016-10-06,42.083,26.26288
2016-10-07,41.9715,26.302082000000002
2016-10-10,42.085499,26.760975
2016-10-11,41.549999,26.818623
2016-10-12,41.704498,27.058443
2016-10-13,41.464001,26.975426000000002
2016-10-14,41.147999,27.125317
2016-10-17,40.647498999999996,27.106872999999997
2016-10-18,40.8825,27.088423
2016-10-19,40.884499,27.007708
2016-10-20,40.515999,26.993878999999996
2016-10-21,40.949501,26.887797999999997
2016-10-24,41.904499,27.12994
2016-10-25,41.758998999999996,27.268290000000004
2016-10-26,41.129501,26.654898
2016-10-27,40.917999,26.398932000000002
2016-10-28,38.816002000000005,26.223671000000003
2016-10-31,39.491001000000004,26.182164999999998
2016-11-01,39.2705,25.709444
2016-11-02,38.278,25.732502
2016-11-03,38.351501,25.456682
2016-11-04,37.752499,25.227217
2016-11-07,39.246497999999995,25.591114
2016-11-08,39.387501,25.741776
2016-11-09,38.594002,25.700054
2016-11-10,37.118999,24.983845000000002
2016-11-11,36.9505,25.132185
2016-11-14,35.953499,24.501735999999998
2016-11-15,37.161999,24.826231
2016-11-16,37.324501,25.493767000000002
2016-11-17,37.82,25.484497
2016-11-18,38.007999,25.509989
2016-11-21,39.0,25.897074
2016-11-22,39.266498999999996,25.913294
2016-11-23,39.006001,25.781176000000002
2016-11-25,39.018501,25.910976
2016-11-28,38.338501,25.85998
2016-11-29,38.125999,25.834486
2016-11-30,37.5285,25.616606
2016-12-01,37.182499,25.377878
2016-12-02,37.016998,25.472904
2016-12-05,37.967999,25.289799
2016-12-06,38.236,25.484497
2016-12-07,38.521,25.734821
2016-12-08,38.366501,25.987467000000002
2016-12-09,38.432999,26.411623
2016-12-12,38.006001,26.260963
2016-12-13,38.716999,26.699036
2016-12-14,38.441002000000005,26.699036
2016-12-15,38.049999,26.845058
2016-12-16,37.8885,26.879826
2016-12-19,38.299999,27.035124
2016-12-20,38.561001,27.10697
2016-12-21,38.529999,27.132471000000002
