y
1.04685
1.03575
1.04175
1.0537
1.06425
1.06725
1.0666
1.05625
1.0524
1.057
1.05265
1.0552
1.04875
1.05795
1.05325
1.05405
1.0674
1.0788
1.07625
1.05995
1.0553
1.0624
1.06215
1.0532
1.052
1.05455
1.06415
1.06015
1.05865
1.0556
1.0529
1.0493
1.05385
1.05215
1.0552
1.05205
1.04225
1.03675
1.03405
1.0299
1.0277
1.01285
1.01515
1.0024
1.00085
1.00225
1.0039
1.0038
1.00165
0.9923
0.99155
0.99755
0.9983
0.9969
0.98065
0.9868
0.98155
0.9817
0.97675
0.97205
0.9766
0.9792
0.9746
0.9737
0.96665
0.97915
0.9665
0.96875
0.9669
0.9621
0.95405
0.9538
0.94305
0.951
0.9347
0.9333
0.9204
0.9307
0.93485
0.94465
0.96885
0.959
0.9673
0.9854
0.97325
0.9838
0.97925
0.9868
0.9858
0.98825
0.9902
0.9964
0.9855
0.99825
0.99865
0.99925
1.0105
1.01165
1.00825
1.00525
1.0072
1.015
1.01235
1.02085
1.01715
1.0053
1.0058
1.0024
1.00145
0.9916
0.98585
0.98155
0.98005
0.9815
0.9984
0.9938
0.98965
1.00285
1.00475
1.00645
1.0101
1.01015
1.0191
1.01705
1.0184
1.02515
1.0295
1.02725
1.0349
1.02945
1.02415
1.00365
1.00805
1.00355
0.9984
0.99315
1.00285
0.99515
0.99345
1.008
1.00605
1.00875
0.9989
1.00165
1.0017
0.99705
1.00015
1.0071
1.0076
1.01715
1.01285
1.01125
1.0128
0.9961
0.98145
0.98025
0.9752
0.9878
0.99005
0.99355
0.98435
0.9856
0.9909
0.99635
0.9921
0.9896
0.9843
0.98915
0.99795
0.99225
1.0137
1.02355
1.0238
1.0173
1.0165
1.0179
1.0187
1.02225
1.0253
1.02125
1.01635
1.00465
1.0085
1.01415
1.0133
1.0183
1.0195
1.0234
1.01895
1.01815
1.0009
1.0104
1.00455
1.0053
1.00805
1.017
1.01425
1.0138
1.0126
1.01265
1.00795
1.0204
1.01945
