1961,20.3106975290508
1962,28.8718416496811
1963,25.5911543466798
1964,28.7746173194355
1965,21.2329349264853
1966,25.603462425178
1967,29.0182629355813
1968,10.2753105598205
1969,7.79583003393792
1970,6.46787463920629
1971,31.2710638842292
1972,64.2447859149364
1973,65.535287370144
1974,30.630441370412
1975,197.697364543187
1976,438.322779739816
1977,159.42717769645
1978,161.372172004157
1979,147.377044034473
1980,95.7904246128352
1981,105.276366380064
1982,194.535299663443
1983,380.158528521919
1984,611.196303891913
1985,607.447497830085
1986,77.2922366864133
1987,127.539918059086
1988,381.24634440952
1989,3046.09115201119
1990,2078.31681806978
1991,140.502378661012
1992,16.0719935356945
1993,-3.56109557576575
1994,2.84933971509302
1995,3.16512339016516
1996,-0.0523754965904146
1997,-0.46391313116429
1998,-1.70527962400085
1999,-1.83655839220664
2000,1.03728710073175
2001,-1.09576771833679
2002,30.555204053903
2003,10.4957030215496
2004,18.3633542492033
2005,10.3175111982406
2006,13.7410524859152
2007,14.9399250245835
2008,23.1711649813124
2009,15.3776493708921
2010,20.915124272047
2011,23.7034721839593
2012,22.3148806733049
2013,23.9487984162746
2014,40.2829716315506
2015,26.5799916024707
2016,41.1193799882279
2017,26.0063792819079
2018,42.0336689575031
2019,49.1955790596612
2020,40.0830878011993
2021,53.8020877665554
2022,68.9938267692314
2023,136.742358437599
2024,207.605241734472
2025,39.0888939191528
