DATE,m2cd,gdp,nonfincred,realest,inflation,irate
1995-02-01,3489.9,,,1006.1672,,5.92
1995-03-01,3491.1,,,1013.5506,,5.98
1995-04-01,3499.2,7604.923000000001,8892.423,1019.8493,,6.05
1995-05-01,3524.2,,,1027.7701,,6.01
1995-06-01,3548.9,,,1035.1238,,6.0
1995-07-01,3567.4,7706.531,9036.181,1044.4767,,5.85
1995-08-01,3589.0,,,1049.2693,,5.74
1995-09-01,3602.1,,,1054.8176,,5.8
1995-10-01,3613.4,7799.493,9188.812,1057.2393,,5.76
1995-11-01,3619.9,,,1060.8185,,5.8
1995-12-01,3629.5,,,1062.0624,,5.6
1996-01-01,3647.9,7893.146,9308.714,1068.2858,2.9312042000000003,5.56
1996-02-01,3661.9,,,1071.5237,,5.22
1996-03-01,3687.0,,,1077.4149,,5.31
1996-04-01,3697.8,8061.535,9485.475,1079.3216,,5.22
1996-05-01,3709.7,,,1081.6353,,5.24
1996-06-01,3722.7,,,1084.7946,,5.27
1996-07-01,3737.3,8159.043000000001,9627.439,1080.6822,,5.4
1996-08-01,3744.3,,,1089.1941,,5.22
1996-09-01,3753.7,,,1096.2912,,5.3
1996-10-01,3771.0,8287.078000000001,9761.66,1104.9522,,5.24
1996-11-01,3790.2,,,1112.1265,,5.31
1996-12-01,3810.5,,,1122.9678,,5.29
1997-01-01,3824.8,8402.06,9889.206,1129.9119,2.337689937,5.25
1997-02-01,3836.4,,,1135.1121,,5.19
1997-03-01,3851.3,,,1147.7783,,5.39
1997-04-01,3867.4,8551.94,10081.229,1160.6555,,5.51
1997-05-01,3879.2,,,1172.0299,,5.5
1997-06-01,3896.0,,,1183.6169,,5.56
1997-07-01,3913.9,8691.756,10293.337,1190.4557,,5.52
1997-08-01,3947.5,,,1196.3883,,5.54
1997-09-01,3963.2,,,1208.4006,,5.54
1997-10-01,3982.3,8788.32,10484.652,1214.9991,,5.5
1997-11-01,4004.8,,,1219.4534,,5.52
1997-12-01,4023.0,,,1220.6049,,5.5
1998-01-01,4046.3,8889.732,10692.898000000001,1224.3852,1.5522790990000002,5.56
1998-02-01,4079.0,,,1237.6368,,5.51
1998-03-01,4104.6,,,1252.379,,5.49
1998-04-01,4130.3,8994.738000000001,10994.191,1259.0131,,5.45
1998-05-01,4154.2,,,1259.7528,,5.49
1998-06-01,4174.1,,,1261.0095,,5.56
1998-07-01,4193.8,9146.521,11207.233999999999,1265.5684,,5.54
1998-08-01,4218.8,,,1271.9177,,5.55
1998-09-01,4257.7,,,1275.278,,5.51
1998-10-01,4297.8,9325.65,11475.468,1283.9161,,5.07
1998-11-01,4336.8,,,1302.6972,,4.83
1998-12-01,4365.7,,,1311.2499,,4.68
1999-01-01,4393.1,9447.103000000001,11734.178999999998,1317.381,2.188027197,4.63
1999-02-01,4415.8,,,1320.2071,,4.76
1999-03-01,4422.7,,,1326.2454,,4.81
1999-04-01,4451.3,9557.005,11996.437,1332.0418,,4.74
1999-05-01,4475.5,,,1341.0253,,4.74
1999-06-01,4497.3,,,1347.1099,,4.76
1999-07-01,4524.6,9712.28,12346.072,1354.3656,,4.99
1999-08-01,4541.8,,,1369.9552,,5.07
1999-09-01,4557.9,,,1388.9445,,5.22
1999-10-01,4581.6,9926.101,12625.331,1411.6217,,5.2
1999-11-01,4600.6,,,1424.9209,,5.42
1999-12-01,4628.1,,,1460.1393,,5.3
2000-01-01,4656.3,10031.030999999999,12925.403,1480.8515,3.3768572710000004,5.45
2000-02-01,4669.6,,,1491.6995,,5.73
2000-03-01,4700.4,,,1517.7339,,5.85
2000-04-01,4756.2,10278.34,13255.249,1541.184,,6.02
2000-05-01,4743.7,,,1565.0334,,6.27
2000-06-01,4761.5,,,1585.2505,,6.53
2000-07-01,4779.1,10357.445,13529.337,1600.6211,,6.54
2000-08-01,4807.2,,,1613.6378,,6.5
2000-09-01,4842.8,,,1624.7302,,6.52
2000-10-01,4858.8,10472.285,13766.638,1625.2651,,6.51
2000-11-01,4869.6,,,1634.9813,,6.51
2000-12-01,4914.4,,,1638.5596,,6.4
2001-01-01,4965.0,10508.121000000001,13872.161,1641.4338,2.8261711189999996,5.98
2001-02-01,5003.2,,,1654.8686,,5.49
2001-03-01,5061.1,,,1668.2932,,5.31
2001-04-01,5125.0,10638.383999999998,14192.401000000002,1682.4918,,4.8
2001-05-01,5121.8,,,1695.317,,4.21
2001-06-01,5162.1,,,1699.8937,,3.97
2001-07-01,5192.0,10639.486,14497.43,1702.6229999999998,,3.77
2001-08-01,5225.9,,,1703.8468,,3.65
2001-09-01,5336.5,,,1714.3952,,3.07
2001-10-01,5323.0,10701.317,14689.169,1717.3249,,2.49
2001-11-01,5366.5,,,1739.2755,,2.09
2001-12-01,5419.6,,,1757.7281,,1.82
2002-01-01,5440.1,10834.445,14860.556,1755.4086,1.5860316269999999,1.73
2002-02-01,5469.6,,,1766.6627,,1.74
2002-03-01,5481.5,,,1771.5852,,1.73
2002-04-01,5481.6,10934.752,15081.801000000001,1782.1578,,1.75
2002-05-01,5507.2,,,1790.8393,,1.75
2002-06-01,5532.2,,,1817.0066,,1.75
2002-07-01,5574.9,11037.056999999999,15294.532,1837.132,,1.73
2002-08-01,5617.3,,,1866.9158,,1.74
2002-09-01,5641.7,,,1901.884,,1.75
2002-10-01,5686.3,11103.833999999999,15608.917,1946.9576,,1.75
2002-11-01,5736.2,,,1980.5619,,1.34
2002-12-01,5757.5,,,2009.6924,,1.24
2003-01-01,5790.4,11230.078000000001,15815.895,2033.7736,2.270094973,1.24
2003-02-01,5826.7,,,2067.7817,,1.26
2003-03-01,5847.3,,,2083.8596,,1.25
2003-04-01,5884.9,11370.653,16220.032,2106.9066,,1.26
2003-05-01,5945.1,,,2131.6074,,1.26
2003-06-01,5981.7,,,2150.6172,,1.22
2003-07-01,6028.4,11625.136999999999,16510.158,2178.0847,,1.01
2003-08-01,6086.5,,,2221.3304,,1.03
2003-09-01,6058.3,,,2235.246,,1.01
2003-10-01,6049.4,11816.827,16766.459,2213.2941,,1.01
2003-11-01,6054.5,,,2202.3808,,1.0
2003-12-01,6052.6,,,2207.3103,,0.98
2004-01-01,6061.1,11988.403,17101.167,2224.261,2.6772366930000002,1.0
2004-02-01,6100.2,,,2251.7368,,1.01
2004-03-01,6136.1,,,2289.821,,1.0
2004-04-01,6177.1,12181.398000000001,17486.343,2343.0951,,1.0
2004-05-01,6254.0,,,2383.9896,,1.0
2004-06-01,6256.3,,,2409.4233,,1.03
2004-07-01,6270.0,12367.743999999999,17857.978,2414.1352,,1.26
2004-08-01,6296.3,,,2437.2677,,1.43
2004-09-01,6331.0,,,2466.5029999999997,,1.61
2004-10-01,6359.1,12562.163,18353.821,2495.7729999999997,,1.76
2004-11-01,6385.7,,,2526.1233,,1.93
2004-12-01,6404.3,,,2552.6336,,2.16
2005-01-01,6410.6,12813.729,18682.484,2575.7209,3.392746845,2.28
2005-02-01,6419.0,,,2605.2789,,2.5
2005-03-01,6427.9,,,2652.0382,,2.63
2005-04-01,6442.0,12974.083,19173.551,2680.7944,,2.79
2005-05-01,6459.2,,,2695.9244,,3.0
2005-06-01,6491.6,,,2733.1620000000003,,3.04
2005-07-01,6523.2,13205.445,19654.293999999998,2782.0645,,3.26
2005-08-01,6556.0,,,2823.8503,,3.5
2005-09-01,6589.8,,,2845.1892,,3.62
2005-10-01,6624.2,13381.628999999999,20130.213,2869.9289,,3.78
2005-11-01,6640.7,,,2894.1623,,4.0
2005-12-01,6667.4,,,2925.6214,,4.16
2006-01-01,6709.9,13648.903999999999,20663.648,2944.3024,3.225944101,4.29
2006-02-01,6734.2,,,2971.6034,,4.49
2006-03-01,6748.5,,,3000.9619,,4.59
2006-04-01,6785.6,13799.794,21228.444,3029.3639,,4.79
2006-05-01,6792.3,,,3058.4354,,4.94
2006-06-01,6830.2,,,3092.7135,,4.99
2006-07-01,6871.6,13908.498,21698.325,3121.0414,,5.24
2006-08-01,6902.3,,,3129.9285,,5.25
2006-09-01,6929.4,,,3158.1061,,5.25
2006-10-01,6978.9,14066.37,22227.962000000003,3307.6101,,5.25
2006-11-01,7013.6,,,3335.348,,5.25
2006-12-01,7056.8,,,3371.2221,,5.24
2007-01-01,7094.9,14233.226,22631.743,3393.2938,2.852672482,5.25
2007-02-01,7110.6,,,3420.9537,,5.26
2007-03-01,7144.4,,,3367.1402,,5.26
2007-04-01,7216.4,14422.313,23235.824,3388.9843,,5.25
2007-05-01,7230.1,,,3409.8238,,5.25
2007-06-01,7263.2,,,3427.5433,,5.25
2007-07-01,7293.5,14569.675,23782.174,3448.0846,,5.26
2007-08-01,7370.0,,,3469.4279,,5.02
2007-09-01,7388.0,,,3503.2932,,4.94
2007-10-01,7402.3,14685.33,24272.131,3558.0822,,4.76
2007-11-01,7427.1,,,3585.7031,,4.49
2007-12-01,7457.4,,,3598.9735,,4.24
2008-01-01,7491.2,14668.445,24592.67,3612.6335,3.839100297,3.94
2008-02-01,7575.7,,,3628.6211,,2.98
2008-03-01,7641.7,,,3652.0587,,2.61
2008-04-01,7684.6,14812.973999999998,24724.214,3658.275,,2.28
2008-05-01,7696.4,,,3649.7214,,1.98
2008-06-01,7713.9,,,3637.0749,,2.0
2008-07-01,7760.3,14842.983,24990.947,3630.1741,,2.01
2008-08-01,7775.4,,,3630.4909,,2.0
2008-09-01,7845.4,,,3669.1733,,1.81
2008-10-01,7954.1,14549.948999999999,24711.477000000003,3826.3125,,0.97
2008-11-01,8004.7,,,3825.5417,,0.39
2008-12-01,8181.3,,,3819.173,,0.16
2009-01-01,8262.6,14383.885,24449.42,3800.2887,-0.355546266,0.15
2009-02-01,8291.7,,,3825.1655,,0.22
2009-03-01,8357.7,,,3828.8689,,0.18
2009-04-01,8360.6,14340.417,24344.129,3838.4231,,0.15
2009-05-01,8417.9,,,3877.5977,,0.18
2009-06-01,8427.5,,,3860.2353,,0.21
2009-07-01,8432.3,14384.145,24178.944,3839.5165,,0.16
2009-08-01,8432.0,,,3814.4631,,0.16
2009-09-01,8431.0,,,3767.7990000000004,,0.15
2009-10-01,8458.4,14566.511,23954.799,3743.2001,,0.12
2009-11-01,8488.5,,,3804.2298,,0.12
2009-12-01,8483.7,,,3776.8685,,0.12
2010-01-01,8446.0,14681.063,23794.03,3756.8412,1.6400434419999999,0.11
2010-02-01,8495.5,,,3720.8291,,0.13
2010-03-01,8491.9,,,3706.3822,,0.16
2010-04-01,8522.2,14888.6,23657.292999999998,3712.3213,,0.2
2010-05-01,8577.1,,,3699.2090000000003,,0.2
2010-06-01,8596.3,,,3682.3216,,0.18
2010-07-01,8606.3,15057.66,23676.936,3662.1331,,0.18
2010-08-01,8656.4,,,3656.0944,,0.19
2010-09-01,8687.5,,,3643.823,,0.19
2010-10-01,8736.6,15230.208,23569.527000000002,3628.7021,,0.19
2010-11-01,8757.5,,,3622.2766,,0.19
2010-12-01,8789.3,,,3613.5283,,0.18
2011-01-01,8826.3,15238.371000000001,23545.827999999998,3602.2292,3.1568415689999996,0.17
2011-02-01,8871.5,,,3570.1837,,0.16
2011-03-01,8915.0,,,3540.6062,,0.14
2011-04-01,8977.3,15460.926000000001,23519.702999999998,3520.5101,,0.1
2011-05-01,9028.7,,,3507.9378,,0.09
2011-06-01,9113.1,,,3501.077,,0.09
2011-07-01,9301.5,15587.125,23526.175,3498.0307,,0.07
2011-08-01,9515.0,,,3492.9791,,0.1
2011-09-01,9539.6,,,3490.2251,,0.08
2011-10-01,9570.9,15785.312,23638.27,3499.1231,,0.07
2011-11-01,9612.4,,,3503.7711,,0.08
2011-12-01,9651.1,,,3494.9781,,0.07
2012-01-01,9731.0,15973.881000000001,23696.475,3510.3766,2.069337265,0.08
2012-02-01,9773.0,,,3539.6518,,0.1
2012-03-01,9817.1,,,3544.3519,,0.13
2012-04-01,9871.6,16121.851,23806.879,3540.4241,,0.14
2012-05-01,9903.3,,,3538.9055,,0.16
2012-06-01,9973.5,,,3528.3618,,0.16
2012-07-01,10047.1,16227.938999999998,23943.116,3525.8621,,0.16
2012-08-01,10117.8,,,3527.1379,,0.13
2012-09-01,10200.1,,,3531.1867,,0.14
2012-10-01,10260.9,16297.348999999998,24204.06,3527.5095,,0.16
2012-11-01,10320.2,,,3554.4719,,0.16
2012-12-01,10445.9,,,3550.7082,,0.16
2013-01-01,10472.2,16475.44,24242.539,3559.6138,1.464832656,0.14
2013-02-01,10467.8,,,3554.238,,0.15
2013-03-01,10539.1,,,3548.9377,,0.14
2013-04-01,10574.6,16541.39,24399.911,3552.7075,,0.15
2013-05-01,10611.0,,,3545.3607,,0.11
2013-06-01,10666.0,,,3543.9759999999997,,0.09
2013-07-01,10722.4,16749.349,24682.315,3538.0505,,0.09
2013-08-01,10780.5,,,3528.1036,,0.08
2013-09-01,10832.6,,,3527.3971,,0.08
2013-10-01,10944.5,16999.888,24840.311,3524.4016,,0.09
2013-11-01,10953.2,,,3529.125,,0.08
2013-12-01,11015.6,,,3531.8119,,0.09
2014-01-01,11066.3,17031.324,24998.281000000003,3535.0282,1.6222229769999998,0.07
2014-02-01,11147.3,,,3546.1167,,0.07
2014-03-01,11188.7,,,3561.2682,,0.08
2014-04-01,11245.8,17320.921000000002,25310.064,3573.72,,0.09
2014-05-01,11314.2,,,3581.8645,,0.09
2014-06-01,11367.7,,,3597.5857,,0.1
2014-07-01,11428.9,17622.256999999998,25604.363999999998,3605.5292,,0.09
2014-08-01,11458.0,,,3616.3371,,0.09
2014-09-01,11492.1,,,3620.0069,,0.09
2014-10-01,11551.0,17735.933,25894.292,3621.3190000000004,,0.09
2014-11-01,11592.2,,,3626.873,,0.09
2014-12-01,11670.8,,,3638.7129999999997,,0.12
2015-01-01,11732.2,17874.715,26106.009,3652.8825,0.118627136,0.11
2015-02-01,11849.4,,,3676.2282,,0.11
2015-03-01,11866.8,,,3711.0855,,0.11
2015-04-01,11914.0,18093.224,26511.002999999997,3720.1643,,0.12
2015-05-01,11947.7,,,3730.0895,,0.12
2015-06-01,11996.5,,,3747.9358,,0.13
2015-07-01,12047.7,18227.689,26740.199,3762.3157,,0.13
2015-08-01,12099.8,,,3777.6651,,0.14
2015-09-01,12154.1,,,3795.6642,,0.14
2015-10-01,12184.4,18287.226000000002,26962.536,3813.0852,,0.12
2015-11-01,12277.8,,,3846.8701,,0.12
2015-12-01,12337.3,,,3871.2525,,0.24
2016-01-01,12459.0,18325.186999999998,27243.661,3889.4653,1.2615832059999998,0.34
2016-02-01,12528.9,,,3916.4183,,0.38
2016-03-01,12594.3,,,3943.7872,,0.36
2016-04-01,12682.9,18538.039,27562.467,3959.7335,,0.37
2016-05-01,12754.1,,,3986.9343,,0.37
2016-06-01,12829.6,,,4007.1824,,0.38
2016-07-01,12888.8,18729.13,27908.312,4031.7684,,0.39
2016-08-01,12977.5,,,4053.7798,,0.4
2016-09-01,13036.2,,,4075.1411,,0.4
2016-10-01,13102.2,18905.545,28121.165,4098.7033,,0.4
2016-11-01,13176.0,,,4109.869000000001,,0.41
2016-12-01,13210.5,,,4117.7755,,0.54
2017-01-01,13277.1,19057.705,28434.994,4131.7513,,0.65
