DATE,bop,xch,xch_deprec,real_ir,inflation,deficit,m2,growth,unemploy
2011-03-01,-0.9046863333333334,174.5,0.9581458039167792,9.0,22.774022879988532,2.791333333333333,302326609000.0,20.710597011810325,18.648333333333333
2011-04-01,-0.851101,169.53,2.8894839332620212,9.0,23.006385205981225,2.814,312058532000.0,18.623477609149692,18.6175
2011-05-01,-0.7975156666666666,170.38,-0.5001334304832763,9.0,23.238747531973914,2.8366666666666664,315284946000.0,16.61706831167702,18.586666666666666
2011-06-01,-0.7439303333333334,170.02,0.21151594254815417,9.0,23.471109857966606,2.8593333333333333,327795328000.0,14.686776264425225,18.555833333333332
2011-07-01,-0.690345,169.16,0.5071064584925083,9.0,23.7034721839593,2.8819999999999997,332866154000.0,12.828350604088584,18.525
2011-08-01,-0.6367596666666666,169.23,-0.04137238157065433,9.0,23.5877562247381,2.9046666666666665,333898321000.0,11.037851209163236,18.49416666666667
2011-09-01,-0.5831743333333332,176.0,-3.922525861815739,9.0,23.4720402655169,2.9273333333333333,336224241000.0,9.311620815177703,18.463333333333335
2011-10-01,-0.529589,178.12,-1.1973485415349772,9.0,23.356324306295697,2.9499999999999997,334744156000.0,7.6462600797086795,18.4325
2011-11-01,-0.4760036666666666,177.85,0.15169820590375277,9.0,23.2406083470745,2.9726666666666666,335459931000.0,6.038605239440129,18.401666666666667
2011-12-01,-0.42241833333333323,180.36,-1.4014355158419285,9.0,23.1248923878533,2.995333333333333,392388205000.0,4.485708050262548,18.370833333333334
2012-01-01,-0.368833,178.51,1.0310231493422806,9.0,23.0091764286321,3.018,367716883000.0,2.984817742804344,18.34
2012-02-01,-0.5169824166666667,173.87,2.6336728519762356,9.0,22.893460469410897,3.0376666666666665,369498297000.0,2.824042238242098,18.44125
2012-03-01,-0.6651318333333334,177.23,-1.9140430527349892,9.0,22.7777445101897,3.0573333333333332,370720152000.0,2.664062583864665,18.5425
2012-04-01,-0.81328125,178.69,-0.8204136823521696,9.0,22.6620285509685,3.077,378584425000.0,2.504872884989003,18.64375
2012-05-01,-0.9614306666666668,183.82,-2.8304557039393408,9.0,22.5463125917473,3.0966666666666667,389878981000.0,2.346467305002911,18.745
2012-06-01,-1.1095800833333334,187.64,-2.056821553029382,9.0,22.430596632526097,3.1163333333333334,414480127000.0,2.1888400646515,18.84625
2012-07-01,-1.2577295,185.4,1.2009580328502365,9.0,22.3148806733049,3.136,423551554000.0,2.0319854413345206,18.947499999999998
2012-08-01,-1.4058789166666668,183.19,1.199178753438702,9.0,22.45104048521904,3.1556666666666664,424093126000.0,1.8758977684136937,19.04875
2012-09-01,-1.5540283333333333,179.55,2.0070144925275835,9.0,22.587200297133183,3.175333333333333,422017942000.0,1.720571434530351,19.15
2012-10-01,-1.70217775,177.84,0.9569451016150785,9.0,22.723360109047324,3.195,435012354000.0,1.566000882933026,19.25125
2012-11-01,-1.8503271666666667,178.18,-0.19100056365565166,9.0,22.859519920961464,3.2146666666666666,450929648000.0,1.4121806108147406,19.3525
2012-12-01,-1.9984765833333333,175.56,1.48134104724645,9.0,22.995679732875608,3.2343333333333333,530021604000.0,1.2591051686599837,19.45375
2013-01-01,-2.146626,172.84,1.561455375630078,9.0,23.13183954478975,3.254,485255434000.0,1.106769159601189,19.555
2013-02-01,-2.1034716666666666,169.12,2.1757788941804894,9.0,23.26799935670389,3.3371666666666666,483861671000.0,0.6216223297746,19.520166666666668
2013-03-01,-2.0603173333333333,168.67,0.26643788520044603,9.0,23.404159168618033,3.4203333333333332,489797448000.0,0.13736876147270524,19.485333333333333
2013-04-01,-2.017163,167.5,0.6960792004801951,9.0,23.540318980532174,3.5035,491262296000.0,-0.34599401007042285,19.450499999999998
2013-05-01,-1.9740086666666665,167.04,0.2750046570847264,9.0,23.676478792446314,3.5866666666666664,496800189090.0,-0.8284684405610901,19.415666666666667
2013-06-01,-1.9308543333333332,169.15,-1.2552590532443766,9.0,23.81263860436046,3.669833333333333,529999555000.0,-1.3100569766874788,19.380833333333335
2013-07-01,-1.8877,169.86,-0.4188673125145719,9.0,23.9487984162746,3.753,539139373000.0,-1.7907620561610937,19.346
2013-08-01,-1.8445456666666666,168.39,0.8691850729645783,9.333333333333334,25.3099795175476,3.8361666666666667,544145994000.0,-2.2705861077578176,19.311166666666665
2013-09-01,-1.8013913333333333,162.7,3.437470339722548,9.666666666666666,26.6711606188206,3.9193333333333333,564596882000.0,-2.7495315513588463,19.276333333333334
2013-10-01,-1.7582369999999998,157.61,3.1784387037542334,10.0,28.032341720093598,4.0024999999999995,560851091000.0,-3.227600797991395,19.241500000000002
2013-11-01,-1.7150826666666665,157.53,0.05077108695720978,10.333333333333334,29.3935228213666,4.085666666666667,572556149000.0,-3.704796249869142,19.206666666666667
2013-12-01,-1.6719283333333332,152.22,3.4289073478632073,10.666666666666666,30.7547039226396,4.168833333333334,662411087000.0,-4.181120300432387,19.171833333333332
2014-01-01,-1.628774,142.13,6.858471108832513,11.0,32.1158850239126,4.252,651501117000.0,-4.6565753343882035,19.137
2014-02-01,-1.7216288333333334,131.28,7.9409684969085,11.333333333333332,33.4770661251856,4.39775,605360945000.0,-3.2481229796872166,19.231166666666667
2014-03-01,-1.8144836666666666,132.07,-0.5999638273877528,11.666666666666666,34.8382472264586,4.5435,608342961000.0,-1.8286541860321157,19.325333333333333
2014-04-01,-1.9073384999999998,131.15,0.6990378742830259,12.0,36.1994283277316,4.6892499999999995,598134637000.0,-0.39803919566115337,19.4195
2014-05-01,-2.0001933333333333,131.93,-0.5929772582802486,12.333333333333332,37.5606094290046,4.835,627588827000.0,1.0438537950321622,19.513666666666666
2014-06-01,-2.0930481666666667,132.49,-0.42356919843466506,12.666666666666666,38.921790530277605,4.9807500000000005,683516176000.0,2.4971586759787616,19.607833333333332
2014-07-01,-2.1859029999999997,133.65,-0.8717271704896291,13.0,40.2829716315506,5.1265,681903587000.0,3.962011464878671,19.701999999999998
2014-08-01,-2.278757833333333,134.12,-0.3510479013099789,13.416666666666666,39.14105662912728,5.27225,693864848000.0,5.4385503496375085,19.796166666666668
2014-09-01,-2.3716126666666666,135.92,-1.3331555765648655,13.833333333333334,37.99914162670395,5.418,709707201000.0,6.9269157318228,19.890333333333334
2014-10-01,-2.4644675,139.12,-2.327039268235113,14.25,36.85722662428063,5.563750000000001,730224477000.0,8.427250271168521,19.9845
2014-11-01,-2.5573223333333335,142.76,-2.5828028575931974,14.666666666666666,35.7153116218573,5.7095,769254687000.0,9.939698931157903,20.078666666666667
2014-12-01,-2.6501771666666665,146.32,-2.463110546065077,15.083333333333334,34.57339661943398,5.85525,859920572000.0,11.464409025714547,20.172833333333333
2015-01-01,-2.743032,148.82,-1.6941517886505015,15.5,33.43148161701065,6.001,792235389000.0,13.0015302670341,20.267
2015-02-01,-2.7405101666666667,151.4,-1.7187819034233252,15.916666666666668,32.28956661458732,6.0555,793761474000.0,11.20737760246508,20.394666666666666
2015-03-01,-2.737988333333333,157.17,-3.7402681084889604,16.333333333333332,31.147651612163997,6.11,818418551000.0,9.45127823633059,20.522333333333332
2015-04-01,-2.7354665,155.09,1.3322428516876463,16.75,30.005736609740673,6.1645,824229814000.0,7.7320342284897325,20.65
2015-05-01,-2.7329446666666666,153.88,0.7832515687267116,17.166666666666668,28.863821607317348,6.219,852490407000.0,6.048497399117467,20.777666666666665
2015-06-01,-2.7304228333333334,154.5,-0.4021018453705918,17.583333333333336,27.721906604894023,6.2735,916686267000.0,4.3995667715648255,20.90533333333333
2015-07-01,-2.727901,157.3,-1.7960713726431994,18.0,26.5799916024707,6.328,932453521000.0,2.7841861713061666,21.033
2015-08-01,-2.7253791666666665,162.32,-3.141488545332706,18.395833333333332,27.791607301283797,6.3825,942087259000.0,1.201341969969633,21.160666666666668
2015-09-01,-2.7228573333333332,166.92,-2.794496020579244,18.791666666666668,29.0032230000969,6.437,953303234000.0,-0.34993903567489,21.288333333333334
2015-10-01,-2.7203355,165.83,0.655148849734434,19.1875,30.21483869891,6.4915,983418653000.0,-1.8705916190960288,21.416
2015-11-01,-2.7178136666666664,166.86,-0.619197024792098,19.583333333333332,31.4264543977231,6.546,1047339173000.0,-3.3615140023468824,21.543666666666667
2015-12-01,-2.715291833333333,151.13,9.901474389189932,19.979166666666668,32.6380700965362,6.6005,1133787379000.0,-4.823569625306651,21.671333333333333
2016-01-01,-2.71277,130.79,14.454741008096835,20.375,33.8496857953493,6.655,1107137065000.0,-6.257588813141654,21.799
2016-02-01,-2.88988525,122.02,6.940801777735464,20.770833333333332,35.0613014941624,6.658166666666667,1089020023000.0,-4.553532530453559,21.886
2016-03-01,-3.0670005,119.55,2.0450271819372605,21.166666666666668,36.2729171929755,6.661333333333333,1072299198000.0,-2.831516803854115,21.973
2016-04-01,-3.2441157499999997,125.83,-5.119709569954272,21.5625,37.4845328917886,6.6645,1055300507000.0,-1.0912562111684831,22.06
2016-05-01,-3.421231,133.67,-6.0442286379505,21.958333333333332,38.696148590601695,6.667666666666666,1085692703000.0,0.6675407501210491,22.147
2016-06-01,-3.59834625,137.06,-2.504471017429597,22.354166666666664,39.9077642894148,6.670833333333333,1172426480000.0,2.4451718256540236,22.233999999999998
2016-07-01,-3.7754615,131.17,4.3924594330623465,22.75,41.1193799882279,6.6739999999999995,1182033151000.0,4.241941172227729,22.320999999999998
2016-08-01,-3.9525767500000004,130.23,0.7192073847442376,23.083333333333332,39.85996326270123,6.6771666666666665,1195333958000.0,6.058159531290347,22.408
2016-09-01,-4.129692,129.93,0.23062740849667043,23.416666666666668,38.600546537174566,6.6803333333333335,1211728942000.0,7.894144408098238,22.495
2016-10-01,-4.30680725,131.95,-1.5427219054687948,23.75,37.341129811647896,6.6834999999999996,1388536436000.0,9.750220256754915,22.582
2016-11-01,-4.4839225,136.07,-3.074639625343406,24.083333333333332,36.08171308612123,6.6866666666666665,1442210299000.0,11.626718671358152,22.669
2016-12-01,-4.66103775,134.23,1.3614712703222418,24.416666666666668,34.822296360594564,6.689833333333333,1662509156000.0,13.52397858349118,22.756
2017-01-01,-4.838153,133.25,0.7327683453590678,24.75,33.5628796350679,6.693,1695975163000.0,15.442346466305892,22.843
2017-02-01,-4.865344416666667,136.7,-2.5561680683949843,25.083333333333332,32.30346290954123,6.588666666666667,1656097239000.0,12.222390071150208,22.9265
2017-03-01,-4.8925358333333335,140.55,-2.7774553622637086,25.416666666666668,31.04404618401457,6.484333333333333,1703723593000.0,9.083227080195433,23.009999999999998
2017-04-01,-4.91972725,145.23,-3.2755395267171616,25.75,29.7846294584879,6.38,1627857655000.0,6.021854333675847,23.0935
2017-05-01,-4.946918666666667,143.88,0.9339073792289468,26.083333333333332,28.525212732961236,6.275666666666666,1620754611000.0,3.0354156902401743,23.177
2017-06-01,-4.974110083333334,142.38,1.048007915169601,26.416666666666668,27.265796007434567,6.171333333333333,1722096246000.0,0.12119313919522513,23.2605
2017-07-01,-5.0013015,134.2,5.916831513814583,26.75,26.0063792819079,6.067,1793991882000.0,-2.7234014501988804,23.344
2017-08-01,-5.028492916666667,131.55,1.9944217051279491,28.398333333333333,27.341986754874167,5.962666666666666,1841197360000.0,-5.500833995026249,23.4275
2017-09-01,-5.055684333333334,134.23,-2.016773901324289,30.046666666666667,28.677594227840434,5.858333333333333,1838934911000.0,-8.213455328334755,23.511
2017-10-01,-5.08287575,135.92,-1.2511730864131823,31.695,30.0132017008067,5.754,1831249088000.0,-10.863507835404295,23.5945
2017-11-01,-5.110067166666667,137.62,-1.242978641065724,33.343333333333334,31.348809173772967,5.649666666666667,1890725419000.0,-13.453131636037865,23.677999999999997
2017-12-01,-5.137258583333334,141.15,-2.532689092516455,34.99166666666667,32.68441664673924,5.545333333333333,2151280144000.0,-15.984370348698754,23.761499999999998
2018-01-01,-5.16445,129.76,8.413656433239566,36.64,34.0200241197055,5.441,2148215894000.0,-18.459176469123,23.845
2018-02-01,-4.799177166666667,126.25,2.7422522211633567,38.288333333333334,35.35563159267177,5.358,2065181338000.0,-18.19865156486937,24.011416666666666
2018-03-01,-4.4339043333333334,127.24,-0.7810998725474161,39.93666666666667,36.69123906563804,5.275,2108484927000.0,-17.92985712047749,24.177833333333332
2018-04-01,-4.0686315,131.87,-3.574152193866446,41.585,38.0268465386043,5.192,2106169781000.0,-17.652393050579526,24.34425
2018-05-01,-3.7033586666666674,119.19,10.10977303249905,43.233333333333334,39.36245401157057,5.109,2269704629000.0,-17.365833038278147,24.510666666666665
2018-06-01,-3.338085833333334,111.66,6.526031861240292,44.88166666666667,40.69806148453684,5.026,2533004141000.0,-17.069722349488778,24.677083333333332
2018-07-01,-2.9728130000000004,111.08,0.5207877443615524,46.53,42.0336689575031,4.943,2349717040000.0,-16.763575425042795,24.8435
2018-08-01,-2.6075401666666673,108.75,2.119899246980531,47.23583333333333,42.63049479934961,4.86,2349717040000.0,-16.4468732237337,25.009916666666665
