DATE,bop,xch,xch_deprec,real_ir,inflation,deficit,m2,growth,unemploy
2002-07-01,6.631605,186.52,-4.849801298313662,6.63,30.555204053903,0.20499999999999985,35415377000.0,-38.510312221788304,37.1385
2002-08-01,6.459193166666666,196.16,-5.0392180807726445,6.216666666666667,28.88357896787355,-0.07916666666666683,35167439000.0,-31.852352699666426,36.436083333333336
2002-09-01,6.286781333333333,200.47,-2.1733956868538145,5.803333333333333,27.2119538818441,-0.3633333333333335,35156514000.0,-23.968127449319123,35.733666666666664
2002-10-01,6.1143695,207.39,-3.393646900889835,5.39,25.540328795814652,-0.6475000000000002,35914751000.0,-14.484492362247986,35.03125
2002-11-01,5.941957666666666,208.09,-0.3369599799404895,4.976666666666667,23.8687037097852,-0.9316666666666669,38057296000.0,-2.8598204038901764,34.328833333333336
2002-12-01,5.769545833333333,208.49,-0.192040003327673,4.5633333333333335,22.19707862375575,-1.2158333333333335,40640562000.0,11.723190575623708,33.626416666666664
2003-01-01,5.597134,219.64,-5.209876395270681,4.15,20.5254535377263,-1.5,40054156000.0,30.5584789212609,32.924
2003-02-01,5.280578666666666,229.15,-4.238696854446127,3.7366666666666664,18.85382845169685,-1.7055833333333332,40479390000.0,30.399011139191018,32.64233333333333
2003-03-01,4.9640233333333335,232.7,-1.53732593531129,3.3233333333333333,17.182203365667398,-1.9111666666666667,40332430000.0,30.247271574280838,32.36066666666667
2003-04-01,4.647468,238.23,-2.3486523266983252,2.91,15.510578279637949,-2.11675,41471857000.0,30.102711723660892,32.079
2003-05-01,4.330912666666666,234.43,1.6079557713802637,2.496666666666667,13.8389531936085,-2.3223333333333334,44679850000.0,29.964833790809962,31.797333333333334
2003-06-01,4.014357333333333,234.63,-0.08527694202032714,2.083333333333333,12.16732810757905,-2.5279166666666666,47576721000.0,29.83318495847965,31.515666666666668
2003-07-01,3.697802,238.1,-1.4680948211187383,1.67,10.4957030215496,-2.7335000000000003,51536227000.0,29.70735242069144,31.234
2003-08-01,3.3812466666666667,231.66,2.741997398861708,1.7391666666666665,11.151340623854075,-2.9390833333333335,54832741000.0,29.58695905896774,30.952333333333332
2003-09-01,3.064691333333333,227.31,1.8956054892808267,1.8083333333333333,11.80697822615855,-3.1446666666666667,54995835000.0,29.471659667392224,30.670666666666666
2003-10-01,2.7481359999999997,228.76,-0.6358694435723782,1.8775,12.462615828463026,-3.35025,58905190000.0,29.361137646908308,30.389
2003-11-01,2.4315806666666666,229.19,-0.18779348242001143,1.9466666666666665,13.118253430767501,-3.555833333333333,61687466000.0,29.255102102187834,30.107333333333333
2003-12-01,2.1150253333333335,219.99,4.096926309749772,2.015833333333333,13.773891033071976,-3.761416666666667,65502804000.0,29.153285285011176,29.825666666666667
2004-01-01,1.79847,219.48,0.23209785830432947,2.085,14.42952863537645,-3.967,67944262000.0,29.05544033684833,29.544
2004-02-01,1.8547209166666667,218.93,0.2509068171529703,2.154166666666667,15.085166237680927,-3.9148333333333336,69607523000.0,28.177767120746594,29.265916666666666
2004-03-01,1.9109718333333334,221.91,-1.3519850248641128,2.223333333333333,15.7408038399854,-3.8626666666666667,70413818000.0,27.340632750874445,28.987833333333334
2004-04-01,1.96722275,229.7,-3.450221542716651,2.2925,16.396441442289877,-3.8105,73073547000.0,26.541291954902896,28.70975
2004-05-01,2.023473666666667,230.36,-0.2869192943419075,2.3616666666666664,17.05207904459435,-3.7583333333333333,77094568000.0,25.777241866756135,28.43166666666667
2004-06-01,2.0797245833333333,227.01,1.464923326393185,2.430833333333333,17.707716646898827,-3.706166666666667,81093217000.0,25.046195849030994,28.153583333333334
2004-07-01,2.1359755,224.9,0.9338210409269802,2.5,18.3633542492033,-3.654,83499604000.0,24.34606063601509,27.875500000000002
2004-08-01,2.1922264166666667,220.67,1.8987486070280797,2.7083333333333335,17.692867328289744,-3.6018333333333334,84095078000.0,23.674916316060415,27.597416666666668
2004-09-01,2.248477333333333,219.22,0.6592581107411845,2.9166666666666665,17.022380407376183,-3.549666666666667,83053665000.0,23.030998750161835,27.319333333333333
2004-10-01,2.30472825,218.8,0.1917721239751167,3.125,16.351893486462625,-3.4975,83910861000.0,22.41268408770839,27.04125
2004-11-01,2.3609791666666666,215.36,1.5847024091463147,3.3333333333333335,15.681406565549068,-3.4453333333333336,86372464000.0,21.818475093244942,26.763166666666667
2004-12-01,2.4172300833333336,211.63,1.7471579584000752,3.541666666666667,15.010919644635509,-3.3931666666666667,91930530000.0,21.24698904185501,26.485083333333336
2005-01-01,2.473481,214.81,-1.4914449613523093,3.75,14.34043272372195,-3.341,90292614000.0,20.696946977155577,26.207
2005-02-01,2.49994075,216.26,-0.6727471031505571,3.9583333333333335,13.669945802808392,-3.2000833333333336,90761421000.0,20.333144053680872,26.0045
2005-03-01,2.5264005000000003,220.76,-2.0594751053909515,4.166666666666667,12.999458881894835,-3.059166666666667,88234323000.0,19.981472025732515,25.802
2005-04-01,2.55286025,218.97,0.8141404439649826,4.375,12.328971960981276,-2.91825,91836742000.0,19.64133409197093,25.5995
2005-05-01,2.57932,217.74,0.5633043678616657,4.583333333333334,11.658485040067717,-2.7773333333333334,93241920000.0,19.312171967063062,25.397000000000002
2005-06-01,2.60577975,221.47,-1.6985449678719888,4.791666666666667,10.98799811915416,-2.636416666666667,95639237000.0,18.993462823864586,25.1945
2005-07-01,2.6322395,223.65,-0.9795189747103222,5.0,10.3175111982406,-2.4955,98209877000.0,18.684716522364123,24.992
2005-08-01,2.65869925,221.31,1.051789631453654,5.104166666666667,10.602806305546817,-2.3545833333333333,97831402000.0,18.38547309449776,24.7895
2005-09-01,2.685159,218.74,1.1680623657240878,5.208333333333333,10.888101412853034,-2.2136666666666667,98563407000.0,18.095300457687586,24.587
2005-10-01,2.71161875,215.81,1.3485418953707422,5.3125,11.173396520159251,-2.07275,101975361000.0,17.813792333200233,24.384500000000003
2005-11-01,2.7380785000000003,215.57,0.11127081680300872,5.416666666666667,11.458691627465466,-1.9318333333333333,104281343000.0,17.540566348235206,24.182000000000002
2005-12-01,2.76453825,216.82,-0.5781833447803445,5.520833333333333,11.743986734771683,-1.7909166666666665,112200419000.0,17.275262303097687,23.9795
2006-01-01,2.790998,212.86,1.8432843620247403,5.625,12.0292818420779,-1.65,111868804000.0,17.01754058694272,23.777
2006-02-01,2.7334631666666667,209.98,1.3622384526103115,5.729166666666667,12.314576949384117,-1.5755833333333333,111751685000.0,17.654161177972746,23.48241666666667
2006-03-01,2.6759283333333332,211.08,-0.522492045067194,5.833333333333333,12.599872056690334,-1.5011666666666665,111198622000.0,18.273223570031575,23.187833333333334
2006-04-01,2.6183935,210.89,0.0900538013794166,5.9375,12.885167163996549,-1.42675,113224976000.0,18.87544427342047,22.893250000000002
2006-05-01,2.560858666666667,211.69,-0.3786269845815625,6.041666666666667,13.170462271302767,-1.3523333333333332,117225211000.0,19.461501336079507,22.598666666666666
2006-06-01,2.5033238333333334,215.14,-1.616603863437053,6.145833333333334,13.455757378608983,-1.2779166666666666,119399216000.0,20.032036890241802,22.304083333333335
2006-07-01,2.445789,213.52,0.7558473907590558,6.25,13.7410524859152,-1.2035,120749311000.0,20.58765949939057,22.009500000000003
2006-08-01,2.3882541666666666,212.75,0.3612737642785202,6.625,13.840958530804224,-1.1290833333333334,119074498000.0,21.12894632355234,21.714916666666667
2006-09-01,2.330719333333333,213.7,-0.44553948716182684,7.0,13.940864575693249,-1.0546666666666666,120943633000.0,21.656445119122942,21.420333333333335
2006-10-01,2.2731845,215.07,-0.6390394207788543,7.375,14.040770620582276,-0.98025,122180571000.0,22.1706760877925,21.12575
2006-11-01,2.2156496666666667,216.9,-0.8472861299938161,7.75,14.1406766654713,-0.9058333333333333,127643175000.0,22.672133587688776,20.831166666666668
2006-12-01,2.1581148333333333,217.18,-0.12900849559256933,8.125,14.240582710360325,-0.8314166666666667,133679667000.0,23.16128771857078,20.536583333333333
2007-01-01,2.10058,218.24,-0.4868871866342979,8.5,14.34048875524935,-0.757,133424071000.0,23.63858579175723,20.242
2007-02-01,2.04977125,214.67,1.649340938910028,8.875,14.440394800138375,-0.72325,133717529000.0,23.851519942827892,20.132416666666668
2007-03-01,1.9989625,214.63,0.018634987242369314,9.25,14.5403008450274,-0.6895,134090381000.0,24.05638297336054,20.022833333333335
2007-04-01,1.94815375,212.92,0.7999107089016827,9.625,14.640206889916424,-0.65575,138695699000.0,24.253625243359377,19.91325
2007-05-01,1.8973449999999998,211.25,0.7874242067273326,10.0,14.74011293480545,-0.622,140620789000.0,24.4436642185012,19.80366666666667
2007-06-01,1.84653625,210.33,0.43645403502972496,10.375,14.840018979694475,-0.5882499999999999,146386175000.0,24.62688741953444,19.694083333333335
2007-07-01,1.7957275,205.13,2.5033801392940513,10.75,14.9399250245835,-0.5545,148319612000.0,24.803655059926776,19.5845
2007-08-01,1.74491875,206.53,-0.6801755805513081,10.858333333333334,15.625861687644242,-0.52075,145659558000.0,24.97430240954019,19.474916666666665
2007-09-01,1.69411,204.67,0.9046754308200672,10.966666666666667,16.311798350704983,-0.487,146171059000.0,25.13914191696865,19.365333333333332
2007-10-01,1.64330125,198.82,2.899903320735888,11.075,16.997735013765727,-0.45325,147237702000.0,25.29846511880575,19.25575
2007-11-01,1.5924925,197.79,0.5194030990681049,11.183333333333334,17.683671676826467,-0.4195,149525715000.0,25.452544360387346,19.146166666666666
2007-12-01,1.54168375,199.34,-0.7806047745992248,11.291666666666668,18.369608339887208,-0.38575,168529432000.0,25.60163434937588,19.036583333333333
2008-01-01,1.490875,198.57,0.38702267403691487,11.4,19.05554500294795,-0.352,162511095000.0,25.745973560828922,18.927
2008-02-01,1.5472560833333333,194.71,1.9630410671411314,11.508333333333333,19.741481666008692,-0.17016666666666666,158613341000.0,22.293799883520517,19.115083333333335
2008-03-01,1.6036371666666667,192.23,1.2818700362760855,11.616666666666667,20.427418329069432,0.011666666666666659,161019295000.0,18.983663991477613,19.303166666666666
2008-04-01,1.6600182499999998,190.94,0.6733329194881789,11.725000000000001,21.113354992130176,0.1935,165197351000.0,15.806976487991378,19.49125
2008-05-01,1.7163993333333332,191.38,-0.23017377812296094,11.833333333333334,21.799291655190917,0.3753333333333333,162955851000.0,12.755826856211963,19.679333333333332
2008-06-01,1.7727804166666665,196.37,-2.5739654411022146,11.941666666666666,22.485228318251657,0.5571666666666666,169741410000.0,9.822917687980993,19.867416666666667
2008-07-01,1.8291614999999999,196.04,0.16819147207921364,12.05,23.1711649813124,0.739,168873106000.0,7.001506413762668,20.055500000000002
2008-08-01,1.8855425833333332,199.67,-1.8347283757459487,11.8375,22.52170534711071,0.9208333333333333,170879736000.0,4.285353554220453,20.243583333333333
2008-09-01,1.9419236666666666,207.65,-3.9187966277956434,11.625,21.872245712909017,1.1026666666666665,174944344000.0,1.668676657472847,20.43166666666667
2008-10-01,1.99830475,219.71,-5.645452489151634,11.412500000000001,21.222786078707326,1.2845,170501938000.0,-0.8538907936764258,20.61975
2008-11-01,2.054685833333333,221.01,-0.5899454394553086,11.200000000000001,20.573326444505632,1.466333333333333,174270679000.0,-3.287336119094276,20.807833333333335
2008-12-01,2.1110669166666667,218.14,1.3070890862235116,10.9875,19.92386681030394,1.6481666666666666,196265231000.0,-5.636300352479329,20.995916666666666
2009-01-01,2.167448,214.12,1.8600452975416182,10.775,19.27440717610225,1.83,190059123000.0,-7.905107783310386,21.184
2009-02-01,1.9549834999999998,214.38,-0.12135357381928102,10.5625,18.62494754190056,1.7935833333333333,185016727000.0,-5.19118737925288,21.03375
2009-03-01,1.742519,206.45,3.7691888931274216,10.35,17.975487907698867,1.7571666666666668,184121283000.0,-2.441033199847168,20.8835
2009-04-01,1.5300544999999999,199.03,3.6602685200970075,10.1375,17.326028273497172,1.72075,187517742000.0,0.3460852716903565,20.73325
2009-05-01,1.31759,190.43,4.41708941604038,9.925,16.676568639295482,1.6843333333333335,190380579000.0,3.1709183224783706,20.583000000000002
2009-06-01,1.1051255,183.67,3.6144003830281797,9.7125,16.02710900509379,1.6479166666666667,196439359000.0,6.034236683344641,20.432750000000002
2009-07-01,0.8926609999999999,181.78,1.0343504449819259,9.5,15.3776493708921,1.6115,195044144000.0,8.936832229910443,20.2825
2009-08-01,0.6801965000000001,177.59,2.3319642024120495,9.458333333333334,15.839105612655008,1.5750833333333334,197218654000.0,11.879518712725607,20.13225
2009-09-01,0.46773200000000004,176.61,0.5533610958224092,9.416666666666666,16.300561854417914,1.5386666666666666,200760800000.0,14.86313251786785,19.982
2009-10-01,0.2552675,174.46,1.2248422703207191,9.375,16.762018096180825,1.50225,200956228000.0,17.888533459500096,19.83175
2009-11-01,0.042803000000000146,175.05,-0.3376158395602237,9.333333333333334,17.22347433794373,1.4658333333333333,202106452000.0,20.956605605963194,19.6815
2009-12-01,-0.1696614999999997,177.8,-1.5587675679129542,9.291666666666666,17.68493057970664,1.4294166666666666,229041351000.0,24.06825814107107,19.53125
2010-01-01,-0.382126,180.7,-1.617887451837845,9.25,18.146386821469548,1.393,225456523000.0,27.22442626237158,19.381
2010-02-01,-0.4346035833333334,183.9,-1.7553934012092622,9.208333333333334,18.60784306323246,1.50575,223368415000.0,27.009089963327703,19.325083333333332
2010-03-01,-0.4870811666666667,182.44,0.7970779766775755,9.166666666666666,19.069299304995365,1.6185,232622769000.0,26.803100250528654,19.269166666666667
2010-04-01,-0.5395587500000001,181.59,0.46699532717940656,9.125,19.53075554675827,1.73125,239138654000.0,26.605861522617452,19.213250000000002
2010-05-01,-0.5920363333333334,186.56,-2.7001504590422067,9.083333333333334,19.992211788521182,1.844,242591613000.0,26.416827731094152,19.157333333333334
2010-06-01,-0.6445139166666667,187.82,-0.673115421433983,9.041666666666666,20.453668030284092,1.95675,251054897000.0,26.235497331944675,19.101416666666665
2010-07-01,-0.6969915,185.28,1.3615862991837078,9.0,20.915124272047,2.0695,247840208000.0,26.06140884212976,19.0455
2010-08-01,-0.7494690833333333,184.8,0.2594035177046536,9.0,21.14748659803969,2.18225,251797164000.0,25.89413691804099,18.989583333333336
2010-09-01,-0.8019466666666667,182.25,1.3894788318816267,9.0,21.37984892403238,2.295,259939840000.0,25.73328888576437,18.933666666666667
2010-10-01,-0.8544242500000001,178.07,2.32026394755445,9.0,21.612211250025073,2.40775,268548678000.0,25.578501663566577,18.87775
2010-11-01,-0.9069018333333334,179.7,-0.9112062376290362,9.0,21.844573576017766,2.5205,272526192000.0,25.429439025833556,18.821833333333334
2010-12-01,-0.9593794166666667,180.3,-0.33333364197584386,9.0,22.076935902010458,2.6332500000000003,317628210000.0,25.285789165065488,18.76591666666667
2011-01-01,-1.011857,179.09,0.673365743062359,9.0,22.30929822800315,2.746,297817726000.0,25.14726251472298,18.71
2011-02-01,-0.9582716666666666,176.18,1.638227309699832,9.0,22.54166055399584,2.768666666666667,296821800000.0,22.883396464737825,18.679166666666667
