DATE,bop_diff,xch_diff,ir_diff,inf_diff,m2_diff
2011-06-30,0.2698071401793467,3.8169488697048095,0.0,22.30929822800315,6.283856879287397
2011-09-30,0.2528656419760788,-0.8708271213936642,0.0,23.006385205981225,4.888286113360302
2011-12-31,0.1051135567853767,-4.176791065453105,0.0,23.7034721839593,5.772722243561977
2012-03-31,-0.16515902975716523,1.2608756644803356,0.0,23.356324306295697,4.178674089799115
2012-06-30,-0.43828965778580137,-3.805008169616271,0.0,23.0091764286321,6.5507629818973605
2012-09-30,-0.5541652342823638,0.3660239543392265,0.0,22.6620285509685,7.074536139041519
2012-12-31,-0.48097895934466783,3.067702491355963,0.0,22.3148806733049,10.905907975356401
2013-03-31,-0.2273582859045935,4.020844637097828,0.0,22.723360109047324,2.988240940600823
2013-06-30,0.07090751715600874,1.36842580206168,0.0,23.13183954478975,3.974184539297007
2013-09-30,0.22368445919858937,0.5454703762102817,0.0,23.540318980532174,8.205643032222804
2013-12-31,0.20182652689593295,6.940645706584117,0.0,23.9487984162746,8.596983244691575
2014-03-31,0.010423416717044054,14.202828812523197,0.0,28.032341720093598,3.7910168425247535
2014-06-30,-0.23013948104967508,2.4743787817133502,0.0,32.1158850239126,2.33340895999573
2014-09-30,-0.3571000434986691,-2.031949398556912,4.0,36.1994283277316,8.82918834593416
2014-12-31,-0.3378331752595347,-5.894311947294767,0.0,40.2829716315506,12.341028551625053
2015-03-31,-0.17880331151774076,-6.594604249187605,0.0,36.85722662428063,1.8899565376540355
2015-06-30,0.01410529444644748,-1.3205239344609547,0.0,33.43148161701065,7.566545495540638
2015-09-30,0.09002829600907525,-4.857746019245265,5.0,30.005736609740673,8.654233093976464
2015-12-31,0.027501657553096415,0.5606181466598377,0.0,26.5799916024707,11.249476136386754
2016-03-31,-0.17072077692086296,26.18518084696332,0.0,30.21483869891,3.2308439482153712
2016-06-30,-0.4121781509047495,-6.29662254640291,0.0,33.8496857953493,1.366300539053332
2016-09-30,-0.5750503175088233,1.3276159916227517,4.75,37.4845328917886,7.991957937431605
2016-12-31,-0.6332546372883407,-2.7522592076401913,0.0,41.1193799882279,22.467720731154852
2017-03-31,-0.5875150181654094,-2.030214301999025,0.0,37.341129811647896,11.795772521344476
2017-06-30,-0.4374782624049258,-4.986840639142458,0.0,33.5628796350679,-1.6972919245693794
2017-09-30,-0.1967634658569457,7.582978942596724,4.0,29.7846294584879,9.646990315624988
2017-12-31,0.15412162655121087,-3.6116707286435012,0.0,26.0063792819079,7.037664436128828
2018-03-31,0.5993041567578317,7.8843735392452015,0.0,30.0132017008067,7.360803857836988
2018-06-30,1.005794164477984,5.505633099270452,0.0,34.0200241197055,8.879035718559097
2018-09-30,1.227445462422891,15.515747231308746,19.78,38.0268465386043,2.0099870087727223
