DATE,bop_diff,xch_diff,ir_diff,inf_diff,m2_diff
1998-06-30,0.050719021066269576,0.46490859048516897,0.0,-1.08459637758257,4.467317319658661
1998-09-30,0.12936117911783906,-1.1974302912975539,0.0,-1.39493800079171,0.8061517097627738
1998-12-31,0.2057590071729023,2.4009642011194186,0.0,-1.70527962400085,-2.7819457265971606
1999-03-31,0.2778521215552505,-11.189003779163228,0.0,-1.7380993160522975,-1.511830543562186
1999-06-30,0.3166825196941252,1.3043483722387421,0.0,-1.770919008103745,0.10494612035413087
1999-09-30,0.29318598802126195,-1.2729033358520219,0.0,-1.8037387001551926,0.6601949099031482
1999-12-31,0.18867874241234617,0.847259045404493,0.0,-1.83655839220664,-1.150214907657457
2000-03-31,0.014371772489301105,1.3816306146954653,0.0,-1.1180970189720425,-29.333727675562248
2000-06-30,-0.07841569690794747,-0.5271317063175858,0.0,-0.39963564573744503,0.20166644500084416
2000-09-30,0.12810231920832393,-0.17162376233074197,0.0,0.31882572749715243,0.021734711803360666
2000-12-31,0.6652105551896068,-2.057238967601908,0.0,1.03728710073175,-1.2678629131765526
2001-03-31,1.5099977175200152,0.7447565509263357,0.0,0.504023395964615,-2.491598655803319
2001-06-30,2.302336818104237,-4.789380168913261,0.0,-0.029240308802519932,-3.212932832281503
2001-09-30,2.621752352698299,-0.9626552681202334,0.0,-0.5625040135696548,-12.108332560753746
2001-12-31,2.3059988130246154,1.3212193038770255,0.0,-1.09576771833679,2.7040237729076892
2002-03-31,1.3970578084519758,44.07728795683587,0.0,6.8169752247231585,29.876171051725542
2002-06-30,0.2553987976788781,56.242078164008326,0.0,14.729718167783107,-10.800292710839575
2002-09-30,-0.6048708762853883,-4.150815974144739,0.0,22.642461110843055,-3.472611251476508
2002-12-31,-1.1279358655185803,-6.765784715355962,0.0,30.555204053903,8.058090991556048
2003-03-31,-1.3031241343033395,-8.817928722400515,0.0,25.540328795814652,5.3124470944386255
2003-06-30,-1.218699308381201,-3.715918815507116,0.0,20.5254535377263,10.112879143622493
2003-09-30,-1.0523271931430136,1.4554929535898709,-4.96,15.510578279637949,18.785657215734023
2003-12-31,-0.7722703833334106,2.7827047684586157,0.0,10.4957030215496,14.259210892016755
2004-03-31,-0.40039318882029384,2.6334222444938327,0.0,12.462615828463026,11.111292796951977
2004-06-30,-0.025236324454178893,-3.971161331270971,0.0,14.42952863537645,10.617568260130573
2004-09-30,0.22405615604667917,3.2964978006806893,0.8300000000000001,16.396441442289877,8.050257039922696
2004-12-31,0.3318571967275743,2.8996827776064897,0.0,18.3633542492033,4.510946244164642
2005-03-31,0.29941510076061384,-0.9309418198632532,0.0,16.351893486462625,2.662235700920612
2005-06-30,0.1862093199157142,-0.9694658413894806,0.0,14.34043272372195,4.156747863569537
2005-09-30,0.08497867075384047,-0.8351790005242478,2.5,12.328971960981276,4.828416329473834
2005-12-31,-0.0003737352446160358,2.3630949444432248,0.0,10.3175111982406,7.785343407018673
2006-03-31,-0.0663971822440681,2.22765271972608,0.0,11.173396520159251,5.010257454026023
2006-06-30,-0.11775659131786753,-0.5976552028978467,0.0,12.0292818420779,4.391236591871191
2006-09-30,-0.16734763904956473,-0.3521984715885899,1.25,12.885167163996549,3.073076101271086
2006-12-31,-0.21188312035088863,-1.4242514551212004,0.0,13.7410524859152,6.111497461903407
2007-03-31,-0.2507424974410535,0.24832470788558073,0.0,14.040770620582276,4.519124589418435
2007-06-30,-0.2589007139470454,2.0343280572964173,0.0,14.34048875524935,5.920136212282712
2007-09-30,-0.21003715826146951,2.905475277887877,4.5,14.640206889916424,3.3374969790371107
2007-12-31,-0.0883454362456153,3.3625763446845904,0.0,14.9399250245835,5.555089196913592
2008-03-31,0.09871801788889001,1.7673508617497553,0.0,16.997735013765727,3.5575276541025027
2008-06-30,0.2620690466569866,1.1716333991322465,0.0,19.05554500294795,3.2146165445375527
2008-09-30,0.28063950124902237,-4.174710519014946,1.3000000000000025,21.113354992130176,3.3190307241785946
2008-12-31,0.13197663540703308,-8.799703532762994,0.0,23.1711649813124,4.9910496352726845
2009-03-31,-0.17543192455274292,3.6964813202634463,0.0,21.222786078707326,3.301282820535471
2009-06-30,-0.5133608257581888,10.243368856204077,0.0,19.27440717610225,2.671545208682825
2009-09-30,-0.7211583072044819,6.701572013119892,-2.5500000000000025,17.326028273497172,3.2016676446206436
2009-12-31,-0.7540431270112629,1.6308236048886031,0.0,15.3776493708921,6.381979414103607
2010-03-31,-0.6189769495531614,-3.6733314998074396,0.0,16.762018096180825,7.516552937072456
2010-06-30,-0.3883247135836889,-1.6192410069336507,0.0,18.146386821469548,7.263305153763033
2010-09-30,-0.1788079119554945,0.6568642223102649,-0.5,19.53075554675827,3.5909410966334696
2010-12-31,0.012070851493875212,2.6157030515047426,0.0,20.915124272047,12.266122600116658
2011-03-31,0.17472627544257546,1.5545713129035013,0.0,21.612211250025073,4.359490323363346
