matchid,teamid,passes,bad_passes,pass_ratio,corners,fouls,cards,goals,shots,is_home,team_name,pass_80,pass_70,expected_goals,on_target,length,op_teamid,op_passes,op_bad_passes,op_pass_ratio,op_corners,op_fouls,op_cards,op_goals,op_shots,op_team_name,op_pass_80,op_pass_70,op_expected_goals,op_on_target,competitionid,seasonid,shots_op_ratio,goals_op_ratio,pass_op_ratio,points,timestamp
741516,1581,3.9148936170212765,1.0319148936170213,0.7896995708154506,0.02127659574468085,0.1276595744680851,2.0,2.0,0.1276595744680851,0,Portland Timbers,0.2765957446808511,0.5851063829787234,0.9376791867906848,0.05319148936170213,94,1230,3.872340425531915,1.2340425531914894,0.7567567567567568,0.07446808510638298,0.07446808510638298,1.0,2.0,0.14893617021276595,LA Galaxy,0.23404255319148937,0.7446808510638298,0.8193001704651539,0.05319148936170213,98,2014,0.8571428571428571,1.0,1.0435315757204169,1,1404540934285
741516,1230,3.872340425531915,1.2340425531914894,0.7567567567567568,0.07446808510638298,0.07446808510638298,1.0,2.0,0.14893617021276595,1,LA Galaxy,0.23404255319148937,0.7446808510638298,0.8193001704651539,0.05319148936170213,94,1581,3.9148936170212765,1.0319148936170213,0.7896995708154506,0.02127659574468085,0.1276595744680851,2.0,2.0,0.1276595744680851,Portland Timbers,0.2765957446808511,0.5851063829787234,0.9376791867906848,0.05319148936170213,98,2014,1.1666666666666667,1.0,0.9582843713278497,1,1404540929297
741515,928,2.4468085106382977,1.074468085106383,0.6927710843373494,0.05319148936170213,0.13829787234042554,2.0,1.0,0.09574468085106383,0,New England Revolution,0.20212765957446807,0.5425531914893617,0.4327866781322711,0.010638297872340425,94,1899,4.25531914893617,1.0957446808510638,0.7936507936507936,0.06382978723404255,0.14893617021276595,2.0,2.0,0.14893617021276595,Real Salt Lake,0.2553191489361702,0.7340425531914894,0.7419874102973264,0.031914893617021274,98,2014,0.6428571428571429,0.5,0.8728915662650603,0,1404536475677
741515,1899,4.25531914893617,1.0957446808510638,0.7936507936507936,0.06382978723404255,0.14893617021276595,2.0,2.0,0.14893617021276595,1,Real Salt Lake,0.2553191489361702,0.7340425531914894,0.7419874102973264,0.031914893617021274,94,928,2.4468085106382977,1.074468085106383,0.6927710843373494,0.05319148936170213,0.13829787234042554,2.0,1.0,0.09574468085106383,New England Revolution,0.20212765957446807,0.5425531914893617,0.4327866781322711,0.010638297872340425,98,2014,1.5555555555555556,2.0,1.1456176673567977,3,1404536471913
741514,454,3.863157894736842,0.8105263157894737,0.8247191011235955,0.05263157894736842,0.10526315789473684,0.0,1.0,0.21052631578947367,0,Columbus Crew,0.22105263157894736,0.6421052631578947,2.6070554449978465,0.08421052631578947,95,436,3.9473684210526314,0.9473684210526315,0.8047210300429185,0.05263157894736842,0.06315789473684211,3.0,1.0,0.09473684210526316,Colorado Rapids,0.21052631578947367,0.4842105263157895,0.5198245933330834,0.021052631578947368,98,2014,2.222222222222222,1.0,1.024850936329588,1,1404534827790
741514,436,3.9473684210526314,0.9473684210526315,0.8047210300429185,0.05263157894736842,0.06315789473684211,3.0,1.0,0.09473684210526316,1,Colorado Rapids,0.21052631578947367,0.4842105263157895,0.5198245933330834,0.021052631578947368,95,454,3.863157894736842,0.8105263157894737,0.8247191011235955,0.05263157894736842,0.10526315789473684,0.0,1.0,0.21052631578947367,Columbus Crew,0.22105263157894736,0.6421052631578947,2.6070554449978465,0.08421052631578947,98,2014,0.45000000000000007,1.0,0.975751657681468,1,1404534827220
741512,399,2.556701030927835,1.0824742268041236,0.7005649717514124,0.061855670103092786,0.15463917525773196,1.0,2.0,0.12371134020618557,0,New York Red Bulls,0.15463917525773196,0.3711340206185567,1.818827344486151,0.061855670103092786,97,1897,3.7216494845360826,1.2371134020618557,0.7489626556016598,0.061855670103092786,0.13402061855670103,1.0,2.0,0.14432989690721648,Houston Dynamo,0.36082474226804123,0.8865979381443299,0.7363489505781659,0.020618556701030927,98,2014,0.8571428571428572,1.0,0.9353803777955146,1,1404533030671
741513,5513,3.4,1.1368421052631579,0.7476851851851852,0.042105263157894736,0.05263157894736842,3.0,1.0,0.12631578947368421,0,Philadelphia Union,0.29473684210526313,0.6947368421052632,0.9987330861030534,0.042105263157894736,95,1903,4.726315789473684,1.0,0.8238532110091743,0.06315789473684211,0.15789473684210525,0.0,2.0,0.10526315789473684,FC Dallas,0.14736842105263157,0.5578947368421052,0.5327570131280653,0.021052631578947368,98,2014,1.2000000000000002,0.5,0.9075466056256702,0,1404532900990
741513,1903,4.726315789473684,1.0,0.8238532110091743,0.06315789473684211,0.15789473684210525,0.0,2.0,0.10526315789473684,1,FC Dallas,0.14736842105263157,0.5578947368421052,0.5327570131280653,0.021052631578947368,95,5513,3.4,1.1368421052631579,0.7476851851851852,0.042105263157894736,0.05263157894736842,3.0,1.0,0.12631578947368421,Philadelphia Union,0.29473684210526313,0.6947368421052632,0.9987330861030534,0.042105263157894736,98,2014,0.8333333333333333,2.0,1.1018717868605674,3,1404532898149
741512,1897,3.7216494845360826,1.2371134020618557,0.7489626556016598,0.061855670103092786,0.13402061855670103,1.0,2.0,0.14432989690721648,1,Houston Dynamo,0.36082474226804123,0.8865979381443299,0.7363489505781659,0.020618556701030927,97,399,2.556701030927835,1.0824742268041236,0.7005649717514124,0.061855670103092786,0.15463917525773196,1.0,2.0,0.12371134020618557,New York Red Bulls,0.15463917525773196,0.3711340206185567,1.818827344486151,0.061855670103092786,98,2014,1.1666666666666665,1.0,1.069083790657208,1,1404532094785
731823,832,2.478723404255319,1.0425531914893618,0.7018072289156626,0.06382978723404255,0.32978723404255317,2.0,1.0,0.11702127659574468,0,Colombia,0.20212765957446807,0.46808510638297873,0.09895575642384724,0.010638297872340425,94,614,2.6315789473684212,0.7894736842105263,0.7668711656441718,0.042105263157894736,0.24210526315789474,2.0,2.0,0.1368421052631579,Brazil,0.11578947368421053,0.35789473684210527,1.246698112482773,0.042105263157894736,4,2013,0.8551554828150573,0.5,0.915156626506024,0,1404514629687
731823,614,2.6315789473684212,0.7894736842105263,0.7668711656441718,0.042105263157894736,0.24210526315789474,2.0,2.0,0.1368421052631579,1,Brazil,0.11578947368421053,0.35789473684210527,1.246698112482773,0.042105263157894736,95,832,2.478723404255319,1.0425531914893618,0.7018072289156626,0.06382978723404255,0.32978723404255317,2.0,1.0,0.11702127659574468,Colombia,0.20212765957446807,0.46808510638297873,0.09895575642384724,0.010638297872340425,4,2013,1.169377990430622,2.0,1.0927091287290345,3,1404514623552
731824,368,3.627659574468085,1.1702127659574468,0.754424778761062,0.05319148936170213,0.19148936170212766,0.0,0.0,0.13829787234042554,1,France,0.23404255319148937,0.3829787234042553,1.1997280691893029,0.05319148936170213,94,357,3.6702127659574466,1.2234042553191489,0.7483731019522777,0.031914893617021274,0.1595744680851064,2.0,1.0,0.09574468085106383,Germany,0.09574468085106383,0.48936170212765956,0.9377855994398461,0.031914893617021274,4,2013,1.4444444444444444,0.0,1.0080864435039116,0,1404500191722
731824,357,3.6702127659574466,1.2234042553191489,0.7483731019522777,0.031914893617021274,0.1595744680851064,2.0,1.0,0.09574468085106383,0,Germany,0.09574468085106383,0.48936170212765956,0.9377855994398461,0.031914893617021274,94,368,3.627659574468085,1.1702127659574468,0.754424778761062,0.05319148936170213,0.19148936170212766,0.0,0.0,0.13829787234042554,France,0.23404255319148937,0.3829787234042553,1.1997280691893029,0.05319148936170213,4,2013,0.6923076923076923,1.0,0.9919784225291188,3,1404500184917
741511,1131,4.6,1.3157894736842106,0.7761989342806395,0.06315789473684211,0.2,2.0,0.0,0.16842105263157894,1,San Jose Earthquakes,0.23157894736842105,0.5157894736842106,0.9769335288752814,0.031578947368421054,95,2079,2.1894736842105265,1.3368421052631578,0.6190476190476191,0.0,0.11578947368421053,4.0,1.0,0.10526315789473684,Chivas USA,0.11578947368421053,0.28421052631578947,0.9880296695624242,0.042105263157894736,98,2014,1.6,0.0,1.2538598169148791,0,1404365842323
741511,2079,2.1894736842105265,1.3368421052631578,0.6190476190476191,0.0,0.11578947368421053,4.0,1.0,0.10526315789473684,0,Chivas USA,0.11578947368421053,0.28421052631578947,0.9880296695624242,0.042105263157894736,95,1131,4.6,1.3157894736842106,0.7761989342806395,0.06315789473684211,0.2,2.0,0.0,0.16842105263157894,San Jose Earthquakes,0.23157894736842105,0.5157894736842106,0.9769335288752814,0.031578947368421054,98,2014,0.625,1.0,0.7975373215647815,3,1404365833429
741510,1207,4.935483870967742,1.1827956989247312,0.8052631578947368,0.053763440860215055,0.10752688172043011,2.0,1.0,0.21505376344086022,1,Chicago Fire,0.26881720430107525,0.6344086021505376,1.4025991686088288,0.053763440860215055,93,2077,2.5591397849462365,1.1827956989247312,0.6819484240687679,0.06451612903225806,0.12903225806451613,2.0,1.0,0.07526881720430108,Toronto FC,0.15053763440860216,0.2903225806451613,0.6836073040247223,0.021505376344086023,98,2014,2.857142857142857,1.0,1.180827067669173,1,1404358346483
741510,2077,2.5591397849462365,1.1827956989247312,0.6819484240687679,0.06451612903225806,0.12903225806451613,2.0,1.0,0.07526881720430108,0,Toronto FC,0.15053763440860216,0.2903225806451613,0.6836073040247223,0.021505376344086023,93,1207,4.935483870967742,1.1827956989247312,0.8052631578947368,0.053763440860215055,0.10752688172043011,2.0,1.0,0.21505376344086022,Chicago Fire,0.26881720430107525,0.6344086021505376,1.4025991686088288,0.053763440860215055,98,2014,0.35000000000000003,1.0,0.8468640560331104,1,1404358346315
731822,596,4.466666666666667,1.025,0.8121212121212121,0.03333333333333333,0.225,1.0,1.0,0.14166666666666666,0,USA,0.31666666666666665,0.6583333333333333,1.4184354494109361,0.041666666666666664,120,360,3.6,1.1083333333333334,0.7632508833922261,0.15833333333333333,0.09166666666666666,1.0,2.0,0.325,Belgium,0.275,0.9166666666666666,4.22657804117837,0.15,4,2013,0.43589743589743585,0.5,1.0640291806958475,0,1404257575406
731822,360,3.6,1.1083333333333334,0.7632508833922261,0.15833333333333333,0.09166666666666666,1.0,2.0,0.325,1,Belgium,0.275,0.9166666666666666,4.22657804117837,0.15,120,596,4.466666666666667,1.025,0.8121212121212121,0.03333333333333333,0.225,1.0,1.0,0.14166666666666666,USA,0.31666666666666665,0.6583333333333333,1.4184354494109361,0.041666666666666664,4,2013,2.294117647058824,2.0,0.9398238489531142,3,1404257572689
731821,497,2.3870967741935485,0.9919354838709677,0.7047619047619048,0.04032258064516129,0.14516129032258066,2.0,0.0,0.12096774193548387,0,Switzerland,0.16129032258064516,0.2903225806451613,1.3915368654593714,0.03225806451612903,124,632,4.637096774193548,1.2096774193548387,0.7920110192837465,0.10483870967741936,0.23387096774193547,3.0,1.0,0.23387096774193547,Argentina,0.21774193548387097,0.5806451612903226,2.3680773785630183,0.06451612903225806,4,2013,0.5172413793103449,0.0,0.8898385093167703,0,1404243457601
731821,632,4.637096774193548,1.2096774193548387,0.7920110192837465,0.10483870967741936,0.23387096774193547,3.0,1.0,0.23387096774193547,1,Argentina,0.21774193548387097,0.5806451612903226,2.3680773785630183,0.06451612903225806,124,497,2.3870967741935485,0.9919354838709677,0.7047619047619048,0.04032258064516129,0.14516129032258066,2.0,0.0,0.12096774193548387,Switzerland,0.16129032258064516,0.2903225806451613,1.3915368654593714,0.03225806451612903,4,2013,1.9333333333333331,1.0,1.1237994192539646,3,1404243374227
731820,357,6.0,1.1475409836065573,0.8384879725085911,0.08196721311475409,0.16393442622950818,1.0,2.0,0.22950819672131148,1,Germany,0.21311475409836064,0.7131147540983607,3.414730075822347,0.09836065573770492,122,1215,2.4672131147540983,1.2540983606557377,0.6615384615384615,0.03278688524590164,0.09016393442622951,1.0,1.0,0.08196721311475409,Algeria,0.05737704918032787,0.1721311475409836,1.0441778248826126,0.03278688524590164,4,2013,2.8000000000000003,2.0,1.2674818189083354,3,1404171338462
731820,1215,2.4672131147540983,1.2540983606557377,0.6615384615384615,0.03278688524590164,0.09016393442622951,1.0,1.0,0.08196721311475409,0,Algeria,0.05737704918032787,0.1721311475409836,1.0441778248826126,0.03278688524590164,122,357,6.0,1.1475409836065573,0.8384879725085911,0.08196721311475409,0.16393442622950818,1.0,2.0,0.22950819672131148,Germany,0.21311475409836064,0.7131147540983607,3.414730075822347,0.09836065573770492,4,2013,0.3571428571428571,0.5,0.7889659520807062,0,1404171337303
731819,1216,3.0736842105263156,1.0210526315789474,0.7487179487179487,0.09473684210526316,0.12631578947368421,0.0,0.0,0.10526315789473684,0,Nigeria,0.14736842105263157,0.4631578947368421,0.20647168454805698,0.021052631578947368,95,368,3.5894736842105264,0.9789473684210527,0.7839080459770115,0.12631578947368421,0.15789473684210525,1.0,2.0,0.1368421052631579,France,0.3263157894736842,0.8105263157894737,1.9871355936472352,0.06315789473684211,4,2013,0.7692307692307692,0.0,0.95510940672231,0,1404154449352
731819,368,3.5894736842105264,0.9789473684210527,0.7839080459770115,0.12631578947368421,0.15789473684210525,1.0,2.0,0.1368421052631579,1,France,0.3263157894736842,0.8105263157894737,1.9871355936472352,0.06315789473684211,95,1216,3.0736842105263156,1.0210526315789474,0.7487179487179487,0.09473684210526316,0.12631578947368421,0.0,0.0,0.10526315789473684,Nigeria,0.14736842105263157,0.4631578947368421,0.20647168454805698,0.021052631578947368,4,2013,1.3000000000000003,2.0,1.0470004723665565,3,1404154448434
741509,1897,3.8369565217391304,1.0217391304347827,0.7879464285714286,0.06521739130434782,0.10869565217391304,2.0,0.0,0.08695652173913043,0,Houston Dynamo,0.2717391304347826,0.717391304347826,0.3497763823162984,0.021739130434782608,92,1616,4.119565217391305,0.9565217391304348,0.8098290598290598,0.06521739130434782,0.17391304347826086,1.0,3.0,0.18478260869565216,Montreal Impact,0.11956521739130435,0.43478260869565216,2.5400568705742836,0.08695652173913043,98,2014,0.47058823529411764,0.0,0.9729787033546928,0,1404095286450
741509,1616,4.119565217391305,0.9565217391304348,0.8098290598290598,0.06521739130434782,0.17391304347826086,1.0,3.0,0.18478260869565216,1,Montreal Impact,0.11956521739130435,0.43478260869565216,2.5400568705742836,0.08695652173913043,92,1897,3.8369565217391304,1.0217391304347827,0.7879464285714286,0.06521739130434782,0.10869565217391304,2.0,0.0,0.08695652173913043,Houston Dynamo,0.2717391304347826,0.717391304347826,0.3497763823162984,0.021739130434782608,98,2014,2.125,3.0,1.0277717246555773,3,1404095281520
731818,517,3.8359375,0.8515625,0.8169717138103162,0.0859375,0.171875,3.0,1.0,0.2109375,0,Greece,0.171875,0.4296875,2.8144255047009556,0.0625,128,838,2.3125,0.8671875,0.7254901960784313,0.0234375,0.125,6.0,1.0,0.09375,Costa Rica,0.1171875,0.265625,0.2377491051566103,0.0078125,4,2013,2.25,1.0,1.1260961460628682,1,1404086170610
731818,838,2.3125,0.8671875,0.7254901960784313,0.0234375,0.125,6.0,1.0,0.09375,1,Costa Rica,0.1171875,0.265625,0.2377491051566103,0.0078125,128,517,3.8359375,0.8515625,0.8169717138103162,0.0859375,0.171875,3.0,1.0,0.2109375,Greece,0.171875,0.4296875,2.8144255047009556,0.0625,4,2013,0.4444444444444444,1.0,0.8880236412283854,1,1404086144245
741506,454,5.559139784946237,0.9139784946236559,0.857379767827529,0.021505376344086023,0.0967741935483871,0.0,0.0,0.10752688172043011,1,Columbus Crew,0.25806451612903225,0.7204301075268817,0.3340509931830721,0.021505376344086023,93,1903,3.4731182795698925,1.010752688172043,0.7727272727272727,0.043010752688172046,0.043010752688172046,0.0,0.0,0.07526881720430108,FC Dallas,0.13978494623655913,0.3978494623655914,0.9739547447794292,0.021505376344086023,98,2014,1.4285714285714286,0.0,1.1095502877768022,1,1404075429572
741506,1903,3.4731182795698925,1.010752688172043,0.7727272727272727,0.043010752688172046,0.043010752688172046,0.0,0.0,0.07526881720430108,0,FC Dallas,0.13978494623655913,0.3978494623655914,0.9739547447794292,0.021505376344086023,93,454,5.559139784946237,0.9139784946236559,0.857379767827529,0.021505376344086023,0.0967741935483871,0.0,0.0,0.10752688172043011,Columbus Crew,0.25806451612903225,0.7204301075268817,0.3340509931830721,0.021505376344086023,98,2014,0.7000000000000001,0.0,0.9012660453666256,1,1404075425979
731817,659,3.1875,1.0104166666666667,0.7574257425742574,0.020833333333333332,0.08333333333333333,3.0,1.0,0.10416666666666667,0,Mexico,0.10416666666666667,0.34375,0.7727585429307096,0.052083333333333336,96,366,4.46875,0.9791666666666666,0.8187022900763359,0.10416666666666667,0.125,0.0,2.0,0.13541666666666666,Netherlands,0.10416666666666667,0.4895833333333333,1.345961801040062,0.03125,4,2013,0.7692307692307693,0.5,0.9251540538669252,0,1404068315798
731817,366,4.46875,0.9791666666666666,0.8187022900763359,0.10416666666666667,0.125,0.0,2.0,0.13541666666666666,1,Netherlands,0.10416666666666667,0.4895833333333333,1.345961801040062,0.03125,96,659,3.1875,1.0104166666666667,0.7574257425742574,0.020833333333333332,0.08333333333333333,3.0,1.0,0.10416666666666667,Mexico,0.10416666666666667,0.34375,0.7727585429307096,0.052083333333333336,4,2013,1.2999999999999998,2.0,1.0809010627151623,3,1404068314970
741503,1131,3.956989247311828,1.2688172043010753,0.75564681724846,0.06451612903225806,0.10752688172043011,0.0,0.0,0.13978494623655913,1,San Jose Earthquakes,0.1935483870967742,0.5698924731182796,0.37738535595551936,0.010752688172043012,93,1230,3.5806451612903225,1.2580645161290323,0.738359201773836,0.03225806451612903,0.11827956989247312,2.0,1.0,0.1827956989247312,LA Galaxy,0.1827956989247312,0.5053763440860215,0.992878989483156,0.053763440860215055,98,2014,0.7647058823529411,0.0,1.0234135572944607,0,1404020844210
741503,1230,3.5806451612903225,1.2580645161290323,0.738359201773836,0.03225806451612903,0.11827956989247312,2.0,1.0,0.1827956989247312,0,LA Galaxy,0.1827956989247312,0.5053763440860215,0.992878989483156,0.053763440860215055,93,1131,3.956989247311828,1.2688172043010753,0.75564681724846,0.06451612903225806,0.10752688172043011,0.0,0.0,0.13978494623655913,San Jose Earthquakes,0.1935483870967742,0.5698924731182796,0.37738535595551936,0.010752688172043012,98,2014,1.307692307692308,1.0,0.9771220958257014,3,1404020832146
741508,2079,3.0842105263157893,0.9894736842105263,0.7551546391752577,0.042105263157894736,0.09473684210526316,3.0,1.0,0.2,1,Chivas USA,0.29473684210526313,0.6631578947368421,1.6500498510121357,0.08421052631578947,95,1899,4.294736842105263,1.0315789473684212,0.8047337278106509,0.06315789473684211,0.14736842105263157,2.0,0.0,0.09473684210526316,Real Salt Lake,0.16842105263157894,0.5684210526315789,0.8975888347154233,0.021052631578947368,98,2014,2.111111111111111,1.0,0.9383906913280776,3,1404019977268
741508,1899,4.294736842105263,1.0315789473684212,0.8047337278106509,0.06315789473684211,0.14736842105263157,2.0,0.0,0.09473684210526316,0,Real Salt Lake,0.16842105263157894,0.5684210526315789,0.8975888347154233,0.021052631578947368,95,2079,3.0842105263157893,0.9894736842105263,0.7551546391752577,0.042105263157894736,0.09473684210526316,3.0,1.0,0.2,Chivas USA,0.29473684210526313,0.6631578947368421,1.6500498510121357,0.08421052631578947,98,2014,0.47368421052631576,0.0,1.0656542197629097,0,1404019969911
741507,1708,4.913043478260869,1.076086956521739,0.8188405797101449,0.043478260869565216,0.11956521739130435,1.0,0.0,0.07608695652173914,0,Vancouver Whitecaps,0.15217391304347827,0.5652173913043478,0.25417829541512393,0.010869565217391304,92,436,4.543478260869565,1.0326086956521738,0.8132295719844358,0.03260869565217391,0.11956521739130435,1.0,2.0,0.20652173913043478,Colorado Rapids,0.16304347826086957,0.4782608695652174,1.3108796778345353,0.06521739130434782,98,2014,0.368421052631579,0.0,1.006899660217738,0,1404014760417
