,Date,Open,High,Low,Close,Volume,Adj Close
47,2007-09-10 00:00:00,120.6,121.13,118.02,120.54,68500,120.37
48,2007-09-07 00:00:00,121.09,121.46,120.12,121.3,68600,121.13
49,2007-09-06 00:00:00,122.54,122.89,121.65,122.64,65900,122.47
50,2007-09-05 00:00:00,121.19,121.44,120.4,121.19,107500,121.02
51,2007-09-04 00:00:00,119.29,122.39,119.1,121.58,154800,121.41
52,2007-08-31 00:00:00,119.49,119.77,118.59,119.0,29500,118.84
53,2007-08-30 00:00:00,116.51,118.13,116.51,117.34,50400,117.18
54,2007-08-29 00:00:00,114.99,117.7,114.87,117.64,27200,117.48
55,2007-08-28 00:00:00,115.98,116.27,113.89,114.22,45600,114.06
56,2007-08-27 00:00:00,117.28,117.9,116.48,117.3,141100,117.14
57,2007-08-24 00:00:00,116.79,118.36,116.55,118.3,31300,118.14
58,2007-08-23 00:00:00,116.99,117.14,114.79,116.24,74300,116.08
59,2007-08-22 00:00:00,114.48,115.54,114.46,115.38,62300,115.22
60,2007-08-21 00:00:00,114.09,114.89,112.89,113.5,34500,113.34
61,2007-08-20 00:00:00,114.1,115.0,112.43,114.5,57900,114.34
62,2007-08-17 00:00:00,115.2,115.2,112.12,114.01,75000,113.85
63,2007-08-16 00:00:00,110.29,112.06,106.54,111.3,299500,111.15
64,2007-08-15 00:00:00,115.01,116.17,112.06,112.21,53500,112.05
65,2007-08-14 00:00:00,118.0,118.0,115.3,115.46,47600,115.3
66,2007-08-13 00:00:00,119.0,119.23,117.05,117.05,96600,116.89
67,2007-08-10 00:00:00,113.3,117.87,113.0,117.33,94600,117.17
68,2007-08-09 00:00:00,117.28,119.32,115.99,116.33,432000,116.17
69,2007-08-08 00:00:00,118.25,120.98,117.97,119.97,398500,119.8
70,2007-08-07 00:00:00,114.25,117.93,114.1,117.19,92500,117.03
71,2007-08-06 00:00:00,114.8,115.24,111.87,115.09,323700,114.93
72,2007-08-03 00:00:00,118.8,119.7,114.71,114.71,113300,114.55
73,2007-08-02 00:00:00,119.8,120.37,117.38,119.08,86200,118.92
74,2007-08-01 00:00:00,120.5,121.16,116.65,119.37,104500,119.21
75,2007-07-31 00:00:00,122.14,123.09,120.1,120.3,168700,120.13
76,2007-07-30 00:00:00,120.35,121.25,118.37,120.78,60900,120.61
77,2007-07-27 00:00:00,121.2,122.31,118.39,119.48,82500,119.31
78,2007-07-26 00:00:00,123.7,124.13,119.17,121.61,183500,121.44
79,2007-07-25 00:00:00,124.95,125.88,122.29,125.64,115600,125.47
80,2007-07-24 00:00:00,126.53,126.75,123.86,124.68,66700,124.51
81,2007-07-23 00:00:00,129.0,129.0,127.35,127.88,49800,127.7
82,2007-07-20 00:00:00,129.39,129.39,127.36,128.3,46300,128.12
83,2007-07-19 00:00:00,128.78,129.15,128.44,129.08,53500,128.9
84,2007-07-18 00:00:00,125.58,127.93,125.33,127.87,62400,127.69
85,2007-07-17 00:00:00,127.02,127.82,125.29,125.5,69500,125.33
86,2007-07-16 00:00:00,128.34,128.34,125.44,126.44,81700,126.27
87,2007-07-13 00:00:00,127.51,128.85,127.4,128.46,71200,128.28
88,2007-07-12 00:00:00,125.95,127.23,125.95,127.22,98800,127.04
89,2007-07-11 00:00:00,123.9,124.79,123.5,124.69,84400,124.52
90,2007-07-10 00:00:00,124.36,125.72,123.76,124.47,44800,124.3
91,2007-07-09 00:00:00,124.38,125.52,124.18,125.13,58800,124.96
92,2007-07-06 00:00:00,123.05,124.18,123.05,123.8,49100,123.63
93,2007-07-05 00:00:00,122.3,123.22,121.43,122.69,99000,122.52
94,2007-07-03 00:00:00,122.05,122.64,121.95,122.5,39800,122.33
95,2007-07-02 00:00:00,120.8,121.95,120.23,121.95,56800,121.78
96,2007-06-29 00:00:00,120.42,120.96,119.18,119.84,101400,119.67
97,2007-06-28 00:00:00,120.85,120.95,119.12,119.44,88900,118.98
98,2007-06-27 00:00:00,117.15,119.81,116.29,119.8,99100,119.33
99,2007-06-26 00:00:00,121.1,121.1,117.83,118.62,135300,118.16
100,2007-06-25 00:00:00,121.5,122.16,119.75,120.5,176500,120.03
101,2007-06-22 00:00:00,123.25,124.49,121.01,122.19,141200,121.71
102,2007-06-21 00:00:00,121.52,123.26,121.14,123.26,222900,122.78
103,2007-06-20 00:00:00,124.13,124.44,120.73,120.95,117600,120.48
104,2007-06-19 00:00:00,124.2,124.62,123.13,124.13,84600,123.65
105,2007-06-18 00:00:00,124.15,124.51,123.67,124.17,50300,123.69
106,2007-06-15 00:00:00,123.15,123.97,123.15,123.9,49500,123.42
107,2007-06-14 00:00:00,120.89,122.4,120.84,122.37,67000,121.89
108,2007-06-13 00:00:00,118.19,120.32,118.19,120.32,32200,119.85
109,2007-06-12 00:00:00,118.98,119.39,117.76,117.95,137900,117.49
110,2007-06-11 00:00:00,118.1,119.81,118.1,119.28,90900,118.82
111,2007-06-08 00:00:00,117.35,118.6,115.83,118.6,61700,118.14
112,2007-06-07 00:00:00,119.98,120.66,117.46,117.55,91900,117.09
113,2007-06-06 00:00:00,121.0,121.17,119.63,119.99,92300,119.52
114,2007-06-05 00:00:00,121.85,122.1,121.02,121.8,163200,121.33
115,2007-06-04 00:00:00,120.66,122.39,120.56,122.33,49800,121.85
116,2007-06-01 00:00:00,120.0,121.0,120.0,120.75,79100,120.28
117,2007-05-31 00:00:00,119.96,120.38,119.0,119.41,105100,118.95
118,2007-05-30 00:00:00,116.87,119.56,116.83,119.52,41900,119.06
119,2007-05-29 00:00:00,118.15,118.26,116.87,117.49,24100,117.03
120,2007-05-25 00:00:00,117.87,118.15,117.25,118.14,31200,117.68
121,2007-05-24 00:00:00,118.98,119.48,116.26,116.52,70300,116.07
122,2007-05-23 00:00:00,119.06,119.88,118.64,118.8,65900,118.34
123,2007-05-22 00:00:00,119.38,119.64,118.08,118.25,26800,117.79
124,2007-05-21 00:00:00,119.06,120.11,118.59,119.32,78800,118.86
125,2007-05-18 00:00:00,117.12,118.2,117.0,118.1,38400,117.64
126,2007-05-17 00:00:00,114.92,117.0,114.3,116.57,82600,116.12
127,2007-05-16 00:00:00,114.5,114.98,113.26,114.98,25300,114.53
128,2007-05-15 00:00:00,114.41,115.63,114.18,114.65,140600,114.2
129,2007-05-14 00:00:00,114.58,115.0,114.0,114.58,27700,114.13
130,2007-05-11 00:00:00,112.69,114.46,112.69,114.46,79600,114.01
131,2007-05-10 00:00:00,114.04,114.04,111.87,112.2,97600,111.76
132,2007-05-09 00:00:00,113.67,114.17,112.96,114.05,49900,113.61
133,2007-05-08 00:00:00,113.57,114.14,112.62,114.14,32100,113.7
134,2007-05-07 00:00:00,113.57,114.21,113.51,114.16,40200,113.72
135,2007-05-04 00:00:00,113.7,114.5,112.95,113.38,50100,112.94
136,2007-05-03 00:00:00,112.0,113.26,111.78,113.0,41900,112.56
137,2007-05-02 00:00:00,110.97,112.13,110.83,111.8,38700,111.37
138,2007-05-01 00:00:00,110.5,110.76,109.57,110.68,64300,110.25
139,2007-04-30 00:00:00,111.88,112.36,110.43,110.51,27700,110.08
140,2007-04-27 00:00:00,111.45,112.25,111.03,111.93,21300,111.49
141,2007-04-26 00:00:00,111.73,112.03,110.92,111.8,30800,111.37
142,2007-04-25 00:00:00,110.68,112.45,110.55,112.07,50100,111.63
143,2007-04-24 00:00:00,110.13,110.64,109.59,110.0,55000,109.57
144,2007-04-23 00:00:00,109.94,111.1,109.94,110.43,46200,110.0
145,2007-04-20 00:00:00,109.75,110.24,109.34,110.24,36300,109.81
146,2007-04-19 00:00:00,108.7,109.02,108.45,108.86,41700,108.44
147,2007-04-18 00:00:00,110.25,110.25,109.53,110.17,68900,109.74
148,2007-04-17 00:00:00,111.55,111.65,110.25,110.62,60000,110.19
149,2007-04-16 00:00:00,110.95,111.3,110.0,111.3,121100,110.87
150,2007-04-13 00:00:00,110.23,110.7,109.73,110.7,48600,110.27
151,2007-04-12 00:00:00,109.0,110.04,108.45,110.0,28000,109.57
152,2007-04-11 00:00:00,108.9,109.5,108.06,108.7,406600,108.28
153,2007-04-10 00:00:00,108.01,108.89,108.01,108.89,35900,108.47
154,2007-04-09 00:00:00,107.29,108.49,107.24,107.4,29500,106.98
155,2007-04-05 00:00:00,106.95,107.73,106.95,107.55,104300,107.13
156,2007-04-04 00:00:00,106.0,107.18,105.83,107.18,51300,106.76
157,2007-04-03 00:00:00,106.0,106.67,105.45,106.62,97900,106.21
158,2007-04-02 00:00:00,105.48,106.19,105.07,106.09,157200,105.68
159,2007-03-30 00:00:00,106.14,106.14,104.74,105.01,29300,104.6
160,2007-03-29 00:00:00,106.11,106.2,105.32,106.2,79400,105.79
161,2007-03-28 00:00:00,105.61,105.91,104.79,105.35,25400,104.94
162,2007-03-27 00:00:00,104.55,105.45,104.55,105.45,53600,105.04
163,2007-03-26 00:00:00,105.32,105.65,104.11,105.39,35600,104.98
164,2007-03-23 00:00:00,104.6,105.16,104.43,104.98,54000,104.57
165,2007-03-22 00:00:00,103.91,104.9,103.8,104.41,56400,104.0
166,2007-03-21 00:00:00,101.75,103.46,101.75,103.2,34900,102.8
167,2007-03-20 00:00:00,100.95,101.62,100.57,101.46,28500,101.07
168,2007-03-19 00:00:00,99.9,100.98,99.8,100.98,26000,100.59
169,2007-03-16 00:00:00,99.75,100.4,98.74,99.03,210600,98.64
170,2007-03-15 00:00:00,99.57,100.36,99.45,99.87,18500,99.48
171,2007-03-14 00:00:00,99.01,99.74,97.79,99.61,60400,99.22
172,2007-03-13 00:00:00,100.1,101.18,98.65,98.8,85300,98.42
173,2007-03-12 00:00:00,99.74,100.65,99.72,100.48,58000,100.09
174,2007-03-09 00:00:00,100.88,101.24,100.14,100.7,30000,100.31
175,2007-03-08 00:00:00,100.47,101.0,100.1,100.6,114600,100.21
176,2007-03-07 00:00:00,98.8,101.15,98.71,100.05,173900,99.66
177,2007-03-06 00:00:00,97.9,98.89,97.73,98.89,84700,98.51
178,2007-03-05 00:00:00,96.39,98.01,96.39,96.82,130900,96.44
179,2007-03-02 00:00:00,99.48,99.65,97.85,98.18,89400,97.8
180,2007-03-01 00:00:00,98.3,100.81,98.22,100.1,74900,99.71
181,2007-02-28 00:00:00,100.01,100.94,99.64,100.24,58000,99.85
182,2007-02-27 00:00:00,101.9,103.03,99.21,100.0,58200,99.61
183,2007-02-26 00:00:00,103.45,104.52,103.45,103.99,70900,103.59
184,2007-02-23 00:00:00,103.29,103.74,102.87,103.22,59300,102.82
185,2007-02-22 00:00:00,102.0,102.98,101.46,102.98,138300,102.58
186,2007-02-21 00:00:00,100.92,102.0,100.22,101.99,57800,101.59
187,2007-02-20 00:00:00,100.65,100.93,100.29,100.91,87900,100.52
188,2007-02-16 00:00:00,101.75,101.98,101.43,101.83,36400,101.43
189,2007-02-15 00:00:00,102.09,102.09,101.08,101.74,82400,101.34
190,2007-02-14 00:00:00,102.42,103.0,101.71,102.34,54200,101.94
191,2007-02-13 00:00:00,101.16,102.23,101.15,102.2,40500,101.8
192,2007-02-12 00:00:00,100.6,100.99,99.82,100.45,46200,100.06
193,2007-02-09 00:00:00,102.02,102.22,101.11,101.56,28800,101.16
194,2007-02-08 00:00:00,100.75,101.96,100.24,101.96,60000,101.56
195,2007-02-07 00:00:00,101.73,102.08,100.35,101.0,56600,100.61
196,2007-02-06 00:00:00,101.87,101.96,100.99,101.65,37800,101.25
197,2007-02-05 00:00:00,102.15,102.27,101.45,101.62,102200,101.22
198,2007-02-02 00:00:00,101.31,101.99,100.62,101.8,39900,101.4
199,2007-02-01 00:00:00,101.25,101.99,100.67,101.89,95100,101.49
200,2007-01-31 00:00:00,100.06,101.25,99.76,101.0,56900,100.61
201,2007-01-30 00:00:00,98.82,100.55,98.82,100.55,57900,100.16
202,2007-01-29 00:00:00,99.05,99.61,98.14,98.55,40200,98.17
203,2007-01-26 00:00:00,99.03,99.43,98.51,99.1,66000,98.71
204,2007-01-25 00:00:00,99.98,100.07,98.19,98.7,58300,98.32
205,2007-01-24 00:00:00,99.69,100.5,98.5,100.5,81400,100.11
206,2007-01-23 00:00:00,98.26,100.11,98.26,99.9,74600,99.51
207,2007-01-22 00:00:00,97.85,98.35,96.68,97.4,121500,97.02
208,2007-01-19 00:00:00,96.0,97.8,96.0,97.8,199200,97.42
209,2007-01-18 00:00:00,97.03,97.24,95.15,95.67,379600,95.3
210,2007-01-17 00:00:00,95.59,96.65,95.39,96.5,82800,96.12
211,2007-01-16 00:00:00,96.5,96.76,95.13,95.67,171700,95.3
212,2007-01-12 00:00:00,94.67,96.7,94.67,96.65,179600,96.27
213,2007-01-11 00:00:00,94.6,96.28,93.77,93.85,52400,93.48
214,2007-01-10 00:00:00,94.74,95.06,93.8,94.55,111900,94.18
215,2007-01-09 00:00:00,95.0,95.97,94.29,95.6,96800,95.23
216,2007-01-08 00:00:00,97.34,97.35,95.66,96.66,77700,96.28
217,2007-01-05 00:00:00,95.85,96.4,95.07,96.38,64600,96.01
218,2007-01-04 00:00:00,96.3,97.14,93.99,95.7,118100,95.33
219,2007-01-03 00:00:00,99.96,99.96,97.1,97.9,701800,97.52
220,2006-12-29 00:00:00,101.84,101.84,101.24,101.6,38200,101.2
221,2006-12-28 00:00:00,102.15,102.34,101.78,102.24,33400,101.84
222,2006-12-27 00:00:00,101.25,102.19,100.8,101.9,24600,101.5
223,2006-12-26 00:00:00,101.0,101.72,100.26,100.78,38200,100.39
224,2006-12-22 00:00:00,101.79,101.79,100.76,100.76,64500,100.37
225,2006-12-21 00:00:00,102.53,102.58,100.83,101.54,61000,101.14
226,2006-12-20 00:00:00,103.28,104.15,102.57,102.61,94000,101.89
227,2006-12-19 00:00:00,101.84,104.14,101.81,103.95,65900,103.22
228,2006-12-18 00:00:00,104.78,104.78,102.35,102.44,42800,101.72
229,2006-12-15 00:00:00,106.32,106.32,104.99,105.35,62400,104.61
230,2006-12-14 00:00:00,105.2,106.72,105.2,106.45,61400,105.7
231,2006-12-13 00:00:00,104.2,105.17,104.05,104.96,35800,104.22
232,2006-12-12 00:00:00,104.3,104.82,103.58,104.13,40000,103.4
233,2006-12-11 00:00:00,103.9,105.0,103.65,104.5,61000,103.77
234,2006-12-08 00:00:00,105.12,105.55,104.31,104.58,96400,103.85
235,2006-12-07 00:00:00,104.73,105.22,103.96,104.7,27000,103.97
236,2006-12-06 00:00:00,104.57,106.0,104.57,104.97,95600,104.23
237,2006-12-05 00:00:00,105.8,105.8,104.16,105.3,60000,104.56
238,2006-12-04 00:00:00,104.55,104.88,103.8,104.88,59600,104.14
239,2006-12-01 00:00:00,104.29,104.95,103.12,104.95,658200,104.21
240,2006-11-30 00:00:00,103.97,104.92,103.38,104.54,84200,103.81
241,2006-11-29 00:00:00,101.6,103.98,101.4,103.73,68800,103.0
242,2006-11-28 00:00:00,99.85,101.32,99.85,101.13,55400,100.42
243,2006-11-27 00:00:00,100.7,100.97,99.43,99.7,62000,99.0
244,2006-11-24 00:00:00,100.89,100.89,100.21,100.45,30800,99.75
245,2006-11-22 00:00:00,100.17,100.77,99.08,100.3,45600,99.6
246,2006-11-21 00:00:00,98.64,100.48,98.64,100.25,69500,99.55
247,2006-11-20 00:00:00,98.22,99.29,97.94,98.7,76600,98.01
248,2006-11-17 00:00:00,97.07,98.5,96.41,98.47,70800,97.78
249,2006-11-16 00:00:00,100.6,100.71,97.58,97.7,56600,97.01
250,2006-11-15 00:00:00,98.99,100.65,98.91,100.35,83400,99.65
251,2006-11-14 00:00:00,99.33,99.48,98.6,99.24,50600,98.54
252,2006-11-13 00:00:00,98.4,99.5,98.39,99.08,46800,98.38
253,2006-11-10 00:00:00,100.3,100.3,98.69,99.3,55600,98.6
254,2006-11-09 00:00:00,99.85,101.47,99.68,100.7,43600,99.99
255,2006-11-08 00:00:00,97.95,99.62,97.66,99.6,68200,98.9
256,2006-11-07 00:00:00,99.01,99.1,97.71,98.14,54600,97.45
257,2006-11-06 00:00:00,97.87,99.1,97.74,98.95,52200,98.26
258,2006-11-03 00:00:00,96.88,98.19,96.88,97.95,80000,97.26
259,2006-11-02 00:00:00,95.55,96.82,95.14,96.2,109200,95.53
260,2006-11-01 00:00:00,96.95,97.25,95.25,95.91,74400,95.24
261,2006-10-31 00:00:00,95.85,97.16,95.11,96.84,97000,96.16
262,2006-10-30 00:00:00,97.0,97.09,95.85,95.9,38500,95.23
263,2006-10-27 00:00:00,98.0,98.81,97.25,97.25,105000,96.57
264,2006-10-26 00:00:00,98.95,99.42,97.6,98.29,60200,97.6
265,2006-10-25 00:00:00,96.8,98.92,96.17,98.5,111700,97.81
266,2006-10-24 00:00:00,95.43,96.95,94.9,96.85,51000,96.17
267,2006-10-23 00:00:00,94.2,95.54,94.2,95.43,34000,94.76
268,2006-10-20 00:00:00,96.29,96.42,94.97,95.41,46700,94.74
269,2006-10-19 00:00:00,94.9,96.35,94.6,96.29,43600,95.61
270,2006-10-18 00:00:00,94.92,95.42,93.7,94.04,82900,93.38
271,2006-10-17 00:00:00,95.18,95.3,94.11,94.91,104300,94.24
272,2006-10-16 00:00:00,94.0,95.72,93.77,95.7,58400,95.03
273,2006-10-13 00:00:00,92.24,94.08,92.24,93.65,90000,92.99
274,2006-10-12 00:00:00,90.45,92.05,90.45,92.05,48400,91.4
275,2006-10-11 00:00:00,90.8,91.43,90.0,90.45,47400,89.82
276,2006-10-10 00:00:00,90.25,91.68,90.25,91.66,66200,91.02
277,2006-10-09 00:00:00,91.64,92.09,90.07,90.54,40400,89.9
278,2006-10-06 00:00:00,90.3,91.22,89.75,91.15,94500,90.51
279,2006-10-05 00:00:00,90.8,91.17,90.01,91.13,108200,90.49
280,2006-10-04 00:00:00,88.5,89.53,86.81,89.39,207900,88.76
281,2006-10-03 00:00:00,90.06,90.06,88.23,88.63,106200,88.01
282,2006-10-02 00:00:00,92.8,93.32,91.69,92.03,88000,91.38
283,2006-09-29 00:00:00,92.75,93.32,91.84,93.05,38200,92.4
284,2006-09-28 00:00:00,93.2,93.77,92.51,92.67,87300,92.02
285,2006-09-27 00:00:00,92.08,92.89,91.12,92.83,84200,92.18
286,2006-09-26 00:00:00,89.67,91.55,89.6,91.53,74400,90.63
287,2006-09-25 00:00:00,88.7,90.08,87.64,89.74,201600,88.86
288,2006-09-22 00:00:00,88.0,90.93,88.0,89.92,106600,89.04
289,2006-09-21 00:00:00,89.36,91.04,89.36,90.62,230000,89.73
290,2006-09-20 00:00:00,91.05,91.4,89.06,89.14,127400,88.27
291,2006-09-19 00:00:00,92.81,92.81,90.45,91.2,66800,90.3
292,2006-09-18 00:00:00,91.15,93.12,91.15,92.79,139200,91.88
293,2006-09-15 00:00:00,90.21,91.13,90.13,90.7,116700,89.81
294,2006-09-14 00:00:00,92.95,93.13,90.45,90.88,96400,89.99
295,2006-09-13 00:00:00,91.85,93.21,91.76,92.9,135800,91.99
296,2006-09-12 00:00:00,91.5,92.3,90.34,90.83,155400,89.94
297,2006-09-11 00:00:00,92.82,92.82,91.31,91.31,238100,90.41
298,2006-09-08 00:00:00,96.6,96.85,94.69,94.82,119400,93.89
299,2006-09-07 00:00:00,96.4,97.29,96.06,96.71,94500,95.76
300,2006-09-06 00:00:00,98.85,99.26,97.25,97.55,81200,96.59
301,2006-09-05 00:00:00,98.62,100.3,98.6,99.98,869500,99.0
302,2006-09-01 00:00:00,98.6,99.2,98.33,99.13,41100,98.16
303,2006-08-31 00:00:00,97.99,98.74,97.69,97.92,48000,96.96
304,2006-08-30 00:00:00,99.4,99.4,97.25,98.07,178800,97.11
305,2006-08-29 00:00:00,99.15,99.27,98.21,99.27,279200,98.3
306,2006-08-28 00:00:00,99.87,100.46,99.53,99.74,34400,98.76
307,2006-08-25 00:00:00,100.57,101.74,100.57,101.0,28000,100.01
308,2006-08-24 00:00:00,100.28,100.41,99.64,100.41,44200,99.42
309,2006-08-23 00:00:00,101.1,101.52,99.76,100.03,115000,99.05
310,2006-08-22 00:00:00,100.54,101.35,100.54,101.35,75800,100.36
311,2006-08-21 00:00:00,100.6,100.9,100.23,100.79,102800,99.8
312,2006-08-18 00:00:00,98.95,99.85,98.27,99.62,36800,98.64
313,2006-08-17 00:00:00,98.96,98.96,97.82,98.8,153600,97.83
314,2006-08-16 00:00:00,99.81,100.74,99.04,99.5,62800,98.52
315,2006-08-15 00:00:00,99.63,99.75,98.8,99.64,78800,98.66
316,2006-08-14 00:00:00,100.12,100.12,98.56,98.84,90900,97.87
317,2006-08-11 00:00:00,101.06,101.16,100.13,100.65,43500,99.66
318,2006-08-10 00:00:00,100.94,101.29,100.09,101.17,79500,100.18
319,2006-08-09 00:00:00,101.85,103.0,101.35,101.73,74700,100.73
320,2006-08-08 00:00:00,101.45,102.3,100.8,101.06,51600,100.07
321,2006-08-07 00:00:00,101.25,102.19,100.57,101.45,61000,100.45
322,2006-08-04 00:00:00,102.42,102.42,100.02,100.88,47400,99.89
323,2006-08-03 00:00:00,101.22,102.56,101.22,101.91,80900,100.91
324,2006-08-02 00:00:00,102.97,103.95,101.79,102.56,111800,101.55
325,2006-08-01 00:00:00,101.6,102.15,100.45,102.09,86900,101.09
326,2006-07-31 00:00:00,100.27,102.16,100.27,101.76,89700,100.76
327,2006-07-28 00:00:00,99.39,100.45,98.84,100.18,66100,99.2
328,2006-07-27 00:00:00,101.32,101.85,99.42,100.05,120800,99.07
329,2006-07-26 00:00:00,98.8,100.92,98.12,100.5,182300,99.51
330,2006-07-25 00:00:00,97.72,98.9,97.3,98.8,61600,97.83
331,2006-07-24 00:00:00,94.57,97.12,94.57,96.87,116000,95.92
332,2006-07-21 00:00:00,95.71,95.84,94.15,94.15,80300,93.23
333,2006-07-20 00:00:00,98.67,98.75,95.78,95.78,73500,94.84
334,2006-07-19 00:00:00,97.0,98.55,96.83,98.39,187900,97.42
335,2006-07-18 00:00:00,97.82,98.03,95.56,97.16,72900,96.21
336,2006-07-17 00:00:00,99.2,99.21,96.55,97.1,58700,96.15
337,2006-07-14 00:00:00,99.48,100.13,97.98,100.09,80800,99.11
338,2006-07-13 00:00:00,100.44,100.6,98.89,99.13,63000,98.16
339,2006-07-12 00:00:00,101.17,101.33,99.98,100.36,71400,99.37
340,2006-07-11 00:00:00,100.0,101.02,99.42,100.6,60600,99.61
341,2006-07-10 00:00:00,100.35,100.35,98.9,99.31,73400,98.34
342,2006-07-07 00:00:00,101.35,101.78,99.18,99.63,82800,98.65
343,2006-07-06 00:00:00,101.11,101.55,100.37,100.68,92200,99.69
344,2006-07-05 00:00:00,101.5,101.5,99.13,100.79,152300,99.8
345,2006-07-03 00:00:00,100.57,101.33,100.27,101.08,60600,100.09
346,2006-06-30 00:00:00,99.58,100.11,98.91,99.5,99500,98.52
347,2006-06-29 00:00:00,97.0,99.16,96.97,99.1,65500,98.13
348,2006-06-28 00:00:00,95.15,96.05,94.88,95.75,63600,94.81
349,2006-06-27 00:00:00,95.35,96.12,94.37,94.69,85300,93.76
350,2006-06-26 00:00:00,93.75,94.95,93.07,94.72,47500,93.79
351,2006-06-23 00:00:00,93.4,94.31,93.15,93.62,48200,92.7
352,2006-06-22 00:00:00,91.76,92.55,91.16,92.2,76800,90.98
353,2006-06-21 00:00:00,90.7,92.89,90.53,91.75,50300,90.53
354,2006-06-20 00:00:00,90.77,91.62,89.65,89.8,255500,88.61
355,2006-06-19 00:00:00,92.46,92.46,89.77,90.1,261400,88.91
356,2006-06-16 00:00:00,93.35,93.86,91.91,93.14,108800,91.91
357,2006-06-15 00:00:00,91.8,94.28,91.77,93.73,108400,92.49
358,2006-06-14 00:00:00,89.13,90.19,88.68,90.0,264900,88.81
359,2006-06-13 00:00:00,89.66,90.77,87.63,88.0,350800,86.83
360,2006-06-12 00:00:00,94.0,94.02,90.67,90.67,142000,89.47
361,2006-06-09 00:00:00,93.8,94.75,92.41,93.37,71200,92.13
362,2006-06-08 00:00:00,92.22,94.0,89.79,93.73,258400,92.49
363,2006-06-07 00:00:00,96.0,96.6,93.66,93.71,127600,92.47
364,2006-06-06 00:00:00,97.4,97.9,96.0,96.91,99300,95.63
365,2006-06-05 00:00:00,101.42,101.42,97.55,97.57,125600,96.28
366,2006-06-02 00:00:00,100.76,101.0,99.63,100.93,86600,99.59
