Date,High,Low,Open,Close,Volume,Adj Close
2008-01-02,146.99000549316406,143.8800048828125,146.52999877929688,144.92999267578125,204935600.0,113.8069076538086
2008-01-03,145.49000549316406,144.07000732421875,144.91000366210938,144.86000061035156,125133300.0,113.751953125
2008-01-04,143.44000244140625,140.91000366210938,143.33999633789062,141.30999755859375,232330900.0,110.96427154541016
2008-01-07,142.22999572753906,140.10000610351562,141.80999755859375,141.19000244140625,234991000.0,110.87005615234375
2008-01-08,142.89999389648438,138.44000244140625,142.0800018310547,138.91000366210938,326365700.0,109.07970428466797
2008-01-09,140.7899932861328,137.6999969482422,139.08999633789062,140.3699951171875,301824900.0,110.22614288330078
2008-01-10,142.8000030517578,139.3699951171875,139.67999267578125,141.2899932861328,335701200.0,110.94857025146484
2008-01-11,141.89999389648438,139.0,140.77999877929688,140.14999389648438,267076600.0,110.05339813232422
2008-01-14,141.86000061035156,140.39999389648438,141.16000366210938,141.27999877929688,170365500.0,110.94071197509766
2008-01-15,141.49000549316406,137.89999389648438,139.7899932861328,138.1699981689453,239940100.0,108.49859619140625
2008-01-16,139.1199951171875,136.27999877929688,137.36000061035156,136.97999572753906,378802600.0,107.56411743164062
2008-01-17,137.8800048828125,132.92999267578125,137.80999755859375,133.42999267578125,397892600.0,104.77648162841797
2008-01-18,135.02000427246094,131.10000610351562,134.74000549316406,132.05999755859375,348561500.0,103.70067596435547
2008-01-22,132.42999267578125,126.0,127.20999908447266,130.72000122070312,435923700.0,102.6484603881836
2008-01-23,134.19000244140625,126.83999633789062,127.08999633789062,133.86000061035156,511913000.0,105.11414337158203
2008-01-24,135.4600067138672,133.30999755859375,134.47999572753906,134.99000549316406,259949300.0,106.00147247314453
2008-01-25,136.75999450683594,132.60000610351562,136.50999450683594,133.0399932861328,269603900.0,104.4702377319336
2008-01-28,135.52000427246094,132.05999755859375,133.25999450683594,135.24000549316406,217934600.0,106.19781494140625
2008-01-29,136.4499969482422,134.8800048828125,136.10000610351562,135.91000366210938,168968300.0,106.72392272949219
2008-01-30,138.5399932861328,134.60000610351562,135.5800018310547,134.91000366210938,334939200.0,105.93865966796875
2008-01-31,138.5399932861328,133.1999969482422,133.39999389648438,137.3699951171875,343680800.0,107.87036895751953
2008-02-01,139.61000061035156,137.52000427246094,137.94000244140625,139.5800018310547,206843600.0,109.6058120727539
2008-02-04,139.3000030517578,137.63999938964844,139.2100067138672,137.82000732421875,124694300.0,108.2237319946289
2008-02-05,136.25,133.6699981689453,135.94000244140625,134.1300048828125,286882500.0,105.3261947631836
2008-02-06,135.25,132.41000366210938,134.5800018310547,133.0500030517578,250792900.0,104.47809600830078
2008-02-07,134.7899932861328,131.72999572753906,131.8000030517578,133.92999267578125,297368100.0,105.16912078857422
2008-02-08,134.22000122070312,132.10000610351562,133.08999633789062,133.07000732421875,221643500.0,104.49381256103516
