Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2014-12-12,20.25,20.6,19.85,20.43,20.4,0.1,1673.0,0.0,4477.0
2014-12-15,20.32,20.5,19.72,20.3,20.35,-0.05,1598.0,0.0,4653.0
2014-12-16,20.34,20.9,19.69,20.89,20.85,0.5,1526.0,0.0,5091.0
2014-12-17,20.8,20.85,19.34,19.55,19.55,-1.3,4391.0,0.0,6598.0
2014-12-18,19.5,19.53,18.95,19.05,19.0,-0.55,2662.0,0.0,6907.0
2014-12-19,18.98,19.05,18.64,18.64,18.65,-0.35,2527.0,0.0,7291.0
2014-12-22,18.72,18.75,18.47,18.63,18.625,-0.02,1736.0,0.0,7709.0
2014-12-23,18.55,18.85,18.45,18.7,18.725,0.1,1034.0,0.0,7930.0
2014-12-24,18.65,18.87,18.6,18.87,18.875,0.15,1303.0,0.0,7988.0
2014-12-26,18.94,18.95,18.6,18.7,18.675,-0.2,682.0,0.0,8137.0
2014-12-29,18.68,18.86,18.6,18.7,18.675,0.0,1440.0,0.0,7845.0
2014-12-30,18.65,19.06,18.65,18.85,18.875,0.2,1426.0,0.0,8124.0
2014-12-31,18.86,19.7,18.8,19.46,19.475,0.6,1812.0,0.0,8468.0
2015-01-02,19.2,19.93,19.14,19.6,19.6,0.12,2584.0,0.0,8712.0
2015-01-05,19.65,20.4,19.55,20.2,20.225,0.62,3317.0,0.0,8999.0
2015-01-06,20.19,20.7,19.98,20.45,20.4,0.18,3802.0,0.0,9247.0
2015-01-07,20.25,20.35,19.68,19.8,19.825,-0.58,4133.0,0.0,10473.0
2015-01-08,19.76,19.8,19.05,19.15,19.1,-0.72,3882.0,57.0,10895.0
2015-01-09,19.07,19.7,19.0,19.7,19.7,0.6,2896.0,0.0,11396.0
2015-01-12,19.51,20.19,19.5,19.95,20.0,0.3,3360.0,0.0,12195.0
2015-01-13,20.1,20.37,19.54,20.2,20.175,0.18,2480.0,0.0,12400.0
2015-01-14,20.11,20.6,20.05,20.2,20.175,0.0,4648.0,0.0,13627.0
2015-01-15,20.15,20.6,19.88,20.55,20.575,0.4,3831.0,0.0,14267.0
2015-01-16,20.52,20.89,20.22,20.5,20.475,-0.1,3523.0,0.0,14816.0
2015-01-20,20.65,20.8,20.08,20.45,20.475,0.0,4646.0,0.0,16446.0
2015-01-21,20.45,20.73,19.8,19.8,19.825,-0.65,3755.0,0.0,16443.0
2015-01-22,19.95,20.07,19.28,19.35,19.325,-0.5,3981.0,0.0,16657.0
2015-01-23,19.31,19.75,19.2,19.6,19.625,0.3,3453.0,28.0,16756.0
2015-01-26,19.88,20.0,19.15,19.2,19.175,-0.45,3530.0,0.0,17382.0
2015-01-27,19.15,19.8,19.1,19.45,19.425,0.25,5522.0,0.0,17658.0
2015-01-28,19.4,20.85,19.24,20.8,20.825,1.4,3717.0,0.0,18576.0
2015-01-29,20.7,20.75,19.8,19.85,19.875,-0.95,3664.0,0.0,18704.0
2015-01-30,19.9,20.9,19.8,20.65,20.65,0.78,4339.0,0.0,18130.0
2015-02-02,20.58,21.0,20.1,20.2,20.225,-0.42,3198.0,0.0,18323.0
2015-02-03,20.23,20.4,19.95,20.0,20.025,-0.2,3166.0,0.0,19173.0
2015-02-04,20.01,20.5,19.89,20.45,20.475,0.45,2424.0,0.0,19208.0
2015-02-05,20.6,20.6,19.9,20.05,20.075,-0.4,3178.0,0.0,18811.0
2015-02-06,20.02,20.65,19.73,20.2,20.225,0.15,5744.0,0.0,19262.0
2015-02-09,20.43,20.75,20.42,20.55,20.575,0.35,3618.0,0.0,19279.0
2015-02-10,20.6,20.63,20.1,20.15,20.125,-0.45,3707.0,0.0,20207.0
2015-02-11,20.1,20.45,20.05,20.1,20.075,-0.05,2875.0,0.0,20370.0
2015-02-12,20.06,20.22,19.5,19.7,19.7,-0.38,5273.0,0.0,21446.0
2015-02-13,19.7,19.76,19.35,19.4,19.45,-0.25,5523.0,0.0,21442.0
2015-02-17,19.45,19.77,19.3,19.6,19.625,0.18,3792.0,0.0,22112.0
2015-02-18,19.65,19.7,19.43,19.57,19.575,-0.05,4337.0,0.0,21465.0
2015-02-19,19.6,19.8,19.45,19.61,19.625,0.05,3234.0,0.0,21876.0
2015-02-20,19.62,19.85,19.1,19.25,19.225,-0.4,5002.0,0.0,22857.0
2015-02-23,19.22,19.4,19.16,19.27,19.275,0.05,3278.0,0.0,22513.0
2015-02-24,19.25,19.33,18.65,18.65,18.675,-0.6,7212.0,0.0,22630.0
2015-02-25,18.7,18.9,18.3,18.85,18.875,0.2,7216.0,0.0,22573.0
2015-02-26,18.8,18.96,18.5,18.6,18.625,-0.25,3729.0,0.0,22812.0
2015-02-27,18.6,18.7,18.35,18.54,18.525,-0.1,5677.0,0.0,22676.0
2015-03-02,18.45,18.6,18.15,18.15,18.175,-0.35,4212.0,0.0,23058.0
2015-03-03,18.18,18.58,18.1,18.4,18.375,0.2,4337.0,0.0,23563.0
2015-03-04,18.33,18.66,18.28,18.3,18.3,-0.08,4991.0,0.0,24096.0
2015-03-05,18.35,18.39,18.08,18.12,18.1,-0.2,5212.0,0.0,24699.0
2015-03-06,18.05,18.62,18.0,18.45,18.425,0.32,7434.0,109.0,24956.0
2015-03-09,18.38,18.45,18.2,18.4,18.375,-0.05,7177.0,0.0,26212.0
2015-03-10,18.43,18.97,18.4,18.9,18.95,0.58,6952.0,0.0,26197.0
2015-03-11,18.98,19.19,18.69,19.15,19.175,0.22,4711.0,250.0,26554.0
2015-03-12,19.15,19.15,18.45,18.55,18.525,-0.65,3942.0,0.0,26789.0
2015-03-13,18.52,19.1,18.45,18.75,18.775,0.25,9942.0,0.0,28055.0
2015-03-16,18.81,18.87,18.31,18.5,18.525,-0.25,6525.0,0.0,29953.0
2015-03-17,18.45,18.75,18.44,18.5,18.525,0.0,6064.0,0.0,29489.0
2015-03-18,18.5,18.85,18.05,18.2,18.175,-0.35,10736.0,0.0,29509.0
2015-03-19,18.25,18.6,18.12,18.4,18.425,0.25,8135.0,0.0,29154.0
2015-03-20,18.36,18.55,18.04,18.45,18.425,0.0,14041.0,0.0,29724.0
2015-03-23,18.3,18.52,18.19,18.35,18.425,0.0,6847.0,0.0,30099.0
2015-03-24,18.4,18.45,18.13,18.35,18.375,-0.05,7243.0,0.0,30772.0
2015-03-25,18.37,18.9,18.31,18.75,18.775,0.4,11111.0,0.0,31376.0
2015-03-26,18.7,19.3,18.57,18.6,18.625,-0.15,12039.0,0.0,32843.0
2015-03-27,18.61,18.76,18.5,18.55,18.525,-0.1,6320.0,132.0,32838.0
2015-03-30,18.53,18.64,18.25,18.45,18.425,-0.1,7722.0,28.0,32513.0
2015-03-31,18.42,18.75,18.38,18.69,18.675,0.25,7310.0,0.0,32551.0
2015-04-01,18.71,19.1,18.6,18.65,18.675,0.0,11264.0,0.0,32753.0
2015-04-02,18.68,18.83,18.57,18.62,18.625,-0.05,7991.0,0.0,32263.0
2015-04-06,19.0,19.0,18.15,18.25,18.275,18.28,8578.0,0.0,31984.0
2015-04-07,18.3,18.37,18.07,18.25,18.225,-0.05,8266.0,0.0,32359.0
2015-04-08,18.26,18.26,17.98,18.1,18.125,-0.1,9746.0,0.0,32881.0
2015-04-09,18.13,18.26,17.7,17.74,17.725,-0.4,8224.0,0.0,33528.0
2015-04-10,17.76,17.83,17.15,17.15,17.175,-0.55,12919.0,0.0,34655.0
2015-04-13,17.15,17.62,16.95,17.6,17.575,0.4,14031.0,0.0,35806.0
2015-04-14,17.6,17.8,17.37,17.45,17.475,-0.1,12960.0,0.0,35745.0
2015-04-15,17.5,17.6,17.23,17.3,17.325,-0.15,8372.0,0.0,35561.0
2015-04-16,17.35,17.65,17.16,17.3,17.325,0.0,11698.0,0.0,37063.0
2015-04-17,17.33,18.02,17.3,17.65,17.625,0.3,18514.0,0.0,36508.0
2015-04-20,17.54,17.56,17.2,17.4,17.375,-0.25,9914.0,0.0,36896.0
2015-04-21,17.39,17.45,17.08,17.3,17.325,-0.05,8455.0,0.0,36486.0
2015-04-22,17.33,17.52,17.05,17.16,17.175,-0.15,10072.0,0.0,35540.0
2015-04-23,17.2,17.36,16.95,17.05,17.025,-0.15,7427.0,0.0,35310.0
2015-04-24,17.05,17.13,16.9,17.04,17.025,0.0,6258.0,0.0,35475.0
2015-04-27,17.0,17.33,16.84,17.24,17.225,0.2,10167.0,0.0,35679.0
2015-04-28,17.22,17.64,16.8,16.8,16.825,-0.4,12847.0,0.0,35729.0
2015-04-29,16.83,17.29,16.8,17.25,17.275,0.45,16946.0,0.0,37078.0
2015-04-30,17.28,17.7,17.15,17.35,17.375,0.1,14687.0,0.0,36572.0
2015-05-01,17.36,17.38,16.79,16.8,16.825,-0.55,14211.0,0.0,37379.0
2015-05-04,16.8,16.99,16.65,16.75,16.775,-0.05,9686.0,0.0,38657.0
2015-05-05,16.8,17.25,16.75,17.22,17.225,0.45,17357.0,0.0,40535.0
2015-05-06,17.2,17.74,16.97,17.35,17.325,0.1,19454.0,0.0,40887.0
2015-05-07,17.35,17.74,17.1,17.15,17.125,-0.2,14444.0,0.0,41127.0
2015-05-08,17.15,17.17,16.56,16.8,16.775,-0.35,26423.0,0.0,41909.0
2015-05-11,16.8,17.15,16.7,17.15,17.125,0.35,13806.0,0.0,42204.0
2015-05-12,17.1,17.54,16.95,16.95,16.975,-0.15,14898.0,0.0,43561.0
2015-05-13,16.95,17.03,16.75,16.8,16.775,-0.2,13150.0,0.0,44745.0
2015-05-14,16.78,16.85,16.55,16.59,16.575,-0.2,16256.0,0.0,46224.0
2015-05-15,16.55,16.7,16.4,16.45,16.425,-0.15,26920.0,0.0,53992.0
2015-05-18,16.44,16.53,15.85,16.0,16.025,-0.4,25124.0,0.0,58054.0
2015-05-19,16.0,16.1,15.7,15.9,15.875,-0.15,24041.0,0.0,59601.0
2015-05-20,15.85,16.0,15.75,15.95,15.975,0.1,41853.0,0.0,63629.0
2015-05-21,15.95,16.03,15.4,15.5,15.525,-0.45,39683.0,0.0,67478.0
2015-05-22,15.52,15.75,15.4,15.7,15.725,0.2,37395.0,0.0,71442.0
2015-05-26,15.75,16.15,15.6,15.96,15.975,0.25,60722.0,0.0,78832.0
2015-05-27,15.95,16.05,15.5,15.7,15.675,-0.3,37220.0,0.0,79648.0
2015-05-28,15.7,15.91,15.64,15.7,15.725,0.05,39329.0,0.0,85002.0
2015-05-29,15.7,16.0,15.65,15.8,15.825,0.1,57331.0,398.0,89601.0
2015-06-01,15.8,15.91,15.55,15.76,15.775,-0.05,46115.0,0.0,94314.0
2015-06-02,15.75,16.05,15.65,16.05,16.025,0.25,57030.0,0.0,98418.0
2015-06-03,16.0,16.0,15.6,15.65,15.675,-0.35,59836.0,0.0,97021.0
2015-06-04,15.67,16.23,15.65,16.1,16.075,0.4,72557.0,0.0,96108.0
2015-06-05,16.1,16.32,15.9,16.0,15.975,-0.1,51952.0,0.0,100737.0
2015-06-08,16.0,16.32,15.9,16.25,16.275,0.3,39233.0,0.0,105627.0
2015-06-09,16.28,16.45,15.95,16.05,16.05,-0.22,56050.0,1006.0,111743.0
2015-06-10,16.02,16.07,15.35,15.41,15.425,-0.62,73044.0,0.0,124206.0
2015-06-11,15.4,15.45,15.1,15.13,15.125,-0.3,66392.0,0.0,138996.0
2015-06-12,15.1,15.6,15.1,15.4,15.375,0.25,92499.0,0.0,153530.0
2015-06-15,15.4,16.1,15.4,16.0,16.025,0.65,132645.0,753.0,174748.0
2015-06-16,16.0,16.27,15.5,15.6,15.65,-0.38,112519.0,1818.0,183825.0
2015-06-17,15.65,15.95,15.35,15.65,15.625,-0.02,102321.0,0.0,178579.0
2015-06-18,15.65,15.85,14.9,14.99,14.975,-0.65,110696.0,577.0,191772.0
2015-06-19,15.05,15.45,14.9,15.45,15.425,0.45,74854.0,0.0,185147.0
2015-06-22,15.35,15.35,14.5,14.55,14.525,-0.9,81064.0,0.0,186624.0
2015-06-23,14.55,14.6,14.05,14.1,14.075,-0.45,78958.0,467.0,186718.0
2015-06-24,14.15,14.6,14.03,14.58,14.575,0.5,83021.0,0.0,179420.0
2015-06-25,14.55,14.7,14.14,14.65,14.625,0.05,78796.0,0.0,172903.0
2015-06-26,14.6,14.9,14.4,14.55,14.525,-0.1,73886.0,0.0,168971.0
2015-06-29,14.9,17.58,14.85,17.4,17.375,2.85,219305.0,1854.0,164567.0
2015-06-30,17.35,18.16,16.25,17.33,17.325,-0.05,203939.0,2414.0,144426.0
2015-07-01,17.3,17.35,15.75,15.92,15.925,-1.4,130120.0,478.0,131272.0
2015-07-02,15.9,17.45,15.72,16.9,16.925,1.0,143532.0,190.0,126639.0
2015-07-06,19.0,19.55,17.03,17.25,17.225,0.3,124498.0,641.0,123482.0
2015-07-07,17.2,18.6,16.2,16.35,16.325,-0.9,162740.0,428.0,117359.0
2015-07-08,16.35,18.45,16.3,18.45,18.425,2.1,147308.0,0.0,111947.0
2015-07-09,18.4,18.85,17.14,18.84,18.825,0.4,114760.0,0.0,107130.0
2015-07-10,18.75,18.98,16.5,16.75,16.775,-2.05,115820.0,0.0,92860.0
2015-07-13,17.6,17.65,14.45,14.47,14.475,-2.3,102613.0,0.0,85273.0
2015-07-14,14.5,14.65,13.9,14.09,14.075,-0.4,83098.0,0.0,83659.0
2015-07-15,14.1,14.6,13.9,13.96,13.975,-0.1,93606.0,0.0,75989.0
2015-07-16,13.95,14.09,12.9,12.93,12.925,-1.05,84894.0,148.0,74311.0
2015-07-17,12.95,13.2,12.73,12.9,12.925,0.0,60555.0,0.0,64220.0
2015-07-20,12.9,12.97,12.33,12.53,12.525,-0.4,60667.0,167.0,56864.0
2015-07-21,12.55,13.1,12.35,12.4,12.375,-0.15,67227.0,0.0,40281.0
2015-07-22,12.5,12.95,12.4,12.95,12.82,0.44,1261.0,0.0,37991.0
