Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2010-01-02,0.0,18.05,18.2,0.0,18.2,18.2,0.0,0.0,0.0
2014-09-22,0.0,18.05,18.2,0.0,18.2,18.2,0.0,0.0,0.0
2014-09-23,18.3,18.5,18.3,18.45,18.55,0.35,4.0,0.0,4.0
2014-09-24,18.44,18.44,18.3,18.3,18.35,-0.2,6.0,0.0,9.0
2014-09-25,18.47,18.7,18.4,18.55,18.55,0.2,147.0,0.0,111.0
2014-09-26,18.61,18.61,18.35,18.5,18.5,-0.05,108.0,0.0,181.0
2014-09-29,18.8,18.92,18.61,18.82,18.95,0.45,137.0,0.0,246.0
2014-09-30,18.8,19.05,18.77,19.03,19.05,0.1,42.0,0.0,260.0
2014-10-01,19.25,19.25,19.24,19.25,19.3,0.25,164.0,0.0,355.0
2014-10-02,19.29,19.4,19.1,19.15,19.25,-0.05,316.0,0.0,569.0
2014-10-03,19.21,19.22,18.55,18.55,18.55,-0.7,80.0,0.0,563.0
2014-10-06,18.41,18.85,18.4,18.85,18.85,0.3,36.0,0.0,577.0
2014-10-07,18.86,19.31,18.86,19.31,19.35,0.5,565.0,0.0,940.0
2014-10-08,19.4,19.4,18.52,18.52,18.5,-0.85,152.0,0.0,995.0
2014-10-09,18.6,19.17,18.45,19.12,19.2,0.7,110.0,0.0,1029.0
2014-10-10,19.0,20.0,19.0,19.98,19.95,0.75,458.0,0.0,1254.0
2014-10-13,20.1,20.8,19.6,20.78,20.8,0.85,551.0,0.0,1644.0
2014-10-14,20.94,20.94,19.88,20.3,20.1,-0.7,419.0,0.0,1631.0
2014-10-15,20.1,21.4,20.05,20.95,21.25,1.15,362.0,0.0,2032.0
2014-10-16,21.2,22.0,20.55,20.85,20.75,-0.5,302.0,0.0,2156.0
2014-10-17,20.1,20.6,19.65,20.05,20.1,-0.65,405.0,0.0,2673.0
2014-10-20,19.9,20.2,19.8,20.0,19.8,-0.3,201.0,0.0,2400.0
2014-10-21,19.67,20.0,19.2,19.28,19.25,-0.55,408.0,0.0,2622.0
2014-10-22,19.15,19.8,19.05,19.53,19.55,0.3,730.0,0.0,2741.0
2014-10-23,19.55,19.55,19.1,19.2,19.2,-0.35,265.0,0.0,2782.0
2014-10-24,19.2,19.65,18.94,18.97,19.0,-0.2,604.0,0.0,3041.0
2014-10-27,19.05,19.43,18.78,18.78,18.8,-0.2,756.0,0.0,3044.0
2014-10-28,18.75,18.8,18.25,18.3,18.3,-0.5,967.0,0.0,3155.0
2014-10-29,18.33,18.72,18.3,18.46,18.5,0.2,577.0,0.0,3196.0
2014-10-30,18.54,18.81,18.3,18.6,18.6,0.1,564.0,0.0,3226.0
2014-10-31,18.4,18.65,18.15,18.6,18.6,0.0,668.0,0.0,3416.0
2014-11-03,18.55,18.85,18.5,18.7,18.7,0.1,511.0,0.0,3499.0
2014-11-04,18.7,19.08,18.68,18.75,18.75,0.05,549.0,0.0,3544.0
2014-11-05,18.75,18.78,18.55,18.57,18.6,-0.15,436.0,0.0,3653.0
2014-11-06,18.55,18.75,18.35,18.35,18.35,-0.25,863.0,0.0,3742.0
2014-11-07,18.3,18.5,18.25,18.35,18.35,0.0,440.0,0.0,3878.0
