Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2014-11-10,18.4,18.41,17.95,17.95,18.0,-0.35,485.0,0.0,4001.0
2014-11-11,18.0,18.11,17.8,17.85,17.85,-0.15,635.0,0.0,4363.0
2014-11-12,17.9,18.15,17.9,18.05,18.05,0.2,390.0,0.0,4447.0
2014-11-13,18.05,18.6,17.95,18.35,18.35,0.3,1608.0,0.0,5158.0
2014-11-14,18.3,18.35,18.1,18.15,18.15,-0.2,1254.0,0.0,5315.0
2014-11-17,18.2,18.35,18.03,18.17,18.15,0.0,564.0,0.0,5275.0
2014-11-18,18.15,18.3,17.95,18.3,18.25,0.1,863.0,0.0,5459.0
2014-11-19,18.21,18.43,18.14,18.4,18.45,0.2,1538.0,0.0,6050.0
2014-11-20,18.42,18.6,18.3,18.35,18.35,-0.1,2206.0,0.0,6794.0
2014-11-21,18.3,18.4,18.05,18.35,18.35,0.0,2831.0,0.0,7574.0
2014-11-24,18.3,18.35,18.18,18.35,18.35,0.0,1810.0,12.0,7757.0
2014-11-25,18.31,18.5,18.2,18.45,18.4,0.05,2100.0,0.0,8000.0
2014-11-26,18.42,18.49,18.3,18.35,18.35,-0.05,1890.0,0.0,8311.0
2014-11-28,18.3,18.47,18.19,18.4,18.4,0.05,1500.0,0.0,8455.0
2014-12-01,18.5,18.8,18.44,18.8,18.8,0.4,2477.0,43.0,8752.0
2014-12-02,18.75,18.75,18.05,18.1,18.1,-0.7,3372.0,0.0,9538.0
2014-12-03,18.05,18.22,17.95,18.2,18.2,0.1,1695.0,0.0,9378.0
2014-12-04,18.15,18.4,18.0,18.05,18.05,-0.15,1763.0,33.0,9905.0
2014-12-05,18.05,18.15,17.88,18.05,18.05,0.0,1522.0,0.0,10211.0
2014-12-08,18.06,18.5,18.02,18.5,18.5,0.45,1594.0,0.0,10499.0
2014-12-09,18.46,18.85,18.3,18.45,18.45,-0.05,3971.0,0.0,10686.0
2014-12-10,18.4,19.25,18.38,19.25,19.25,0.8,2762.0,0.0,11234.0
2014-12-11,19.14,20.1,18.62,20.05,20.1,0.85,5052.0,0.0,12079.0
2014-12-12,20.05,20.46,19.7,20.2,20.2,0.1,5196.0,58.0,12231.0
2014-12-15,20.25,20.35,19.5,20.15,20.15,-0.05,5955.0,80.0,12306.0
2014-12-16,20.1,20.68,19.4,20.65,20.6,0.45,6890.0,0.0,13432.0
2014-12-17,20.57,20.63,19.05,19.25,19.25,-1.35,6901.0,0.0,13874.0
2014-12-18,19.05,19.22,18.62,18.65,18.65,-0.6,4777.0,0.0,13835.0
2014-12-19,18.6,18.75,18.3,18.4,18.4,-0.25,5659.0,0.0,14641.0
2014-12-22,18.42,18.45,18.1,18.35,18.3,-0.1,3654.0,0.0,15239.0
2014-12-23,18.2,18.55,18.1,18.35,18.375,0.08,2376.0,0.0,15356.0
2014-12-24,18.35,18.55,18.28,18.52,18.5,0.12,2104.0,0.0,15458.0
2014-12-26,18.58,18.6,18.25,18.3,18.275,-0.22,1822.0,0.0,15493.0
2014-12-29,18.31,18.52,18.25,18.34,18.325,0.05,1669.0,0.0,15748.0
2014-12-30,18.25,18.72,18.25,18.45,18.475,0.15,2190.0,0.0,15708.0
2014-12-31,18.47,19.4,18.35,19.14,19.125,0.65,2592.0,0.0,15532.0
2015-01-02,18.85,19.65,18.8,19.3,19.325,0.2,6934.0,0.0,15536.0
2015-01-05,19.45,20.14,19.25,19.9,19.925,0.6,7161.0,0.0,16332.0
2015-01-06,19.95,20.47,19.7,20.1,20.125,0.2,6877.0,0.0,16076.0
2015-01-07,20.0,20.1,19.4,19.52,19.525,-0.6,3798.0,0.0,15993.0
2015-01-08,19.53,19.55,18.73,18.75,18.775,-0.75,4597.0,83.0,16209.0
2015-01-09,18.8,19.45,18.7,19.4,19.425,0.65,4288.0,0.0,16508.0
2015-01-12,19.4,19.99,19.2,19.7,19.75,0.32,3649.0,0.0,16517.0
2015-01-13,19.69,20.2,19.3,19.9,19.925,0.18,4231.0,0.0,16295.0
2015-01-14,19.88,20.45,19.85,19.9,19.925,0.0,5584.0,0.0,16508.0
2015-01-15,19.91,20.4,19.64,20.35,20.375,0.45,3893.0,0.0,16471.0
2015-01-16,20.4,20.75,20.04,20.2,20.225,-0.15,6433.0,0.0,17662.0
2015-01-20,20.43,20.65,19.83,20.25,20.275,0.05,5710.0,0.0,18015.0
2015-01-21,20.25,20.59,19.55,19.6,19.575,-0.7,7304.0,0.0,18451.0
2015-01-22,19.6,19.84,18.98,19.1,19.075,-0.5,9318.0,0.0,18392.0
2015-01-23,19.0,19.45,18.92,19.36,19.375,0.3,8238.0,28.0,18397.0
2015-01-26,19.55,19.75,18.85,18.9,18.875,-0.5,8826.0,0.0,19162.0
2015-01-27,18.8,19.53,18.75,19.15,19.125,0.25,7875.0,90.0,19617.0
2015-01-28,19.15,20.65,18.92,20.6,20.625,1.5,6897.0,870.0,20871.0
2015-01-29,20.5,20.55,19.55,19.65,19.625,-1.0,8197.0,14.0,21134.0
2015-01-30,19.65,20.71,19.54,20.45,20.475,0.85,8654.0,0.0,20859.0
2015-02-02,20.55,20.87,19.95,20.0,20.025,-0.45,9638.0,0.0,21117.0
2015-02-03,19.98,20.21,19.72,19.75,19.775,-0.25,8240.0,0.0,22262.0
2015-02-04,19.77,20.32,19.67,20.25,20.275,0.5,5264.0,0.0,22636.0
2015-02-05,20.45,20.45,19.7,19.8,19.825,-0.45,5895.0,0.0,23453.0
2015-02-06,19.75,20.55,19.48,20.05,20.075,0.25,10101.0,0.0,25273.0
2015-02-09,20.28,20.63,20.27,20.45,20.425,0.35,6245.0,0.0,25545.0
2015-02-10,20.46,20.48,19.95,20.0,19.95,-0.48,6271.0,0.0,26540.0
2015-02-11,19.9,20.28,19.85,19.85,19.875,-0.08,5746.0,0.0,26804.0
2015-02-12,19.88,20.05,19.25,19.36,19.375,-0.5,8872.0,0.0,28406.0
2015-02-13,19.39,19.49,19.05,19.1,19.125,-0.25,7091.0,0.0,28059.0
2015-02-17,19.15,19.5,19.04,19.39,19.375,0.25,9740.0,0.0,29798.0
2015-02-18,19.35,19.45,19.15,19.25,19.225,-0.15,7624.0,0.0,29718.0
2015-02-19,19.29,19.48,19.15,19.3,19.275,0.05,5893.0,0.0,29524.0
2015-02-20,19.3,19.53,18.7,18.8,18.825,-0.45,9185.0,0.0,29542.0
2015-02-23,18.88,19.05,18.79,18.85,18.875,0.05,6205.0,0.0,29330.0
2015-02-24,18.9,18.97,18.25,18.25,18.275,-0.6,13547.0,0.0,28117.0
2015-02-25,18.27,18.55,17.9,18.45,18.475,0.2,11822.0,0.0,28771.0
2015-02-26,18.45,18.6,18.13,18.3,18.275,-0.2,8549.0,0.0,29113.0
2015-02-27,18.2,18.35,18.0,18.16,18.175,-0.1,10304.0,0.0,29182.0
2015-03-02,18.1,18.21,17.75,17.75,17.775,-0.4,7784.0,0.0,29759.0
2015-03-03,17.79,18.22,17.75,18.0,17.975,0.2,8128.0,0.0,29874.0
2015-03-04,17.96,18.35,17.9,17.9,17.925,-0.05,10060.0,0.0,30721.0
2015-03-05,17.95,18.03,17.7,17.7,17.725,-0.2,9598.0,0.0,31636.0
2015-03-06,17.7,18.33,17.68,18.15,18.175,0.45,12180.0,38.0,32176.0
2015-03-09,18.15,18.18,17.85,18.1,18.075,-0.1,12288.0,0.0,34495.0
2015-03-10,18.12,18.7,18.07,18.7,18.675,0.6,15258.0,0.0,34883.0
2015-03-11,18.7,18.95,18.36,18.95,18.925,0.25,10505.0,62.0,34733.0
2015-03-12,18.95,18.95,18.15,18.2,18.225,-0.7,9167.0,0.0,35137.0
2015-03-13,18.2,18.85,18.1,18.45,18.475,0.25,12808.0,0.0,33619.0
2015-03-16,18.5,18.62,17.95,18.2,18.225,-0.25,9325.0,0.0,35136.0
2015-03-17,18.2,18.5,18.15,18.2,18.225,0.0,9015.0,0.0,35590.0
2015-03-18,18.18,18.52,17.65,17.8,17.775,-0.45,17963.0,0.0,35470.0
2015-03-19,17.85,18.25,17.73,18.0,18.025,0.25,13761.0,0.0,35321.0
2015-03-20,18.0,18.25,17.6,18.05,18.025,0.0,19923.0,0.0,37440.0
2015-03-23,18.0,18.15,17.8,18.05,18.025,0.0,10549.0,0.0,37012.0
2015-03-24,18.04,18.05,17.7,18.0,18.025,0.0,14578.0,0.0,38123.0
2015-03-25,18.02,18.65,17.94,18.45,18.475,0.45,19483.0,0.0,39010.0
2015-03-26,18.5,19.05,18.2,18.25,18.275,-0.2,23852.0,0.0,38754.0
2015-03-27,18.3,18.48,18.1,18.15,18.175,-0.1,9502.0,0.0,38573.0
2015-03-30,18.1,18.3,17.8,17.94,17.925,-0.25,14360.0,0.0,39965.0
2015-03-31,17.94,18.35,17.9,18.35,18.325,0.4,13302.0,0.0,41758.0
2015-04-01,18.3,18.75,18.25,18.25,18.275,-0.05,16443.0,0.0,43083.0
2015-04-02,18.27,18.43,18.1,18.14,18.125,-0.15,13471.0,0.0,44940.0
2015-04-06,18.5,18.6,17.65,17.8,17.825,17.82,14280.0,0.0,47042.0
2015-04-07,17.8,17.88,17.55,17.75,17.775,-0.05,14243.0,0.0,49685.0
2015-04-08,17.75,17.8,17.47,17.57,17.575,-0.2,18384.0,0.0,52532.0
2015-04-09,17.55,17.71,17.1,17.15,17.125,-0.45,18971.0,0.0,55003.0
2015-04-10,17.15,17.2,16.45,16.45,16.475,-0.65,28524.0,0.0,57505.0
2015-04-13,16.55,17.02,16.25,17.0,17.025,0.55,32555.0,0.0,61831.0
2015-04-14,16.95,17.19,16.73,16.75,16.775,-0.25,23618.0,0.0,63116.0
2015-04-15,16.75,16.85,16.44,16.55,16.575,-0.2,38935.0,0.0,65697.0
2015-04-16,16.55,16.92,16.3,16.5,16.475,-0.1,37342.0,0.0,71506.0
2015-04-17,16.48,17.29,16.44,16.9,16.875,0.4,52523.0,416.0,74505.0
2015-04-20,16.7,16.85,16.37,16.6,16.575,-0.3,37361.0,0.0,76742.0
2015-04-21,16.55,16.65,16.25,16.55,16.525,-0.05,29869.0,0.0,79173.0
2015-04-22,16.52,16.75,16.23,16.34,16.325,-0.2,32335.0,0.0,81841.0
2015-04-23,16.35,16.55,16.1,16.15,16.175,-0.15,34280.0,0.0,87094.0
2015-04-24,16.15,16.28,16.05,16.16,16.175,0.0,25923.0,0.0,91705.0
2015-04-27,16.14,16.6,15.95,16.45,16.475,0.3,36863.0,574.0,97655.0
2015-04-28,16.45,16.95,15.95,15.95,15.975,-0.5,46493.0,0.0,102778.0
2015-04-29,15.95,16.55,15.95,16.45,16.475,0.5,57010.0,0.0,101743.0
2015-04-30,16.45,16.95,16.33,16.65,16.625,0.15,55581.0,0.0,109989.0
2015-05-01,16.6,16.63,15.95,15.95,15.975,-0.65,42619.0,0.0,113409.0
2015-05-04,15.95,16.19,15.8,15.95,15.975,0.0,33425.0,211.0,118913.0
2015-05-05,15.96,16.55,15.92,16.55,16.525,0.55,60794.0,0.0,125195.0
2015-05-06,16.5,17.15,16.23,16.7,16.675,0.15,68169.0,404.0,127222.0
2015-05-07,16.65,17.15,16.35,16.5,16.475,-0.2,54346.0,0.0,130881.0
2015-05-08,16.48,16.5,15.7,15.9,15.95,-0.52,80626.0,0.0,138523.0
2015-05-11,15.95,16.4,15.83,16.4,16.375,0.42,56319.0,70.0,145985.0
2015-05-12,16.35,16.83,16.1,16.15,16.125,-0.25,58661.0,0.0,150963.0
2015-05-13,16.15,16.19,15.85,15.9,15.925,-0.2,59704.0,0.0,157279.0
2015-05-14,15.9,16.0,15.6,15.6,15.625,-0.3,56214.0,0.0,172848.0
2015-05-15,15.65,15.82,15.45,15.5,15.525,-0.1,73645.0,0.0,188708.0
2015-05-18,15.5,15.65,14.85,15.0,14.975,-0.55,76849.0,2103.0,211902.0
2015-05-19,14.95,15.15,14.65,14.9,14.875,-0.1,88421.0,0.0,228752.0
2015-05-20,14.85,15.05,14.69,14.9,14.875,0.0,78516.0,879.0,225692.0
2015-05-21,14.9,15.0,14.3,14.35,14.325,-0.55,88481.0,450.0,221416.0
2015-05-22,14.38,14.56,14.25,14.45,14.425,0.1,66309.0,0.0,217089.0
2015-05-26,14.5,15.2,14.35,14.95,14.925,0.5,115791.0,0.0,205957.0
2015-05-27,14.95,15.0,14.3,14.55,14.525,-0.4,79042.0,0.0,200620.0
2015-05-28,14.5,14.85,14.45,14.5,14.475,-0.05,75417.0,0.0,192792.0
2015-05-29,14.5,15.0,14.45,14.65,14.625,0.15,101814.0,862.0,181802.0
2015-06-01,14.6,14.82,14.35,14.6,14.575,-0.05,69915.0,0.0,180384.0
2015-06-02,14.6,14.98,14.5,14.9,14.875,0.3,92348.0,0.0,174711.0
2015-06-03,14.85,14.86,14.35,14.4,14.375,-0.5,83780.0,0.0,172716.0
2015-06-04,14.39,15.25,14.35,14.95,14.975,0.6,128174.0,0.0,160203.0
2015-06-05,14.95,15.31,14.68,14.75,14.725,-0.25,102487.0,0.0,153462.0
2015-06-08,14.7,15.35,14.68,15.2,15.225,0.5,78330.0,0.0,145768.0
2015-06-09,15.25,15.56,14.8,14.85,14.825,-0.4,81149.0,464.0,137326.0
2015-06-10,14.85,14.85,13.85,13.9,13.875,-0.95,95914.0,0.0,123802.0
2015-06-11,13.85,13.95,13.4,13.53,13.525,-0.35,93690.0,0.0,112677.0
2015-06-12,13.5,14.4,13.5,14.15,14.2,0.68,122541.0,0.0,87613.0
2015-06-15,14.35,15.65,14.35,15.5,15.475,1.28,135369.0,88.0,65096.0
2015-06-16,15.5,15.99,14.9,14.9,14.925,-0.55,75189.0,100.0,39534.0
2015-06-17,14.9,15.0,14.55,14.85,14.67,-0.26,1694.0,0.0,38808.0
