Date,High,Low,Open,Close,Volume,Adj Close
2013-09-09,442.0002136230469,438.35888671875,439.0096740722656,441.15570068359375,2485100.0,441.15570068359375
2013-09-10,443.1179504394531,439.143798828125,442.13433837890625,441.4637145996094,2591800.0,441.4637145996094
2013-09-11,445.5868835449219,440.17706298828125,441.39910888671875,445.19940185546875,3242100.0,445.19940185546875
2013-09-12,446.04888916015625,442.1293640136719,445.8005065917969,443.64453125,2205100.0,443.64453125
2013-09-13,444.946044921875,439.5610656738281,444.35986328125,441.66241455078125,2667900.0,441.66241455078125
2013-09-16,445.6017761230469,439.57598876953125,445.2043762207031,441.01165771484375,2690300.0,441.01165771484375
2013-09-17,441.3246154785156,437.6534729003906,440.8377685546875,440.1919860839844,2535100.0,440.1919860839844
2013-09-18,449.06427001953125,438.6817932128906,440.3111877441406,448.7413635253906,3894500.0,448.7413635253906
2013-09-19,450.0677490234375,444.80694580078125,450.0677490234375,446.29229736328125,3216400.0,446.29229736328125
2013-09-20,449.14373779296875,444.916259765625,446.29229736328125,448.6370544433594,8746900.0,448.6370544433594
2013-09-23,447.8819580078125,439.73992919921875,445.1795349121094,440.3857116699219,3577800.0,440.3857116699219
2013-09-24,442.174072265625,437.8522033691406,440.3857116699219,440.55462646484375,2992800.0,440.55462646484375
2013-09-25,440.4105529785156,434.970947265625,440.4105529785156,435.7806701660156,3319300.0,435.7806701660156
2013-09-26,438.5228271484375,434.6728820800781,436.31219482421875,436.24761962890625,2536100.0,436.24761962890625
2013-09-27,435.92474365234375,432.83978271484375,434.5834655761719,435.3633728027344,2533900.0,435.3633728027344
2013-09-30,437.5740051269531,431.3494873046875,431.73199462890625,435.12493896484375,3467100.0,435.12493896484375
2013-10-01,440.9669494628906,437.1815490722656,437.2809143066406,440.63409423828125,3391400.0,440.63409423828125
2013-10-02,441.8064880371094,436.0737609863281,438.5129089355469,441.12591552734375,3009900.0,441.12591552734375
2013-10-03,444.1611633300781,433.23223876953125,441.130859375,435.21435546875,4261500.0,435.21435546875
2013-10-04,435.9197692871094,432.18902587890625,434.6728820800781,433.3564453125,2733600.0,433.3564453125
2013-10-07,434.171142578125,429.2630615234375,430.9222717285156,430.0727844238281,2603900.0,430.0727844238281
2013-10-08,430.1920166015625,423.0633850097656,429.8641357421875,424.0767822265625,3912500.0,424.0767822265625
2013-10-09,428.53778076171875,418.7663269042969,425.37335205078125,425.1647033691406,5337000.0,425.1647033691406
2013-10-10,431.6078186035156,427.3256530761719,429.1289367675781,431.3147277832031,4539800.0,431.3147277832031
2013-10-11,433.91778564453125,429.8542175292969,430.21685791015625,433.1776123046875,2836100.0,433.1776123046875
2013-10-14,435.2938232421875,429.89892578125,430.5298156738281,435.2242736816406,2503300.0,435.2242736816406
2013-10-15,439.9535217285156,434.1761169433594,435.0504150390625,438.15521240234375,3204400.0,438.15521240234375
2013-10-16,446.2624816894531,439.1487731933594,440.07275390625,446.11346435546875,4041300.0,446.11346435546875
2013-10-17,445.5521240234375,440.0032043457031,443.6097412109375,441.5233154296875,8568500.0,441.5233154296875
2013-10-18,504.44903564453125,483.8529968261719,485.1346740722656,502.4371337890625,23283100.0,502.4371337890625
2013-10-21,506.2076110839844,496.5454406738281,502.46197509765625,498.4083251953125,7303700.0,498.4083251953125
2013-10-22,503.22698974609375,494.6776123046875,499.2528381347656,500.2463684082031,4445900.0,500.2463684082031
2013-10-23,514.03173828125,497.08197021484375,497.2657775878906,512.3724975585938,5361000.0,512.3724975585938
2013-10-24,516.9229125976562,509.0888671875,512.6010131835938,509.4614562988281,4211200.0,509.4614562988281
2013-10-25,511.08587646484375,502.10430908203125,511.08587646484375,504.31988525390625,4087300.0,504.31988525390625
2013-10-28,508.4082946777344,503.2220153808594,504.31988525390625,504.22052001953125,2332400.0,504.22052001953125
2013-10-29,515.11962890625,503.4753723144531,506.2572937011719,514.7719116210938,3230800.0,514.7719116210938
2013-10-30,515.4027709960938,509.68499755859375,515.363037109375,511.8807067871094,2665300.0,511.8807067871094
2013-10-31,517.3948364257812,508.6765441894531,511.1405334472656,511.960205078125,3301200.0,511.960205078125
2013-11-01,514.6527099609375,509.2378845214844,512.561279296875,510.2016296386719,2583200.0,510.2016296386719
2013-11-04,512.8494262695312,507.71282958984375,512.417236328125,509.7396240234375,2292300.0,509.7396240234375
2013-11-05,512.4917602539062,505.4226989746094,506.87823486328125,507.45947265625,2378000.0,507.45947265625
2013-11-06,510.1817626953125,504.4043273925781,509.4862976074219,508.07049560546875,1837600.0,508.07049560546875
2013-11-07,508.65667724609375,500.5643005371094,508.0009460449219,500.71832275390625,3381000.0,500.71832275390625
2013-11-08,505.959228515625,500.9915466308594,501.11572265625,504.7322082519531,2598200.0,504.7322082519531
2013-11-11,504.6825256347656,500.7431335449219,501.4932556152344,502.02978515625,2239600.0,502.02978515625
2013-11-12,505.49224853515625,499.2528381347656,500.5941162109375,502.6209411621094,2451900.0,502.6209411621094
2013-11-13,513.0878295898438,499.99798583984375,500.1221923828125,512.8991088867188,3179200.0,512.8991088867188
2013-11-14,516.5155639648438,511.845947265625,513.619384765625,514.2701416015625,2348500.0,514.2701416015625
2013-11-15,515.646240234375,511.8260498046875,514.09130859375,513.4405517578125,2569100.0,513.4405517578125
2013-11-18,520.9815063476562,511.2945251464844,514.5285034179688,512.4420776367188,3542200.0,512.4420776367188
2013-11-19,514.03173828125,508.2195129394531,512.5264892578125,509.2875671386719,2277800.0,509.2875671386719
2013-11-20,513.3411865234375,506.8832092285156,511.647216796875,507.8518981933594,1939800.0,507.8518981933594
2013-11-21,515.8002319335938,509.68499755859375,510.1817626953125,513.6939086914062,2197700.0,513.6939086914062
2013-11-22,514.7371215820312,511.2845764160156,513.3710327148438,512.6109619140625,2524600.0,512.6109619140625
2013-11-25,523.192138671875,514.1658325195312,515.2289428710938,519.5855712890625,3246900.0,519.5855712890625
2013-11-26,527.3203125,518.1002807617188,520.9119873046875,525.7852783203125,4602200.0,525.7852783203125
2013-11-27,530.54931640625,526.5751342773438,527.5835571289062,528.1201171875,2261700.0,528.1201171875
2013-11-29,529.86376953125,526.3019409179688,527.6481323242188,526.3714599609375,2401000.0,526.3714599609375
2013-12-02,529.7296142578125,521.9849853515625,528.3187866210938,523.8329467773438,2764200.0,523.8329467773438
2013-12-03,528.2839965820312,521.12060546875,522.0794067382812,523.2269287109375,3373900.0,523.2269287109375
2013-12-04,528.5523071289062,521.607421875,522.2880249023438,525.6710205078125,2398600.0,525.6710205078125
2013-12-05,526.40625,522.14892578125,525.1842041015625,525.2537231445312,2282000.0,525.2537231445312
2013-12-06,531.5428466796875,526.6148681640625,531.4384765625,531.478271484375,2876100.0,531.478271484375
2013-12-09,537.6580810546875,530.5592041015625,532.0346069335938,535.5865478515625,2984400.0,535.5865478515625
2013-12-10,542.625732421875,534.3495483398438,534.5979614257812,538.825439453125,3731800.0,538.825439453125
2013-12-11,542.1339111328125,534.1111450195312,540.1865844726562,535.1642456054688,3445800.0,535.1642456054688
2013-12-12,537.9710083007812,531.0460815429688,536.296875,531.52294921875,3213600.0,531.52294921875
2013-12-13,534.66748046875,525.5269775390625,534.2254028320312,526.9675903320312,4352800.0,526.9675903320312
2013-12-16,533.8726806640625,527.5736694335938,528.5621948242188,533.023193359375,3224800.0,533.023193359375
2013-12-17,536.8880615234375,530.738037109375,532.9437255859375,531.4732666015625,3091300.0,531.4732666015625
2013-12-18,538.9695434570312,526.0982666015625,532.4618530273438,538.8701782226562,4449300.0,538.8701782226562
2013-12-19,542.466796875,536.053466796875,536.8930053710938,539.6004028320312,3353000.0,539.6004028320312
2013-12-20,547.027099609375,540.4846801757812,540.6337280273438,546.75390625,6565600.0,546.75390625
2013-12-23,554.2948608398438,548.9893798828125,550.340576171875,553.9470825195312,3465500.0,553.9470825195312
2013-12-24,554.0166625976562,550.4697265625,553.8825073242188,552.32763671875,1477800.0,552.32763671875
2013-12-26,555.884521484375,550.7628173828125,553.4056396484375,555.1195068359375,2692900.0,555.1195068359375
2013-12-27,556.5203857421875,552.8740844726562,556.3812866210938,555.58642578125,3159800.0,555.58642578125
2013-12-30,556.629638671875,550.9267578125,556.5501708984375,551.1453247070312,2488100.0,551.1453247070312
2013-12-31,556.8780517578125,549.5556640625,552.5263671875,556.7340087890625,2733400.0,556.7340087890625
2014-01-02,555.2635498046875,550.5491943359375,554.1259155273438,552.9635009765625,3666400.0,552.9635009765625
2014-01-03,554.856201171875,548.8949584960938,553.8974609375,548.9297485351562,3355000.0,548.9297485351562
2014-01-06,555.81494140625,549.6450805664062,552.9088745117188,555.0499267578125,3561600.0,555.0499267578125
2014-01-07,566.1626586914062,556.95751953125,558.8651123046875,565.7503662109375,5138400.0,565.7503662109375
2014-01-08,569.9530029296875,562.9833374023438,569.2972412109375,566.9276733398438,4514100.0,566.9276733398438
2014-01-09,568.4130249023438,559.143310546875,568.0255126953125,561.4682006835938,4196000.0,561.4682006835938
2014-01-10,565.859619140625,557.4990234375,565.859619140625,561.4383544921875,4314700.0,561.4383544921875
2014-01-13,569.7493286132812,554.9754028320312,559.5953979492188,557.8616333007812,4869100.0,557.8616333007812
2014-01-14,571.7811279296875,560.400146484375,565.2982788085938,570.9862670898438,4997400.0,570.9862670898438
2014-01-15,573.7681884765625,568.1994018554688,572.7697143554688,570.5988159179688,3925700.0,570.5988159179688
2014-01-16,575.2236938476562,570.2908325195312,570.8372802734375,574.374267578125,3389600.0,574.374267578125
2014-01-17,576.5650024414062,568.403076171875,574.6871948242188,571.547607421875,5437700.0,571.547607421875
2014-01-21,578.2391357421875,571.93017578125,576.7140502929688,578.090087890625,3985400.0,578.090087890625
