Date,Open,High,Low,Close,Volume,Adj Close
1999-04-29,5440.27,5440.27,5440.27,5440.27,0,5440.27
1999-04-30,5354.0298,5354.0298,5354.0298,5354.0298,0,5354.0298
1999-05-03,5393.7798,5393.7798,5393.7798,5393.7798,0,5393.7798
1999-05-04,5451.8398,5451.8398,5451.8398,5451.8398,0,5451.8398
1999-05-05,5580.3599,5580.3599,5580.3599,5580.3599,0,5580.3599
1999-05-06,5590.71,5590.71,5590.71,5590.71,0,5590.71
1999-05-07,5606.4702,5606.4702,5606.4702,5606.4702,0,5606.4702
1999-05-10,5668.6099,5668.6099,5668.6099,5668.6099,0,5668.6099
1999-05-11,5811.1299,5811.1299,5811.1299,5811.1299,0,5811.1299
1999-05-12,5457.6802,5457.6802,5457.6802,5457.6802,0,5457.6802
1999-05-13,5405.4399,5405.4399,5405.4399,5405.4399,0,5405.4399
1999-05-14,5656.23,5656.23,5656.23,5656.23,0,5656.23
1999-05-17,5543.6899,5543.6899,5543.6899,5543.6899,0,5543.6899
1999-05-18,5703.1499,5703.1499,5703.1499,5703.1499,0,5703.1499
1999-05-19,5703.1499,5703.1499,5703.1499,5703.1499,0,5703.1499
1999-05-20,5653.3501,5653.3501,5653.3501,5653.3501,0,5653.3501
1999-05-21,5496.5,5496.5,5496.5,5496.5,0,5496.5
1999-05-24,5272.1499,5272.1499,5272.1499,5272.1499,0,5272.1499
1999-05-25,5086.23,5086.23,5086.23,5086.23,0,5086.23
1999-05-26,5077.79,5077.79,5077.79,5077.79,0,5077.79
1999-05-27,5265.1001,5265.1001,5265.1001,5265.1001,0,5265.1001
1999-05-28,5247.3701,5247.3701,5247.3701,5247.3701,0,5247.3701
1999-05-31,5069.2202,5069.2202,5069.2202,5069.2202,0,5069.2202
1999-06-01,5126.6099,5126.6099,5126.6099,5126.6099,0,5126.6099
1999-06-02,4964.0698,4964.0698,4964.0698,4964.0698,0,4964.0698
1999-06-03,4986.1699,4986.1699,4986.1699,4986.1699,0,4986.1699
1999-06-04,5366.9502,5366.9502,5366.9502,5366.9502,0,5366.9502
1999-06-07,5298.5498,5298.5498,5298.5498,5298.5498,0,5298.5498
1999-06-08,5288.29,5288.29,5288.29,5288.29,0,5288.29
1999-06-09,5289.5698,5289.5698,5289.5698,5289.5698,0,5289.5698
1999-06-10,5560.2798,5560.2798,5560.2798,5560.2798,0,5560.2798
1999-06-11,5531.8198,5531.8198,5531.8198,5531.8198,0,5531.8198
1999-06-14,5402.0898,5402.0898,5402.0898,5402.0898,0,5402.0898
1999-06-15,5241.0698,5241.0698,5241.0698,5241.0698,0,5241.0698
1999-06-16,5081.5298,5081.5298,5081.5298,5081.5298,0,5081.5298
1999-06-17,5262.5498,5262.5498,5262.5498,5262.5498,0,5262.5498
1999-06-18,5321.5801,5321.5801,5321.5801,5321.5801,0,5321.5801
1999-06-21,5289.1499,5289.1499,5289.1499,5289.1499,0,5289.1499
1999-06-22,5219.1699,5219.1699,5219.1699,5219.1699,0,5219.1699
1999-06-23,5129.5898,5129.5898,5129.5898,5129.5898,0,5129.5898
1999-06-24,5090.0698,5090.0698,5090.0698,5090.0698,0,5090.0698
1999-06-25,4941.5601,4941.5601,4941.5601,4941.5601,0,4941.5601
1999-06-28,4680.9702,4680.9702,4680.9702,4680.9702,0,4680.9702
1999-06-29,4676.3901,4676.3901,4676.3901,4676.3901,0,4676.3901
1999-06-30,4950.21,4950.21,4950.21,4950.21,0,4950.21
1999-07-01,5159.98,5159.98,5159.98,5159.98,0,5159.98
1999-07-02,4860.8799,4860.8799,4860.8799,4860.8799,0,4860.8799
1999-07-05,5030.6699,5030.6699,5030.6699,5030.6699,0,5030.6699
1999-07-06,4819.79,4819.79,4819.79,4819.79,0,4819.79
1999-07-07,4755.23,4755.23,4755.23,4755.23,0,4755.23
1999-07-08,4877.2002,4877.2002,4877.2002,4877.2002,0,4877.2002
1999-07-09,5128.79,5128.79,5128.79,5128.79,0,5128.79
1999-07-12,5620.7798,5620.7798,5620.7798,5620.7798,0,5620.7798
1999-07-13,5574.6602,5574.6602,5574.6602,5574.6602,0,5574.6602
1999-07-14,5782.71,5782.71,5782.71,5782.71,0,5782.71
