Date,Open,High,Low,Close,Volume,Adj Close
2007-12-28 00:00:00,131.97,132.51,130.14,130.92,206800,130.92
2007-12-27 00:00:00,133.05,133.18,131.14,131.34,689300,131.32
2007-12-26 00:00:00,133.98,134.62,133.26,134.43,474600,134.11
2007-12-24 00:00:00,134.22,135.63,134.07,134.95,214400,134.62
2007-12-21 00:00:00,131.03,133.34,130.19,133.28,580400,132.96
2007-12-20 00:00:00,131.21,132.36,128.9,130.6,1021100,130.28
2007-12-19 00:00:00,131.35,133.87,130.53,131.23,529400,130.91
2007-12-18 00:00:00,132.48,132.48,128.92,131.1,1111300,130.78
2007-12-17 00:00:00,131.65,133.73,130.52,131.55,980100,131.23
2007-12-14 00:00:00,133.74,135.68,132.62,132.7,589900,132.34
2007-12-13 00:00:00,134.63,135.87,132.3,135.72,879100,135.34
2007-12-12 00:00:00,140.07,141.64,133.26,136.34,1828300,135.96
2007-12-11 00:00:00,144.07,145.46,137.49,137.76,2066700,137.34
2007-12-10 00:00:00,141.43,145.22,141.23,144.57,636200,144.13
2007-12-07 00:00:00,144.12,144.12,140.46,140.55,936100,140.12
2007-12-06 00:00:00,140.87,142.79,138.63,142.72,1076300,142.29
2007-12-05 00:00:00,139.28,144.2,137.9,140.06,979000,139.62
2007-12-04 00:00:00,138.32,139.14,137.44,138.05,506800,137.43
2007-12-03 00:00:00,141.68,141.76,139.54,140.11,727500,139.48
2007-11-30 00:00:00,141.53,144.34,140.51,141.4,1628300,140.77
2007-11-29 00:00:00,137.41,137.69,135.0,137.42,1167200,136.81
2007-11-28 00:00:00,133.57,138.62,129.49,138.16,1584300,137.54
2007-11-27 00:00:00,130.03,132.56,129.01,132.04,981400,131.11
2007-11-26 00:00:00,134.38,134.38,128.65,128.65,442100,127.74
2007-11-23 00:00:00,131.82,134.67,131.82,133.66,698000,132.71
2007-11-21 00:00:00,129.74,132.84,128.78,129.97,703700,129.0
2007-11-20 00:00:00,131.23,134.42,127.77,131.74,1064800,130.76
2007-11-19 00:00:00,133.47,133.47,129.86,131.69,782200,130.71
2007-11-16 00:00:00,135.97,136.27,133.06,134.48,1875500,133.48
2007-11-15 00:00:00,139.23,140.05,134.76,136.05,1528000,135.04
2007-11-14 00:00:00,144.19,144.92,140.22,140.46,772900,139.42
2007-11-13 00:00:00,138.27,142.89,137.75,142.54,796800,141.48
2007-11-12 00:00:00,135.09,140.35,135.09,136.52,976000,135.5
2007-11-09 00:00:00,131.48,138.06,131.09,135.12,1072500,134.12
2007-11-08 00:00:00,134.93,135.61,130.5,134.96,1149500,133.96
2007-11-07 00:00:00,137.79,138.66,133.15,133.15,1159700,132.16
2007-11-06 00:00:00,138.0,140.63,136.75,140.63,804700,139.44
2007-11-05 00:00:00,135.52,138.26,134.76,136.98,784000,135.82
2007-11-02 00:00:00,138.96,139.88,135.62,137.88,951500,136.71
2007-11-01 00:00:00,143.71,143.71,139.24,139.96,1202600,138.77
2007-10-31 00:00:00,146.75,148.45,144.32,146.9,932500,145.65
2007-10-30 00:00:00,145.73,146.37,144.64,145.98,514500,144.74
2007-10-29 00:00:00,147.22,147.5,145.52,145.94,910300,144.7
2007-10-26 00:00:00,145.3,147.06,142.92,146.84,816600,145.59
2007-10-25 00:00:00,143.6,145.23,141.17,143.16,1801200,141.94
2007-10-24 00:00:00,142.33,143.8,139.53,143.3,1444600,142.08
2007-10-23 00:00:00,144.83,144.83,142.3,144.05,675900,142.83
2007-10-22 00:00:00,141.01,143.77,140.75,143.0,736400,141.79
2007-10-19 00:00:00,144.68,145.61,141.83,141.83,1152700,140.59
2007-10-18 00:00:00,144.6,145.77,143.57,145.2,1175800,143.93
2007-10-17 00:00:00,148.29,148.3,144.29,146.29,1439800,145.01
2007-10-16 00:00:00,148.5,148.5,145.81,146.4,734600,145.12
2007-10-15 00:00:00,148.89,150.53,147.76,149.1,647900,147.8
2007-10-12 00:00:00,152.06,152.52,150.5,150.71,580000,149.39
2007-10-11 00:00:00,152.65,153.65,150.96,151.53,1281800,150.21
2007-10-10 00:00:00,153.41,153.43,151.57,152.21,314500,150.88
2007-10-09 00:00:00,153.68,153.93,152.33,153.93,295200,152.48
2007-10-08 00:00:00,154.29,154.29,153.01,153.32,316400,151.81
2007-10-05 00:00:00,154.54,155.26,153.83,154.11,978200,152.59
2007-10-04 00:00:00,153.0,153.93,152.79,153.16,460500,151.65
2007-10-03 00:00:00,152.08,153.51,152.0,152.64,779600,151.13
2007-10-02 00:00:00,152.51,153.02,151.33,152.38,456200,150.71
2007-10-01 00:00:00,148.52,151.93,148.52,151.79,975100,150.13
2007-09-28 00:00:00,149.2,149.65,148.2,148.33,419800,146.71
2007-09-27 00:00:00,149.1,149.84,148.62,149.82,105700,148.18
2007-09-26 00:00:00,149.67,150.27,148.23,148.89,282800,147.24
2007-09-25 00:00:00,148.7,149.64,147.99,149.27,506500,147.33
2007-09-24 00:00:00,150.64,151.26,149.26,149.56,252600,147.62
2007-09-21 00:00:00,152.21,152.79,150.85,151.31,642900,149.35
2007-09-20 00:00:00,154.03,154.38,151.27,151.58,1241100,149.61
2007-09-19 00:00:00,155.43,156.58,153.79,154.66,1171700,152.65
2007-09-18 00:00:00,148.91,159.64,147.51,155.2,1751500,153.19
2007-09-17 00:00:00,147.7,148.02,147.0,147.75,891200,145.82
2007-09-14 00:00:00,146.51,148.18,146.38,148.03,341600,146.09
2007-09-13 00:00:00,146.81,147.84,146.33,147.74,337200,145.81
2007-09-12 00:00:00,144.84,146.37,144.84,145.67,265700,143.73
2007-09-11 00:00:00,145.3,146.59,144.54,145.93,1028800,143.96
2007-09-10 00:00:00,144.3,145.1,142.11,143.55,768100,141.61
2007-09-07 00:00:00,143.51,145.73,143.46,144.16,496900,142.21
2007-09-06 00:00:00,146.41,146.6,144.5,146.3,363300,144.32
2007-09-05 00:00:00,147.46,147.46,145.51,146.2,522500,144.2
2007-09-04 00:00:00,146.11,149.8,146.11,149.0,263200,146.79
2007-08-31 00:00:00,148.5,148.97,146.7,147.63,403400,145.44
2007-08-30 00:00:00,144.94,147.47,144.88,145.84,462500,143.68
2007-08-29 00:00:00,146.5,147.32,144.21,147.22,552500,145.04
2007-08-28 00:00:00,147.96,148.07,145.27,145.51,818900,143.01
2007-08-27 00:00:00,151.04,151.2,149.81,149.81,848100,147.24
2007-08-24 00:00:00,150.27,151.67,149.55,151.64,744200,148.97
2007-08-23 00:00:00,151.76,152.1,150.0,151.22,1143800,148.51
2007-08-22 00:00:00,153.0,153.57,149.47,151.66,1130500,148.94
2007-08-21 00:00:00,150.38,152.7,149.97,151.25,858700,148.54
2007-08-20 00:00:00,153.18,153.41,148.37,150.8,1127200,148.1
2007-08-17 00:00:00,156.5,156.5,149.83,152.6,2312800,149.87
2007-08-16 00:00:00,140.53,151.78,139.57,147.8,3460500,145.15
2007-08-15 00:00:00,141.08,145.15,140.4,140.61,1251000,138.09
2007-08-14 00:00:00,143.53,144.25,141.47,141.53,774600,139.0
2007-08-13 00:00:00,147.79,147.79,143.88,144.35,1037500,141.76
2007-08-10 00:00:00,142.76,147.62,142.74,146.04,1983800,143.42
2007-08-09 00:00:00,147.05,148.96,145.1,145.4,1280800,142.8
2007-08-08 00:00:00,150.08,152.71,146.98,150.88,1158600,148.18
2007-08-07 00:00:00,146.19,150.18,145.18,148.65,1366100,145.84
2007-08-06 00:00:00,140.85,147.22,139.75,147.06,2233900,144.28
2007-08-03 00:00:00,146.05,146.05,139.86,139.86,1346000,137.22
2007-08-02 00:00:00,144.59,146.8,144.25,145.6,1272600,142.85
2007-08-01 00:00:00,143.25,145.45,141.56,145.4,1649300,142.65
2007-07-31 00:00:00,147.0,149.09,143.98,144.01,1783000,141.29
2007-07-30 00:00:00,145.03,147.5,143.24,146.9,873400,144.12
2007-07-27 00:00:00,145.0,147.1,144.3,144.3,1335000,141.57
