Date,Close
20040601,0.1702
20040602,0.1726
20040603,0.1696
20040604,0.1728
20040607,0.1748
20040608,0.1749
20040609,0.174
20040610,0.174
20040614,0.1697
20040615,0.1742
20040616,0.1726
20040617,0.1751
20040618,0.1737
20040621,0.1744
20040622,0.1669
20040623,0.1763
20040624,0.1779
20040625,0.1774
20040628,0.1758
20040629,0.1783
20040630,0.1788
20040701,0.1824
20040702,0.1859
20040706,0.1856
20040707,0.1873
20040708,0.1843
20040709,0.1866
20040712,0.1875
20040713,0.1872
20040714,0.1887
20040715,0.1895
20040716,0.1918
20040719,0.1933
20040720,0.1926
20040721,0.1886
20040722,0.188
20040723,0.1873
20040726,0.1856
20040727,0.1864
20040728,0.1877
20040729,0.1905
20040730,0.1901
20040802,0.1893
20040803,0.1887
20040804,0.1887
20040805,0.1875
20040806,0.191
20040809,0.1908
20040810,0.1926
20040811,0.1914
20040812,0.1922
20040813,0.1938
20040816,0.1952
20040817,0.1968
20040818,0.199
20040819,0.1973
20040820,0.2009
20040823,0.2016
20040824,0.2016
20040825,0.2029
20040826,0.2027
20040827,0.2027
20040830,0.205
20040831,0.2053
20040901,0.2056
20040902,0.2052
20040903,0.2064
20040907,0.2064
20040908,0.2099
20040909,0.2099
20040910,0.2101
20040913,0.2092
20040914,0.2092
20040915,0.2104
20040916,0.2124
20040917,0.2145
20040920,0.2148
20040921,0.2144
20040922,0.2138
20040923,0.2144
20040924,0.2156
20040927,0.2158
20040928,0.2165
20040929,0.2182
20040930,0.2178
20041001,0.2202
20041004,0.2221
20041005,0.2231
20041006,0.2204
20041007,0.2199
20041008,0.2242
20041012,0.2242
20041013,0.2209
20041014,0.2172
20041015,0.2189
20041018,0.22
20041019,0.217
20041020,0.2183
20041021,0.2205
20041022,0.2201
20041025,0.2164
20041026,0.2194
20041027,0.2212
20041028,0.2203
20041029,0.2216
20041101,0.2222
20041102,0.2222
20041103,0.2254
20041104,0.2269
20041105,0.227
20041108,0.2253
20041109,0.2267
20041110,0.2268
20041112,0.2317
20041115,0.2317
20041116,0.2326
20041117,0.236
20041118,0.234
20041119,0.2333
20041122,0.2376
20041123,0.2394
20041124,0.2382
20041126,0.2415
20041129,0.2395
20041130,0.2436
20041201,0.2434
20041202,0.2408
20041203,0.2441
20041206,0.2432
20041207,0.2396
20041208,0.2372
20041209,0.2355
20041210,0.2362
20041213,0.238
20041214,0.2377
20041215,0.2432
20041216,0.2413
20041217,0.2413
20041220,0.2502
20041221,0.2487
20041222,0.2467
20041223,0.2477
20041227,0.2496
20041228,0.2492
20041229,0.2449
20041230,0.2549
20041231,0.2549
20050103,0.2527
20050104,0.2495
20050105,0.249
20050106,0.247
20050107,0.2485
20050110,0.2499
20050111,0.2476
20050112,0.251
20050113,0.2513
20050114,0.2507
20050118,0.2492
20050119,0.2502
20050120,0.2496
20050121,0.254
20050124,0.2552
20050125,0.2541
20050126,0.2578
20050127,0.2578
20050128,0.2608
20050131,0.2662
20050201,0.2666
20050202,0.2658
20050203,0.2678
20050204,0.2665
20050207,0.2665
20050208,0.2665
20050209,0.2676
20050210,0.2661
20050211,0.2697
20050214,0.2732
20050215,0.2717
20050216,0.2697
20050217,0.2755
20050218,0.2746
20050222,0.2706
20050223,0.2717
20050224,0.2662
20050225,0.2675
20050228,0.2718
20050301,0.2679
20050302,0.2633
20050303,0.2581
20050304,0.262
20050307,0.2595
20050308,0.257
20050309,0.2559
20050310,0.2549
20050311,0.2549
20050314,0.2503
20050315,0.2488
20050316,0.2493
20050317,0.2552
20050318,0.2556
20050321,0.2546
20050322,0.2587
20050323,0.252
20050324,0.2534
20050328,0.2558
20050329,0.2591
20050330,0.2625
20050331,0.2639
20050401,0.2651
20050404,0.267
20050405,0.2697
20050406,0.2747
20050407,0.2737
20050408,0.2767
20050411,0.2779
20050412,0.278
20050413,0.2809
20050414,0.2783
20050415,0.274
20050418,0.2727
20050419,0.2795
20050420,0.2805
20050421,0.2805
20050422,0.2858
20050425,0.2879
20050426,0.2864
20050427,0.2898
20050428,0.2854
20050429,0.2885
20050502,0.2908
20050503,0.294
20050504,0.2985
20050505,0.2991
20050506,0.3003
20050509,0.3021
20050510,0.2986
20050511,0.3002
20050512,0.2999
20050513,0.2989
20050516,0.2991
20050517,0.2973
20050518,0.3018
20050519,0.3041
20050520,0.3054
20050523,0.3084
20050524,0.3082
20050525,0.3119
20050526,0.3119
20050527,0.3143
20050531,0.3118
20050601,0.3083
20050602,0.3121
20050603,0.3114
20050606,0.306
20050607,0.3043
20050608,0.306
20050609,0.2974
20050610,0.2966
20050613,0.3033
20050614,0.3073
20050615,0.3063
20050616,0.311
20050617,0.3131
20050620,0.3146
20050621,0.3186
20050622,0.3179
20050623,0.3155
20050624,0.3179
20050627,0.319
20050628,0.3205
20050629,0.3241
20050630,0.3272
20050701,0.3255
20050705,0.3249
20050706,0.3183
20050707,0.331
20050708,0.3228
20050711,0.3275
20050712,0.3299
20050713,0.3264
20050714,0.3285
20050715,0.3294
20050718,0.3315
20050719,0.3291
20050720,0.3282
20050721,0.3275
20050722,0.3213
20050725,0.3104
20050726,0.3135
20050727,0.3115
20050728,0.3197
20050729,0.3246
20050801,0.3261
20050802,0.3305
20050803,0.3362
20050804,0.3384
20050805,0.338
20050808,0.3353
20050809,0.3398
20050810,0.3443
20050811,0.3315
20050812,0.3288
20050815,0.3341
20050816,0.3305
20050817,0.3318
20050818,0.3262
20050819,0.3145
20050822,0.3255
20050823,0.3228
20050824,0.3196
20050825,0.3243
20050826,0.3245
20050829,0.3288
20050830,0.3291
20050831,0.3299
20050901,0.3329
20050902,0.3374
20050906,0.34
20050907,0.34
20050908,0.3416
20050909,0.3436
20050912,0.3432
20050913,0.3414
20050914,0.3414
20050915,0.3451
20050916,0.3379
20050919,0.3513
20050920,0.3486
20050921,0.3522
20050922,0.3528
20050923,0.3547
20050926,0.3565
20050927,0.355
20050928,0.3593
20050929,0.3653
20050930,0.3603
20051003,0.3611
20051004,0.3619
20051005,0.3559
20051006,0.3496
20051007,0.3623
20051011,0.3669
20051012,0.3669
20051013,0.3562
20051014,0.3593
20051017,0.3618
20051018,0.3612
20051019,0.3597
20051020,0.3601
20051021,0.3578
20051024,0.3585
20051025,0.3582
20051026,0.3553
20051027,0.3546
20051028,0.3589
20051031,0.3612
20051101,0.3604
20051102,0.3629
20051103,0.3681
20051104,0.3702
20051107,0.3762
20051108,0.3743
20051109,0.3782
20051110,0.3803
20051114,0.372
20051115,0.372
20051116,0.3734
20051117,0.3765
20051118,0.3689
20051121,0.3702
20051122,0.3659
20051123,0.3675
20051125,0.3686
20051128,0.3756
20051129,0.384
20051130,0.3811
20051201,0.3773
20051202,0.3802
20051205,0.383
20051206,0.3875
20051207,0.3843
20051208,0.378
20051209,0.3727
20051212,0.3712
20051213,0.3711
20051214,0.3679
20051215,0.3949
20051216,0.3579
20051219,0.3498
20051220,0.3564
20051221,0.3639
20051222,0.36
20051223,0.3643
20051227,0.3589
20051228,0.3584
20051229,0.3623
20051230,0.3623
20060103,0.3615
20060104,0.3697
20060105,0.3703
20060106,0.3717
20060109,0.3797
20060110,0.376
20060111,0.3722
20060112,0.376
20060113,0.3752
20060117,0.3673
20060118,0.3655
20060119,0.3647
20060120,0.3744
20060123,0.3779
20060124,0.3813
20060125,0.3813
20060126,0.3846
20060127,0.3882
20060130,0.3877
20060131,0.3882
20060201,0.3869
20060202,0.3862
20060203,0.3858
20060206,0.3951
20060207,0.3932
20060208,0.3952
20060209,0.3987
20060210,0.3998
20060213,0.4027
20060214,0.4059
20060215,0.4063
20060216,0.4117
20060217,0.4097
20060221,0.403
20060222,0.4065
20060223,0.4061
20060224,0.4092
20060227,0.4092
20060228,0.4092
20060301,0.4123
20060302,0.4129
20060303,0.4132
20060306,0.4057
20060307,0.4012
20060308,0.3981
20060309,0.4074
20060310,0.4088
20060313,0.4099
20060314,0.412
20060315,0.4132
20060316,0.4158
20060317,0.4126
20060320,0.407
20060321,0.4024
20060322,0.4072
20060323,0.4047
20060324,0.4062
20060327,0.4002
20060328,0.3959
20060329,0.3944
20060330,0.3971
20060331,0.4023
20060403,0.4126
20060404,0.4137
20060405,0.4172
20060406,0.4141
20060407,0.4098
20060410,0.4092
20060411,0.4124
20060412,0.4142
20060413,0.4132
20060417,0.4147
20060418,0.4178
20060419,0.4198
20060420,0.4173
20060421,0.4173
20060424,0.4185
20060425,0.417
20060426,0.419
20060427,0.4222
20060428,0.4322
20060501,0.4266
20060502,0.4329
20060503,0.4297
20060504,0.4267
20060505,0.4334
20060508,0.4313
20060509,0.4331
20060510,0.4341
20060511,0.4276
20060512,0.418
20060515,0.4076
20060516,0.4167
20060517,0.4045
20060518,0.4105
20060519,0.4062
20060522,0.3884
20060523,0.3894
20060524,0.3698
20060525,0.3906
20060526,0.3952
20060530,0.3851
20060531,0.3831
20060601,0.3977
20060602,0.3951
20060605,0.3989
20060606,0.3993
20060607,0.4016
20060608,0.3972
20060609,0.4016
20060612,0.3936
20060613,0.3902
20060614,0.3948
20060615,0.3948
20060616,0.4019
20060619,0.4018
20060620,0.4033
20060621,0.4056
20060622,0.4046
20060623,0.4067
20060626,0.408
20060627,0.4083
20060628,0.4099
20060629,0.4177
20060630,0.4208
20060703,0.4224
20060705,0.4147
20060706,0.4185
20060707,0.4186
20060710,0.4196
20060711,0.4196
20060712,0.4163
20060713,0.4113
20060714,0.4118
20060717,0.4136
20060718,0.4126
20060719,0.4296
20060720,0.4222
20060721,0.4164
20060724,0.4206
20060725,0.4169
20060726,0.4188
20060727,0.419
20060728,0.4223
20060731,0.4229
20060801,0.4194
20060802,0.4223
20060803,0.4216
20060804,0.4223
20060807,0.4216
20060808,0.4222
20060809,0.4266
20060810,0.4278
20060811,0.4263
20060814,0.4273
20060815,0.4323
20060816,0.4326
20060817,0.432
20060818,0.4307
20060821,0.4309
20060822,0.433
20060823,0.4313
20060824,0.4296
20060825,0.4264
20060828,0.4328
20060829,0.4374
20060830,0.4374
20060831,0.4336
20060901,0.4374
20060905,0.4406
20060906,0.436
20060907,0.436
20060908,0.4371
20060911,0.4302
20060912,0.4306
20060913,0.4346
20060914,0.4341
20060915,0.4336
20060918,0.4394
20060919,0.4341
20060920,0.4376
20060921,0.425
20060922,0.4236
20060925,0.4237
20060926,0.4289
20060927,0.4306
20060928,0.4327
20060929,0.434
20061002,0.4365
20061003,0.4334
20061004,0.4359
20061005,0.4399
20061006,0.4352
20061010,0.4386
20061011,0.4371
20061012,0.4421
20061013,0.4387
20061016,0.4406
20061017,0.4406
20061018,0.4403
20061019,0.4395
20061020,0.442
20061023,0.4424
20061024,0.4396
20061025,0.4409
20061026,0.4417
20061027,0.4439
20061030,0.4409
20061031,0.4454
20061101,0.4425
20061102,0.4425
20061103,0.4428
20061106,0.4431
20061107,0.4441
20061108,0.4428
20061109,0.4436
20061110,0.4418
20061113,0.4378
20061114,0.4422
20061115,0.4422
20061116,0.4441
20061117,0.4402
20061120,0.4402
20061121,0.4401
20061122,0.4401
20061124,0.4401
20061127,0.4342
20061128,0.4355
20061129,0.4398
20061130,0.4388
20061201,0.4406
20061204,0.4375
