2023-06-11,65,60,72,71,69,73,56,48,76,87,60,75,69,77,85,84,96,86,95,50,68,98,83,71,35,60,66
2023-06-12,70,48,60,59,76,47,50,51,51,71,43,62,57,59,66,58,76,63,75,37,45,82,60,43,23,35,43
2023-06-14,54,49,62,65,74,72,57,63,49,70,58,68,56,57,64,60,79,56,63,41,49,98,68,44,20,37,46
