matchid,teamid,op_teamid,competitionid,seasonid,is_home,team_name,op_team_name,timestamp,avg_points,avg_goals,op_avg_goals,pass_70,pass_80,op_pass_70,op_pass_80,expected_goals,op_expected_goals,passes,bad_passes,pass_ratio,corners,fouls,cards,shots,op_passes,op_bad_passes,op_corners,op_fouls,op_cards,op_shots,goals_op_ratio,shots_op_ratio,pass_op_ratio
731826,360,632,4,2013,0,Belgium,Argentina,2014-07-05 17:00:00.000000,3.0,1.3333333333333333,0.3333333333333333,0.6262678258217037,0.21299664455120873,0.6360539159612598,0.2657782353389766,1.9956865647300244,0.9467157654160401,3.400754975978037,1.0612007168458781,0.7598233424865367,0.08488332189430337,0.11955120872416686,1.6666666666666667,0.20453557538320752,3.915831617478838,0.994377716769618,0.06460764127202014,0.16773240295889577,1.0,0.14697056356287655,1.3333333333333333,1.4105392156862748,0.9577990748260682
731826,632,360,4,2013,1,Argentina,Belgium,2014-07-05 17:00:00.000000,3.0,1.6666666666666667,0.6666666666666666,0.7135666895447267,0.2435941432166552,0.2755281018836269,0.1073362312209258,1.939907077758269,1.052169555325433,5.021105010295127,1.0522382368641807,0.8246834004409762,0.11341798215511324,0.18495004956912986,1.0,0.21694120338595288,2.2321360481964465,0.8868870586440937,0.04905437352245864,0.09113093876305955,2.0,0.11170212765957448,1.1666666666666667,2.0194444444444444,1.2020748307320932
731823,832,614,4,2013,0,Colombia,Brazil,2014-07-04 21:00:00.000000,3.0,2.6666666666666665,0.6666666666666666,0.3607488751620529,0.12849843666590408,0.6792495996339509,0.23598718828643336,0.9947163441185077,0.9930379138468478,2.9572942881110347,0.9430336307481125,0.7551178919089091,0.03565164340730573,0.1464195836193091,0.6666666666666666,0.11786013879356365,3.710745062152063,1.035880424006711,0.06790970792343476,0.1716235796537787,1.6666666666666667,0.18946846640738202,2.6666666666666665,0.6501068376068376,0.9687885876656605
731823,614,832,4,2013,1,Brazil,Colombia,2014-07-04 21:00:00.000000,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.501566062336565,0.22865299215026427,0.399239063664683,0.11539087216318127,2.3531523005745174,0.6842993284776727,3.4594444484911175,0.9972278268639178,0.7714708699394724,0.06293749590274389,0.17523023544351127,2.0,0.1915913378542761,3.118632256999327,0.9931936988449986,0.04526952054212465,0.18796814944847898,2.6666666666666665,0.136898735252913,1.6666666666666667,1.4052706552706553,1.0175759780305138
731824,357,368,4,2013,0,Germany,France,2014-07-04 17:00:00.000000,2.3333333333333335,1.6666666666666667,1.0,0.8830949889547727,0.2483432159051273,0.3423995459392694,0.10819759642852232,2.0277112791743725,0.7938532470703329,6.5212765957446805,1.0456342285780724,0.858503973592441,0.0627833972793861,0.16811998604813394,0.6666666666666666,0.16515521450994072,3.139875583359274,1.0414217901644345,0.028735718402336314,0.10131980152345377,1.3333333333333333,0.10548910916835126,1.3333333333333333,2.2273640661938536,1.1585770696589872
731824,368,357,4,2013,1,France,Germany,2014-07-04 17:00:00.000000,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.761138604919987,0.29023307525276243,0.41904698832416204,0.15992887732944808,2.9084934863143843,0.47051762965723737,4.112528748088478,1.0103697816951438,0.7976926867752288,0.07768064636539875,0.1559260195788029,0.6666666666666666,0.19893516678908438,3.3608688846343724,1.0532312249394937,0.053046193612606214,0.11714529976279064,0.6666666666666666,0.13857281042918437,1.5,1.4480392156862747,1.082878772364775
731822,596,360,4,2013,0,USA,Belgium,2014-07-01 21:00:00.000000,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3510545982893633,0.13457396637326557,0.9687569988801791,0.3005599104143337,0.7626582886584022,1.0696944225071003,3.5252353028533356,0.886248279128386,0.791035225335014,0.038859388232649804,0.1168418644414743,1.0,0.09533729083633358,5.691787980589772,0.9508771929824561,0.04949608062709967,0.13434117207913399,1.0,0.1942515864128406,1.0,0.46874630745598483,0.9314124934459218
731822,360,596,4,2013,1,Belgium,USA,2014-07-01 21:00:00.000000,3.0,1.3333333333333333,0.3333333333333333,0.5787767863951804,0.1894303363074811,0.4632044535956685,0.18172805612750706,1.2032678615643928,0.473903948945728,4.146991535117822,1.025089605734767,0.7897740168624718,0.057195149851292613,0.15351178220086936,1.6666666666666667,0.15713414169145123,3.21547319453977,1.0218866773430946,0.060664988942271035,0.16441699077251581,1.0,0.11050102951269732,1.3333333333333333,2.5347222222222223,1.0626741407193183
731821,497,632,4,2013,0,Switzerland,Argentina,2014-07-01 17:00:00.000000,2.0,2.3333333333333335,2.0,0.5698924731182796,0.2078853046594982,0.5107137291569269,0.23009194327567398,1.854238282062962,1.9143872315842039,4.189964157706093,0.924731182795699,0.8118759169245736,0.05017921146953405,0.16845878136200718,0.3333333333333333,0.17921146953405018,3.683925510363098,0.9428471248246844,0.057659342371824844,0.13686302010285178,1.0,0.15817360137135736,1.8,1.2639078961659607,1.0281620256657025
731821,632,497,4,2013,1,Argentina,Switzerland,2014-07-01 17:00:00.000000,3.0,2.0,1.0,0.6526347899031495,0.21402425074353695,0.343628460306566,0.1180889193929688,1.27893112833388,0.8897223491978749,5.428811103485091,0.903492717150919,0.8553539636264696,0.08564020437733545,0.1571722717913521,0.3333333333333333,0.18199496682681307,2.719591245329063,0.8358117898268893,0.05711888965149089,0.07858613589567605,1.6666666666666667,0.13231144665599023,1.5,1.6102941176470589,1.1867635833539179
731820,1215,357,4,2013,0,Algeria,Germany,2014-06-30 21:00:00.000000,1.3333333333333333,2.0,1.6666666666666667,0.38702051399374665,0.17044154655685198,0.6587737359871882,0.2063982307633646,1.358454770826153,1.3426315443168875,3.0332113170136505,1.0996720811408525,0.728367138854115,0.03553725310760314,0.1674292686646839,1.6666666666666667,0.09231297185998628,4.669640814458934,1.127659574468085,0.06409669793334859,0.17444520704644248,1.6666666666666667,0.12121558758483947,1.1666666666666667,0.9801198257080611,0.9154914988912429
731820,357,1215,4,2013,1,Germany,Algeria,2014-06-30 21:00:00.000000,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.9127893383212532,0.265217052451095,0.42421663595308073,0.1293649536614533,1.6504398642401472,0.6369238509101275,6.363767438235523,0.9415088457641648,0.8683378648384986,0.05011300755981607,0.1574312212610085,0.3333333333333333,0.13627152988855115,3.7167386110419742,0.8981142780044632,0.03978477863172441,0.10056918601873989,1.6666666666666667,0.1257857524158142,2.0,1.6273640661938533,1.082597321260131
731819,1216,368,4,2013,0,Nigeria,France,2014-06-30 17:00:00.000000,1.3333333333333333,1.0,1.0,0.4405057308283115,0.10799952735436606,0.5786364173460948,0.17267320493126945,1.000610818703601,1.7505375363226452,3.679900744416873,1.026743865453543,0.7777398924237177,0.054314860766473676,0.10894481862223797,1.0,0.15132537713182873,3.9523809523809526,1.0068533616920714,0.06467367757690339,0.1482137933750837,0.6666666666666666,0.16916774981291108,0.5555555555555555,0.9259259259259259,1.0220791160375253
731819,368,1216,4,2013,1,France,Nigeria,2014-06-30 17:00:00.000000,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.8923968580797682,0.31766186227407917,0.29691908792801036,0.11797452909326622,2.9475507711994804,0.4809434365267551,5.199191641882101,0.977960802257302,0.8315023513198385,0.06424921833295204,0.1534736521009685,1.3333333333333333,0.22500571951498513,3.1714329291542747,0.9601921757035004,0.021467246244185157,0.12163501868374893,2.0,0.12140623808434377,1.8333333333333333,2.3480392156862746,1.1170180347694556
731818,517,838,4,2013,0,Greece,Costa Rica,2014-06-29 21:00:00.000000,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.41504613742088003,0.13589567604667124,0.773316556089377,0.2854037977579501,0.9899167905734835,1.0872658253794636,2.7476168687561966,0.9072294669412034,0.7273160460815001,0.05349653016090902,0.23209791809654542,2.0,0.11793639899336535,4.35975749256463,0.8535041561808893,0.05715701975139176,0.15701975139174865,1.6666666666666667,0.15701975139174865,0.6666666666666666,0.782051282051282,0.8789617786360534
731818,838,517,4,2013,1,Costa Rica,Greece,2014-06-29 21:00:00.000000,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.26013959630258443,0.10311262026032825,0.4082625919637804,0.14216185625353706,0.8214034626075281,0.35981010990670387,3.257762686285606,1.0719109601961894,0.7515679064784194,0.0497264667043954,0.16336540275419734,0.6666666666666666,0.09937747594793435,4.743067345783814,1.0344086021505376,0.05697038294661385,0.21011129975476325,2.3333333333333335,0.09967930579136013,1.3333333333333333,0.9814814814814815,0.9263446384670111
731817,659,366,4,2013,0,Mexico,Netherlands,2014-06-29 17:00:00.000000,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.48119025593586184,0.16389145852605613,0.507708911501696,0.21438482886216467,1.14025217288717,1.2936196186473512,3.7354301572617943,1.0176534073388837,0.7785379526675222,0.04987665741597286,0.14993832870798643,1.6666666666666667,0.11802343509096515,3.452436016034536,1.0139531298180697,0.0570459451125501,0.14677767499229108,1.6666666666666667,0.1322849213691027,1.3333333333333333,0.906959706959707,1.012220433957215
731817,366,659,4,2013,1,Netherlands,Mexico,2014-06-29 17:00:00.000000,3.0,3.3333333333333335,1.0,0.3440860215053763,0.12903225806451613,0.4551971326164875,0.12903225806451613,2.441603387414124,0.7098024021507903,3.043010752688172,0.992831541218638,0.7400874020845967,0.017921146953405017,0.13261648745519714,1.6666666666666667,0.14695340501792115,5.003584229390682,1.053763440860215,0.05017921146953405,0.24372759856630824,1.0,0.1003584229390681,2.8333333333333335,1.4749999999999999,0.9036825836261472
731816,837,832,4,2013,0,Uruguay,Colombia,2014-06-28 21:00:00.000000,2.0,1.3333333333333333,1.3333333333333333,0.4912280701754386,0.14736842105263157,0.4140350877192982,0.1543859649122807,0.9014478954849577,1.2696430718990535,2.936842105263158,1.207017543859649,0.6955859590608416,0.05263157894736842,0.17192982456140352,2.3333333333333335,0.10877192982456141,3.8771929824561404,1.0210526315789472,0.05263157894736842,0.19649122807017547,1.3333333333333333,0.11929824561403511,1.1111111111111112,0.9715099715099714,0.8845594499982171
731816,832,837,4,2013,1,Colombia,Uruguay,2014-06-28 21:00:00.000000,3.0,3.0,0.6666666666666666,0.48619690383588804,0.21451994204224814,0.7401814992755281,0.23957141767711432,1.2605327605677379,1.0133407520764208,3.068405399222146,0.9107755662319835,0.7662997117257101,0.03923587279798674,0.13566689544726607,0.6666666666666666,0.13219705635628765,3.954472660718371,1.035880424006711,0.06432547853275376,0.1716235796537787,1.6666666666666667,0.17154731945397697,3.0,0.8565462315462314,0.9680154976573486
731815,831,614,4,2013,0,Chile,Brazil,2014-06-28 17:00:00.000000,2.0,1.6666666666666667,1.0,0.5356765283146094,0.17018346598594405,0.6101682942198782,0.21180186797352565,0.8116645201228034,1.3583662617184384,4.694279280906453,1.1523815257659134,0.7911298598913484,0.03923667553693201,0.20255832901861148,1.3333333333333333,0.09220500347184594,3.6739772102413433,1.0560697098500083,0.03527596158091408,0.13472568403392374,1.6666666666666667,0.14883462373618786,1.6666666666666667,0.6282051282051282,1.0679884111823377
731815,614,831,4,2013,1,Brazil,Chile,2014-06-28 17:00:00.000000,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.5538082022818377,0.23920752389762567,0.3783533765032378,0.12488436632747456,2.1498690996314234,0.5278321714890774,4.041088498304039,0.9253006475485662,0.8115627334565328,0.06413814369411039,0.18578476719087264,1.3333333333333333,0.17129201356768423,2.973018809744064,0.9396392229417208,0.042784458834412585,0.13220783225408572,2.3333333333333335,0.12866173296330558,2.3333333333333335,1.3412975912975913,1.0718254376568839
731813,1041,360,4,2013,1,South Korea,Belgium,2014-06-26 21:00:00.000000,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6464469378214118,0.17225272630214292,0.5118800128647641,0.21063564534365165,1.1002920418847566,1.578652699699443,4.175091760914327,1.2023987148498503,0.7761888627116683,0.05002917781557631,0.15397929038226255,2.6666666666666665,0.11855891432000769,3.4882708497044086,1.1625403267252212,0.042936979234016036,0.11466715738447408,0.6666666666666666,0.1684322560751196,0.6666666666666666,0.7201058201058202,1.0496847919448655
731814,1215,536,4,2013,1,Algeria,Russia,2014-06-26 21:00:00.000000,1.0,1.6666666666666667,1.6666666666666667,0.3409212232136048,0.15980324868451154,0.6091283459162663,0.16384503927400293,1.0729896731364772,1.9612485299201996,3.0083886219781895,1.060664988942271,0.7336298305175605,0.04617555097994357,0.15324487150156332,2.0,0.1313200640585678,4.364676275451842,1.074468085106383,0.06409669793334859,0.1957218027911233,1.6666666666666667,0.16376877907420118,0.8333333333333334,0.9854108309990663,0.9294709798488258
731811,357,596,4,2013,0,Germany,USA,2014-06-26 17:00:00.000000,2.3333333333333335,3.0,1.3333333333333333,0.751056375015672,0.2167279991054274,0.4564747004692098,0.14011764183349631,2.0785292560546194,1.0873938624323176,5.338944743200062,1.1071733539356112,0.8249849401253725,0.08295297055704086,0.1513411811746687,1.0,0.15538963041275713,3.7024016934792505,1.0809099769291945,0.054121696194448426,0.10773764480010191,1.3333333333333333,0.16879650510398622,2.1666666666666665,0.9346316425120772,1.070279136925195
731811,596,357,4,2013,1,USA,Germany,2014-06-26 17:00:00.000000,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.44691804502536425,0.17711465619052866,0.7500033655817254,0.26602904191067134,1.13318318898776,0.9459301426567902,3.61190314467718,1.0745672167862979,0.7645696998182551,0.045352131637080136,0.13649636823135622,1.3333333333333333,0.13837742245393744,4.467511733641742,1.1445174673691554,0.04978674450339312,0.11120432752617504,1.3333333333333333,0.19186814262723428,1.1666666666666667,0.8025793650793651,0.9647427730084127
731812,1219,359,4,2013,0,Ghana,Portugal,2014-06-26 17:00:00.000000,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6338511764043678,0.2486772486772487,0.4330744117978161,0.14257570640549364,0.69568670794544,1.1748542467929963,3.7601598559045364,1.189969604863222,0.7550949387872189,0.05662501407182258,0.1424068445345041,2.0,0.21766295170550487,3.6007542496904197,1.1263086795001689,0.06720702465383316,0.1565912416976247,1.3333333333333333,0.12383203872565574,0.8333333333333334,1.875,1.041109822757177
731812,359,1219,4,2013,1,Portugal,Ghana,2014-06-26 17:00:00.000000,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.4882226243856125,0.13891594163241022,0.67328494934607,0.17989473269609094,0.7774367336141678,1.7112737920411962,4.055785037448874,0.9209429694998456,0.8071204985670288,0.04676579786936324,0.11449550261095252,1.3333333333333333,0.15356132266149244,5.445282768542531,0.8671073879902403,0.05721002257504804,0.15759498000584587,0.6666666666666666,0.1647667555986741,0.3333333333333333,0.9666666666666668,0.9409182299818787
731807,497,847,4,2013,0,Switzerland,Honduras,2014-06-25 21:00:00.000000,1.3333333333333333,1.3333333333333333,2.0,0.6214824982841455,0.24285060626858843,0.4611454282010219,0.21097384275146802,1.2161624725031224,1.7568849681808913,4.935369480668039,1.0388164416990773,0.8254428294640889,0.06432547853275376,0.17135666895447266,0.6666666666666666,0.1856935865171967,2.979562266453138,0.9779226721574009,0.039312132997788456,0.11427590940288264,2.0,0.13951803553725312,0.7999999999999999,1.6813852813852812,1.101925373927639
731807,847,497,4,2013,1,Honduras,Switzerland,2014-06-25 21:00:00.000000,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.23083962479981693,0.08872874246930527,0.8056890109052087,0.31350568138488527,0.5545841964571965,1.6021700069865332,2.7429268664683897,1.0239075726378404,0.7293162458388868,0.02482269503546099,0.14233966292991687,3.3333333333333335,0.10302752993212842,4.942728589948906,1.0705025547166933,0.08895752306871045,0.16720048806527874,2.3333333333333335,0.17097536795546406,0.16666666666666666,0.7796296296296297,0.9120139432023441
731808,368,830,4,2013,0,France,Ecuador,2014-06-25 21:00:00.000000,2.0,3.0,1.3333333333333333,0.6451612903225806,0.2114695340501792,0.4982078853046595,0.16845878136200718,2.3793060003334157,1.2546397216246523,4.483870967741935,0.910394265232975,0.8149030658613321,0.05017921146953405,0.13620071684587812,2.0,0.1792114695340502,3.885304659498208,0.906810035842294,0.035842293906810034,0.13620071684587812,1.3333333333333333,0.15412186379928317,2.0,1.8916900093370683,1.0163318291509509
731808,830,368,4,2013,1,Ecuador,France,2014-06-25 21:00:00.000000,1.0,1.0,1.3333333333333333,0.5103713871730344,0.253450774041028,0.4686189277815908,0.17883016853504155,0.8323233697128778,1.1508599278653702,3.1148859910012963,1.017349195454892,0.752303708451351,0.08556394417753375,0.1320445359566842,2.3333333333333335,0.1143140395027835,3.960497216502707,1.0782429649965684,0.06077937924197362,0.1929383054983604,2.0,0.16064211088233052,0.8333333333333334,0.7557932263814617,0.9690761714705491
731809,632,1216,4,2013,0,Argentina,Nigeria,2014-06-25 17:00:00.000000,2.0,1.0,1.6666666666666667,0.7452733341545971,0.23399352877733112,0.43453397056691495,0.15550669874623202,0.7917707574916352,1.6044283753174355,5.293752613587892,0.8743462363915349,0.8555822030703953,0.06094447000418174,0.15110665282250732,1.0,0.19073891105462826,2.855673800766457,0.9226998121987826,0.05743398674078152,0.1339250622023443,1.3333333333333333,0.15523475990188415,1.0,1.4806644880174293,1.1986137486339092
731809,1216,632,4,2013,1,Nigeria,Argentina,2014-06-25 17:00:00.000000,1.6666666666666667,1.0,0.6666666666666666,0.4548426483910355,0.11516798613572808,0.5858048761274568,0.18342589310331245,0.9839791167599844,1.3078660037990542,3.6691480562448304,1.116349600220568,0.7604781836242855,0.04356217259443066,0.134034424357005,1.3333333333333333,0.14774114774114774,3.468509984639017,1.0749537201150103,0.04675253062349837,0.1697191697191697,1.0,0.16199929103154911,0.6666666666666666,0.9328703703703703,1.0348711540496696
731810,1042,537,4,2013,0,Iran,Bosnia and Herzegovina,2014-06-25 17:00:00.000000,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.35595663392506216,0.11871911357155009,0.6236064705522496,0.18223883186134385,1.1179988584785987,0.8759817583291349,2.1845170005773986,1.046966226787778,0.6579582076709832,0.03935529124273119,0.1586995708478207,2.0,0.12943618571621318,4.144554141808775,1.1918853281241752,0.08260739489291308,0.18726404381860798,1.0,0.1720300213779967,0.3333333333333333,0.7995331465919703,0.9018766898101275
731803,1266,832,4,2013,1,Japan,Colombia,2014-06-24 21:00:00.000000,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6514015535292131,0.2190730964527157,0.36467468908678313,0.16209199120733275,0.26385869142115487,1.2076004388624912,3.6736308857249504,1.0219692256646342,0.7576973107896022,0.04850186933053674,0.1747181191750061,2.3333333333333335,0.13336473571635946,3.3185819157823637,0.996637575025033,0.06876588634707335,0.2012483928497366,2.3333333333333335,0.15850915705338997,0.16666666666666666,1.0611111111111111,1.0560157873324734
731804,1221,517,4,2013,0,Côte d'Ivoire,Greece,2014-06-24 21:00:00.000000,2.0,2.0,1.0,0.6929451287793954,0.22512131392310564,0.34509145203434116,0.13385591638671146,1.5832423912190912,0.8578393231826936,4.753340798805524,0.8806644270250094,0.8381018366925078,0.07036207540126914,0.13023516237402014,1.3333333333333333,0.2145203434117208,2.9260171705860394,0.9294512877939529,0.03527435610302351,0.14789100410600972,0.6666666666666666,0.09514744307577455,1.8333333333333333,2.393939393939394,1.1086756792784975
731804,517,1221,4,2013,1,Greece,Côte d'Ivoire,2014-06-24 21:00:00.000000,0.3333333333333333,0.0,1.6666666666666667,0.3259079108352481,0.10741663599680369,0.9595406483443248,0.3403360090716481,0.6667770081899206,1.7269417806817475,2.32315839906631,0.8741143040925202,0.6957828269278572,0.04278280100398211,0.17864614935725912,2.3333333333333335,0.09670373575509202,5.8153052563171626,0.9288119324003064,0.06829929807459574,0.16835682479053315,1.0,0.19013491424043183,0.0,0.5547785547785548,0.8212179574695764
731805,837,119,4,2013,0,Uruguay,Italy,2014-06-24 17:00:00.000000,1.0,1.6666666666666667,2.3333333333333335,0.4734955668741747,0.14140728164497263,0.5020594965675057,0.1666285278413425,0.8490495702944741,2.0833927332626385,3.0876061120543294,1.2831163931333711,0.6925479843772973,0.06361063950198076,0.1446896811922279,2.0,0.1169967930579136,3.924561403508772,1.1511441647597254,0.08558352402745995,0.17692601067887107,1.3333333333333333,0.15293668954996187,1.0,0.7461017676071439,0.8999694665089489
731805,119,837,4,2013,1,Italy,Uruguay,2014-06-24 17:00:00.000000,1.0,1.3333333333333333,1.6666666666666667,0.4075539992454254,0.13014053952084512,0.5936816166760988,0.20017213733257874,1.033336374178012,0.9713389264049672,5.1380105168836065,0.825640209394454,0.8466657884429268,0.031771128089039806,0.179951895868704,1.6666666666666667,0.14059611394076588,3.672955574419921,0.9892661761931713,0.0703334276551594,0.133466562912658,2.0,0.14772330692322203,0.8888888888888888,0.9843304843304844,1.0878373380730746
731806,114,838,4,2013,0,England,Costa Rica,2014-06-24 17:00:00.000000,0.0,1.0,2.6666666666666665,0.6864225781845917,0.2190312738367658,0.5441647597254005,0.16380625476735314,1.9845710580929932,1.2693278808270712,4.423798627002288,1.05209763539283,0.806690408491118,0.07437070938215103,0.12360793287566745,1.0,0.17048054919908465,3.9289855072463773,0.9909610983981693,0.046071700991609454,0.09191456903127383,0.6666666666666666,0.13527841342486652,0.4166666666666667,1.3144796380090498,1.0912246123994394
731806,838,114,4,2013,1,Costa Rica,England,2014-06-24 17:00:00.000000,2.0,1.6666666666666667,1.0,0.32107149594416146,0.10669684965100924,0.4190152801358235,0.15291454442558008,1.024686696547943,0.8800314622721809,3.494321826070553,0.9930579136012073,0.7753053329515668,0.0461422373137144,0.17770232031692132,2.0,0.12805131107338238,4.6176193171099795,0.9842293906810036,0.06413884172797585,0.19219015280135823,3.3333333333333335,0.12835314091680816,1.5,1.0648148148148149,0.9526037396205651
731799,614,494,4,2013,0,Brazil,Cameroon,2014-06-23 21:00:00.000000,1.3333333333333333,1.3333333333333333,1.0,0.5270408721514329,0.21869353015096205,0.35814442355578097,0.12881176661726332,1.5314652448990909,0.6528000325701738,3.8897120016976188,0.9749460376194881,0.7956880837167261,0.06798928378409742,0.20423973554288974,2.0,0.1576795679030766,2.99097808679737,0.9678554968683583,0.03584478065245574,0.1329323041522021,2.6666666666666665,0.1291192941621159,1.1666666666666667,1.2301864801864804,1.057042071764493
