Date,pep,ko
2000-08-16,39.02,51.98
2000-08-15,40.73,53.1
2000-08-14,41.68,54.01
2000-08-11,40.62,53.31
2000-08-10,39.96,52.24
2000-08-09,39.02,51.22
2000-08-08,39.4,52.19
2000-08-07,39.57,52.57
2000-08-04,39.96,53.21
2000-08-03,40.01,53.95
2000-08-02,40.46,53.9
2000-08-01,40.68,53.95
2000-07-31,40.62,52.51
2000-07-28,39.68,53.69
2000-07-27,39.29,51.76
2000-07-26,38.85,50.37
2000-07-25,39.13,50.74
2000-07-24,38.68,50.74
2000-07-21,39.24,52.12
2000-07-20,38.79,51.81
2000-07-19,38.46,51.81
2000-07-18,38.13,49.83
2000-07-17,38.02,49.11
2000-07-14,36.97,49.36
2000-07-13,35.8,49.62
2000-07-12,35.25,48.07
2000-07-11,36.02,48.12
2000-07-10,36.3,49.3
2000-07-07,37.63,50.31
2000-07-06,38.91,50.48
2000-07-05,38.46,50.31
2000-07-03,38.13,49.83
2000-06-30,39.4,49.19
2000-06-29,37.91,50.58
2000-06-28,38.49,51.43
2000-06-27,38.52,49.57
2000-06-26,38.63,50.53
2000-06-23,37.3,49.57
2000-06-22,37.19,48.07
2000-06-21,37.46,45.82
2000-06-20,36.47,45.34
2000-06-19,38.74,46.62
2000-06-16,38.79,47.53
2000-06-15,38.46,47.86
2000-06-14,38.57,45.39
2000-06-13,37.96,45.72
2000-06-12,37.22,44.93
2000-06-09,36.58,44.65
2000-06-08,37.63,45.08
2000-06-07,36.63,45.24
2000-06-06,36.23,44.23
2000-06-05,34.91,44.39
2000-06-02,35.62,44.87
2000-06-01,35.4,45.46
2000-05-31,35.96,45.57
2000-05-30,36.23,45.99
2000-05-26,36.23,46.58
2000-05-25,35.29,44.98
2000-05-24,36.01,44.98
2000-05-23,34.85,42.68
2000-05-22,35.13,43.27
2000-05-19,34.69,42.73
2000-05-18,34.92,42.2
2000-05-17,34.46,41.19
2000-05-16,34.58,41.78
2000-05-15,34.8,44.18
2000-05-12,34.91,44.6
2000-05-11,35.35,45.72
2000-05-10,34.63,45.08
2000-05-09,33.3,43.11
2000-05-08,33.53,41.4
2000-05-05,33.14,40.17
2000-05-04,32.42,41.4
2000-05-03,33.19,41.4
2000-05-02,33.14,39.48
2000-05-01,32.7,39.48
2000-04-28,32.42,40.33
2000-04-27,33.08,41.19
2000-04-26,33.36,42.2
2000-04-25,33.08,43.11
2000-04-24,33.47,42.37
2000-04-20,32.86,42.2
2000-04-19,31.21,41.99
2000-04-18,31.76,41.51
2000-04-17,32.37,41.4
2000-04-14,32.2,40.12
2000-04-13,32.2,40.33
2000-04-12,32.92,41.4
2000-04-11,32.75,40.28
2000-04-10,32.03,38.41
2000-04-07,31.81,39.43
2000-04-06,32.53,39.05
2000-04-05,32.48,40.66
2000-04-04,32.2,44.71
2000-04-03,31.92,42.09
2000-03-31,30.82,40.07
2000-03-30,31.76,41.45
2000-03-29,29.38,40.02
2000-03-28,28.72,38.31
2000-03-27,28.6,38.63
2000-03-24,29.11,40.12
2000-03-23,29.6,40.12
2000-03-22,29.6,40.17
2000-03-21,30.32,42.2
2000-03-20,29.38,41.45
2000-03-17,29.16,41.94
2000-03-16,30.1,42.47
2000-03-15,29.33,40.6
2000-03-14,27.12,36.97
2000-03-13,27.51,37.35
2000-03-10,27.17,38.7
2000-03-09,27.73,39.76
2000-03-08,26.95,40.4
2000-03-07,26.94,40.08
2000-03-06,27.27,41.67
2000-03-03,27.82,42.63
2000-03-02,27.77,42.21
2000-03-01,28.65,43.37
2000-02-29,28.26,41.36
2000-02-28,29.25,41.94
2000-02-25,28.81,41.41
2000-02-24,29.91,42.36
2000-02-23,30.08,43.59
2000-02-22,30.52,44.01
2000-02-18,30.13,43.7
2000-02-17,30.19,44.49
2000-02-16,29.91,45.55
2000-02-15,30.08,47.36
2000-02-14,29.97,46.04
2000-02-11,30.24,47.25
2000-02-10,30.46,48.21
2000-02-09,29.91,48.48
2000-02-08,29.31,48.64
2000-02-07,28.48,48.37
2000-02-04,28.81,47.84
2000-02-03,29.09,46.99
2000-02-02,29.03,47.95
2000-02-01,29.91,49.44
2000-01-31,30.02,48.85
2000-01-28,29.25,48.43
2000-01-27,29.75,50.6
2000-01-26,29.86,53.63
2000-01-25,30.19,56.02
2000-01-24,31.07,55.17
2000-01-21,31.78,56.87
2000-01-20,31.78,56.02
2000-01-19,32.06,55.49
2000-01-18,31.89,55.28
2000-01-14,31.84,51.93
2000-01-13,31.62,51.5
2000-01-12,31.95,52.3
2000-01-11,32.33,51.72
2000-01-10,32.44,50.02
2000-01-07,33.1,51.67
2000-01-06,32.22,48.48
2000-01-05,30.85,48.43
2000-01-04,31.62,48.0
2000-01-03,32.44,47.95
1999-12-31,31.01,49.54
1999-12-30,31.23,49.7
1999-12-29,31.29,50.13
1999-12-28,32.22,50.29
1999-12-27,32.06,50.6
1999-12-23,31.18,50.39
1999-12-22,30.85,49.75
1999-12-21,30.68,49.7
1999-12-20,31.15,50.65
1999-12-17,30.79,50.82
1999-12-16,29.91,49.75
1999-12-15,30.52,50.93
1999-12-14,30.9,52.09
1999-12-13,31.07,52.73
1999-12-10,32.5,53.79
1999-12-09,31.62,52.84
1999-12-08,32.57,51.03
1999-12-07,32.38,50.18
1999-12-06,32.32,54.95
1999-12-03,32.54,58.09
1999-12-02,32.16,57.36
1999-12-01,30.23,57.99
1999-11-30,30.3,57.24
1999-11-29,30.41,57.03
1999-11-26,30.57,56.47
1999-11-24,30.85,57.64
1999-11-23,31.61,56.58
1999-11-22,31.83,55.46
1999-11-19,30.24,51.33
1999-11-18,30.3,51.28
1999-11-17,29.91,50.85
1999-11-16,29.59,50.27
1999-11-15,28.54,49.42
1999-11-12,29.04,48.78
1999-11-11,28.71,48.15
1999-11-10,28.65,49.11
1999-11-09,28.71,48.95
1999-11-08,29.53,49.9
1999-11-05,29.64,49.32
1999-11-04,28.93,48.1
1999-11-03,30.02,48.26
1999-11-02,29.53,49.0
1999-11-01,29.42,50.06
1999-10-29,30.41,50.06
1999-10-28,30.41,49.9
1999-10-27,29.86,48.31
1999-10-26,29.69,47.09
1999-10-25,30.02,47.77
1999-10-22,29.91,46.88
1999-10-21,29.2,46.08
1999-10-20,29.04,44.75
1999-10-19,29.69,44.8
1999-10-18,28.82,43.27
1999-10-15,28.22,42.37
1999-10-14,29.42,42.9
1999-10-13,29.26,42.16
1999-10-12,30.13,42.9
1999-10-11,30.41,44.44
1999-10-08,30.13,45.02
1999-10-07,29.04,44.12
1999-10-06,29.09,44.07
1999-10-05,27.56,40.67
1999-10-04,27.89,40.35
1999-10-01,27.5,41.62
1999-09-30,26.74,40.94
1999-09-29,27.17,41.47
1999-09-28,27.89,43.06
1999-09-27,28.49,43.27
1999-09-24,28.0,43.38
1999-09-23,27.72,43.22
1999-09-22,28.71,44.49
1999-09-21,28.93,45.6
1999-09-20,29.75,46.03
1999-09-17,29.48,45.81
1999-09-16,29.09,45.87
1999-09-15,29.37,45.87
1999-09-14,28.49,46.45
1999-09-13,28.93,46.99
1999-09-10,29.2,46.64
1999-09-09,29.8,46.53
1999-09-08,29.37,46.74
1999-09-07,29.41,46.21
1999-09-03,30.23,48.54
1999-09-02,29.3,50.33
1999-09-01,29.58,50.76
1999-08-31,29.79,50.6
1999-08-30,29.9,51.5
1999-08-27,30.83,52.5
1999-08-26,30.94,52.08
1999-08-25,31.21,51.87
1999-08-24,30.07,50.12
1999-08-23,30.67,49.75
1999-08-20,31.05,49.75
1999-08-19,30.89,49.12
1999-08-18,31.21,49.49
1999-08-17,32.52,50.87
1999-08-16,33.61,50.23
1999-08-13,33.23,50.6
1999-08-12,33.61,50.87
1999-08-11,33.45,50.28
1999-08-10,34.0,50.6
1999-08-09,33.56,50.55
1999-08-06,32.36,50.12
1999-08-05,33.18,51.5
1999-08-04,33.34,50.87
1999-08-03,33.45,51.44
1999-08-02,33.67,50.81
1999-07-30,34.0,51.23
1999-07-29,34.1,52.03
1999-07-28,34.81,51.92
1999-07-27,34.71,52.87
1999-07-26,34.6,53.35
1999-07-23,34.38,52.66
1999-07-22,34.76,53.41
1999-07-21,35.2,52.98
1999-07-20,33.94,53.24
1999-07-19,33.67,53.46
1999-07-16,34.27,54.99
1999-07-15,33.72,54.14
1999-07-14,33.56,52.35
1999-07-13,34.1,52.82
1999-07-12,33.83,53.35
1999-07-09,33.61,53.83
1999-07-08,33.67,53.41
1999-07-07,33.4,53.3
1999-07-06,32.85,53.83
1999-07-02,32.85,54.83
1999-07-01,33.01,54.88
1999-06-30,33.78,52.45
1999-06-29,33.18,51.76
1999-06-28,32.14,51.65
1999-06-25,31.21,52.35
1999-06-24,30.89,52.98
1999-06-23,31.27,52.24
1999-06-22,31.49,52.98
1999-06-21,30.67,52.08
1999-06-18,31.43,53.67
1999-06-17,31.7,54.61
1999-06-16,31.21,54.04
1999-06-15,31.1,53.93
1999-06-14,30.72,54.83
1999-06-11,30.89,54.51
1999-06-10,30.67,55.8
1999-06-09,30.72,56.54
1999-06-08,31.04,57.17
1999-06-07,31.48,57.17
1999-06-04,31.58,58.86
1999-06-03,31.31,58.07
1999-06-02,31.53,57.91
1999-06-01,31.64,58.33
1999-05-28,30.88,57.81
1999-05-27,31.31,57.49
1999-05-26,31.96,57.81
1999-05-25,32.62,56.54
1999-05-24,32.89,56.38
1999-05-21,33.32,57.39
1999-05-20,32.73,57.34
1999-05-19,32.62,57.76
1999-05-18,32.83,58.02
1999-05-17,32.73,56.64
1999-05-14,33.21,55.06
1999-05-13,32.29,55.49
1999-05-12,30.88,56.07
1999-05-11,30.12,56.49
1999-05-10,30.66,56.59
1999-05-07,31.96,57.17
1999-05-06,31.91,58.33
1999-05-05,32.4,59.5
1999-05-04,32.24,57.97
1999-05-03,32.56,58.23
1999-04-30,32.13,57.44
1999-04-29,32.13,57.23
1999-04-28,32.67,57.34
1999-04-27,32.89,58.6
1999-04-26,31.96,56.64
1999-04-23,31.53,56.12
1999-04-22,32.13,56.12
1999-04-21,33.87,57.01
1999-04-20,32.29,55.06
1999-04-19,31.96,54.8
1999-04-16,31.69,55.44
1999-04-15,32.18,54.22
1999-04-14,33.05,53.54
1999-04-13,33.16,53.43
1999-04-12,34.36,52.22
1999-04-09,33.27,51.27
1999-04-08,33.49,51.38
1999-04-07,32.56,49.74
1999-04-06,33.27,50.47
1999-04-05,33.81,51.06
1999-04-01,33.6,51.43
1999-03-31,34.08,51.8
1999-03-30,34.68,53.38
1999-03-29,35.39,54.69
1999-03-26,34.79,55.12
1999-03-25,34.14,55.59
1999-03-24,33.27,55.17
1999-03-23,33.81,55.59
1999-03-22,34.57,57.12
1999-03-19,34.74,56.96
1999-03-18,34.9,57.6
1999-03-17,34.85,56.38
1999-03-16,34.68,57.97
1999-03-15,33.81,57.97
1999-03-12,33.49,58.6
1999-03-11,33.11,56.01
1999-03-10,33.11,52.93
1999-03-09,33.32,53.03
1999-03-08,33.86,53.87
1999-03-05,34.57,53.82
1999-03-04,32.72,52.98
1999-03-03,32.29,51.88
1999-03-02,31.96,52.3
1999-03-01,32.94,53.61
1999-02-26,32.56,53.77
1999-02-25,33.21,54.08
1999-02-24,33.81,52.87
1999-02-23,34.24,52.82
1999-02-22,34.24,54.24
1999-02-19,33.97,55.35
1999-02-18,32.56,54.39
1999-02-17,32.56,54.13
1999-02-16,32.29,54.6
1999-02-12,32.18,53.77
1999-02-11,32.83,54.18
1999-02-10,33.37,53.56
1999-02-09,32.72,52.14
1999-02-08,33.21,51.77
1999-02-05,32.83,52.24
1999-02-04,32.99,53.5
1999-02-03,33.64,54.29
1999-02-02,33.75,54.92
1999-02-01,33.05,53.87
1999-01-29,33.81,54.98
1999-01-28,34.51,54.82
1999-01-27,34.78,53.82
1999-01-26,34.4,52.66
1999-01-25,34.89,52.98
1999-01-22,33.75,51.25
1999-01-21,32.89,51.82
1999-01-20,33.32,53.4
1999-01-19,32.51,53.97
1999-01-15,34.24,54.55
1999-01-14,33.59,53.45
1999-01-13,34.89,54.87
1999-01-12,34.67,55.08
1999-01-11,35.43,55.61
1999-01-08,35.87,57.24
1999-01-07,35.32,58.45
1999-01-06,36.24,59.13
1999-01-05,35.32,57.71
1999-01-04,35.27,56.56
1998-12-31,35.43,56.4
1998-12-30,34.67,57.08
1998-12-29,35.54,58.34
1998-12-28,34.89,57.97
1998-12-24,35.05,58.45
1998-12-23,34.94,58.87
1998-12-22,34.29,56.77
1998-12-21,34.35,55.35
1998-12-18,34.13,55.19
1998-12-17,33.37,54.5
1998-12-16,32.67,54.6
1998-12-15,33.1,55.51
1998-12-14,32.13,53.4
1998-12-11,32.78,52.93
1998-12-10,32.94,55.61
1998-12-09,33.97,56.5
1998-12-08,33.96,57.76
1998-12-07,34.07,57.76
1998-12-04,34.07,58.08
1998-12-03,34.13,57.34
1998-12-02,34.34,58.55
1998-12-01,35.37,58.81
1998-11-30,33.42,58.97
1998-11-27,33.8,60.35
1998-11-25,32.78,61.58
1998-11-24,32.18,61.74
1998-11-23,32.4,63.37
1998-11-20,32.24,61.16
1998-11-19,32.29,59.95
1998-11-18,32.07,59.59
1998-11-17,31.91,58.96
1998-11-16,32.83,58.8
1998-11-13,34.13,58.59
1998-11-12,32.83,59.27
1998-11-11,31.91,59.95
1998-11-10,32.18,60.58
1998-11-09,30.94,60.11
1998-11-06,31.16,61.0
1998-11-05,31.86,61.06
1998-11-04,30.94,60.58
1998-11-03,30.99,61.27
1998-11-02,30.94,59.64
1998-10-30,29.16,56.75
1998-10-29,29.86,56.96
1998-10-28,28.89,56.75
1998-10-27,29.59,57.12
1998-10-26,30.67,58.69
1998-10-23,31.05,59.01
1998-10-22,31.7,58.06
1998-10-21,30.78,56.28
1998-10-20,29.32,56.33
1998-10-19,28.51,57.43
1998-10-16,28.94,58.12
1998-10-15,27.59,56.7
1998-10-14,26.57,54.07
1998-10-13,27.65,53.76
1998-10-12,27.38,52.66
1998-10-09,27.76,53.6
1998-10-08,29.05,54.18
1998-10-07,28.89,53.18
1998-10-06,28.62,52.76
1998-10-05,27.11,51.61
1998-10-02,26.3,49.51
1998-10-01,25.6,47.25
1998-09-30,25.43,48.41
1998-09-29,26.62,49.3
1998-09-28,26.78,48.09
1998-09-25,26.3,47.2
1998-09-24,26.78,47.62
1998-09-23,26.46,48.72
1998-09-22,27.11,47.36
1998-09-21,26.19,49.72
1998-09-18,26.03,51.56
1998-09-17,25.97,51.08
1998-09-16,26.78,52.45
1998-09-15,25.92,51.4
1998-09-14,27.05,53.18
1998-09-11,25.7,52.45
1998-09-10,24.57,51.02
1998-09-09,25.76,52.48
1998-09-08,27.26,53.21
1998-09-04,26.62,52.06
1998-09-03,26.57,51.9
1998-09-02,26.73,53.84
1998-09-01,27.86,57.19
1998-08-31,23.98,54.57
1998-08-28,27.0,60.96
1998-08-27,28.34,62.64
1998-08-26,29.36,66.36
1998-08-25,30.11,67.14
1998-08-24,28.88,66.72
1998-08-21,27.96,66.46
1998-08-20,28.72,66.57
1998-08-19,29.15,65.94
1998-08-18,29.63,66.25
1998-08-17,29.15,66.25
1998-08-14,29.15,64.36
1998-08-13,29.52,65.99
1998-08-12,29.36,66.78
1998-08-11,29.79,66.62
1998-08-10,30.81,67.14
1998-08-07,32.27,67.41
1998-08-06,32.53,68.39
1998-08-05,32.48,67.35
1998-08-04,32.16,65.88
1998-08-03,33.88,68.81
1998-07-31,33.5,67.46
1998-07-30,33.56,69.34
1998-07-29,33.29,68.6
1998-07-28,34.31,69.86
1998-07-27,34.42,71.18
1998-07-24,34.2,69.92
1998-07-23,32.32,69.55
1998-07-22,33.99,70.28
1998-07-21,34.52,70.6
1998-07-20,34.2,70.86
1998-07-17,33.99,72.17
1998-07-16,32.64,73.06
1998-07-15,32.8,73.58
1998-07-14,33.77,73.69
1998-07-13,35.65,72.79
1998-07-10,36.41,73.06
1998-07-09,35.55,72.64
1998-07-08,36.14,73.06
1998-07-07,36.35,72.01
1998-07-06,37.0,72.69
1998-07-02,37.59,71.54
1998-07-01,36.14,71.86
1998-06-30,35.44,71.65
1998-06-29,35.49,72.07
1998-06-26,35.44,71.91
1998-06-25,35.65,71.12
1998-06-24,36.25,70.49
1998-06-23,35.44,69.18
1998-06-22,34.9,67.98
1998-06-19,34.79,67.35
1998-06-18,36.03,68.19
1998-06-17,36.03,67.3
1998-06-16,35.6,66.2
1998-06-15,35.44,66.46
1998-06-12,35.01,67.62
1998-06-11,34.74,66.78
1998-06-10,35.6,67.96
1998-06-09,36.03,68.27
1998-06-08,35.49,67.8
1998-06-05,36.03,68.64
1998-06-04,34.95,67.07
1998-06-03,34.95,66.45
1998-06-02,35.33,66.6
1998-06-01,35.6,66.5
1998-05-29,35.01,65.55
1998-05-28,34.69,66.03
1998-05-27,35.28,65.45
1998-05-26,34.63,64.71
1998-05-22,34.2,65.92
1998-05-21,34.36,66.45
1998-05-20,34.74,66.75
1998-05-19,32.54,65.29
1998-05-18,32.43,64.71
1998-05-15,32.22,64.3
1998-05-14,33.51,65.03
1998-05-13,33.35,64.61
1998-05-12,33.83,65.03
1998-05-11,33.24,64.77
1998-05-08,33.18,63.94
1998-05-07,32.49,63.31
1998-05-06,33.56,63.57
1998-05-05,34.47,63.62
1998-05-04,33.77,63.78
1998-05-01,33.77,63.73
1998-04-30,34.04,63.46
1998-04-29,33.77,61.64
1998-04-28,34.1,60.59
1998-04-27,36.94,60.53
1998-04-24,37.42,61.58
1998-04-23,37.9,62.52
1998-04-22,37.63,63.36
1998-04-21,36.08,62.47
1998-04-20,35.92,62.99
1998-04-17,35.87,64.25
1998-04-16,35.7,62.57
1998-04-15,35.87,64.15
1998-04-14,35.44,65.08
1998-04-13,35.44,65.03
1998-04-09,36.03,65.71
1998-04-08,36.08,65.29
1998-04-07,36.35,66.08
1998-04-06,36.83,66.29
1998-04-03,38.33,67.28
1998-04-02,37.9,67.85
1998-04-01,37.42,67.43
1998-03-31,36.62,64.77
1998-03-30,36.67,65.55
1998-03-27,36.29,62.78
1998-03-26,37.1,63.94
1998-03-25,36.67,63.73
1998-03-24,36.29,63.57
1998-03-23,36.19,63.46
1998-03-20,36.88,64.82
1998-03-19,35.92,62.68
1998-03-18,36.51,62.57
1998-03-17,37.37,60.59
1998-03-16,37.15,60.01
1998-03-13,36.83,59.02
1998-03-12,36.88,59.9
1998-03-11,34.52,60.59
1998-03-10,34.31,60.62
1998-03-09,33.56,60.57
1998-03-06,32.49,58.85
1998-03-05,31.26,57.85
1998-03-04,31.69,57.39
1998-03-03,31.96,56.92
1998-03-02,31.64,56.76
1998-02-27,31.21,57.28
1998-02-26,31.48,57.49
1998-02-25,31.1,57.28
1998-02-24,30.09,57.02
1998-02-23,30.14,57.75
1998-02-20,30.3,58.06
1998-02-19,30.3,57.39
1998-02-18,30.14,57.69
1998-02-17,30.52,57.18
1998-02-13,31.21,57.23
1998-02-12,30.78,57.8
1998-02-11,30.46,57.49
1998-02-10,30.41,56.71
1998-02-09,30.57,56.23
1998-02-06,30.25,56.08
1998-02-05,30.14,56.39
1998-02-04,30.3,55.97
1998-02-03,30.09,56.34
1998-02-02,31.21,55.67
1998-01-30,30.89,54.05
1998-01-29,31.53,54.05
1998-01-28,31.16,53.52
1998-01-27,30.84,52.79
1998-01-26,31.16,52.64
1998-01-23,31.05,53.26
1998-01-22,31.53,54.62
1998-01-21,31.64,54.67
1998-01-20,32.17,55.04
1998-01-16,31.37,54.26
1998-01-15,30.73,53.21
1998-01-14,31.37,53.94
1998-01-13,31.21,54.56
1998-01-12,30.25,55.14
1998-01-09,29.71,53.52
1998-01-08,30.68,55.61
1998-01-07,30.68,55.25
1998-01-06,30.09,55.19
1998-01-05,31.21,55.46
1998-01-02,30.78,55.87
1997-12-31,31.0,55.67
1997-12-30,31.37,55.97
1997-12-29,29.82,55.35
1997-12-26,29.71,53.73
1997-12-24,29.45,53.94
1997-12-23,29.29,54.26
1997-12-22,30.04,55.14
1997-12-19,29.82,54.62
1997-12-18,29.71,53.63
1997-12-17,29.82,54.98
1997-12-16,30.3,54.83
1997-12-15,30.84,54.98
1997-12-12,30.04,54.2
1997-12-11,30.14,53.11
1997-12-10,30.36,53.32
1997-12-09,30.52,53.11
1997-12-08,31.1,53.05
1997-12-05,31.79,55.14
1997-12-04,31.85,54.1
1997-12-03,32.22,54.93
1997-12-02,31.85,54.98
1997-12-01,32.11,53.89
1997-11-28,31.42,52.17
1997-11-26,31.47,52.07
1997-11-25,31.69,53.4
1997-11-24,31.58,52.1
1997-11-21,32.38,53.1
1997-11-20,32.11,52.89
1997-11-19,32.01,51.75
1997-11-18,31.05,49.76
1997-11-17,31.85,49.66
1997-11-14,31.16,47.94
1997-11-13,30.57,47.84
1997-11-12,30.14,47.01
1997-11-11,30.52,47.11
1997-11-10,30.41,46.43
1997-11-07,31.05,47.47
1997-11-06,31.47,48.21
1997-11-05,31.85,48.0
1997-11-04,31.74,48.36
1997-11-03,31.85,48.51
1997-10-31,31.42,47.17
1997-10-30,30.46,46.64
1997-10-29,30.89,47.58
1997-10-28,32.11,48.1
1997-10-27,29.77,44.61
1997-10-24,31.85,46.22
1997-10-23,32.17,48.05
1997-10-22,32.75,49.4
1997-10-21,34.08,49.97
1997-10-20,33.13,48.98
1997-10-17,32.33,48.72
1997-10-16,31.74,49.09
1997-10-15,31.95,49.81
1997-10-14,33.02,50.6
1997-10-13,33.34,51.06
1997-10-10,33.66,51.38
1997-10-09,33.34,51.48
1997-10-08,33.45,52.26
1997-10-07,33.02,53.15
1997-10-06,31.52,52.37
1997-10-03,31.27,51.95
1997-10-02,31.17,52.37
1997-10-01,31.52,51.59
1997-09-30,31.81,50.81
1997-09-29,32.15,52.1
1997-09-26,31.52,51.59
1997-09-25,31.13,51.01
1997-09-24,30.93,50.5
1997-09-23,30.39,49.76
1997-09-22,30.49,49.84
1997-09-19,29.95,49.3
1997-09-18,29.8,48.98
1997-09-17,30.39,49.19
1997-09-16,30.1,49.35
1997-09-15,29.56,47.94
1997-09-12,29.75,47.52
1997-09-11,29.31,46.75
1997-09-10,29.51,47.88
1997-09-09,30.05,48.81
1997-09-08,29.8,49.13
1997-09-05,29.31,49.75
1997-09-04,29.27,49.54
1997-09-03,29.36,49.02
1997-09-02,28.78,49.75
1997-08-29,28.14,47.62
1997-08-28,28.73,48.4
1997-08-27,28.97,48.71
1997-08-26,28.68,49.02
1997-08-25,28.43,49.59
1997-08-22,28.73,50.42
1997-08-21,28.29,50.32
1997-08-20,28.14,51.1
1997-08-19,28.29,50.52
1997-08-18,28.29,50.17
1997-08-15,27.95,48.81
1997-08-14,28.34,49.9
1997-08-13,28.68,50.22
1997-08-12,29.27,50.63
1997-08-11,29.85,51.3
1997-08-08,29.31,52.09
1997-08-07,30.49,55.3
1997-08-06,31.02,56.6
1997-08-05,30.34,56.5
1997-08-04,30.05,57.28
1997-08-01,29.75,57.01
1997-07-31,29.9,57.43
1997-07-30,30.24,58.05
1997-07-29,29.51,57.9
1997-07-28,30.05,57.9
1997-07-25,30.05,58.26
1997-07-24,29.31,58.32
1997-07-23,28.92,57.38
1997-07-22,29.75,58.26
1997-07-21,27.8,56.76
1997-07-18,28.14,57.54
1997-07-17,27.9,58.05
1997-07-16,28.58,58.88
1997-07-15,29.12,58.26
1997-07-14,29.61,57.95
1997-07-11,29.22,58.0
1997-07-10,30.34,57.84
1997-07-09,30.0,57.64
1997-07-08,30.63,58.62
1997-07-07,30.49,58.05
1997-07-03,30.44,58.78
1997-07-02,29.7,58.52
1997-07-01,29.9,57.01
1997-06-30,29.36,56.5
1997-06-27,29.61,58.99
1997-06-26,29.12,58.05
1997-06-25,28.92,57.69
1997-06-24,29.17,58.42
1997-06-23,29.02,57.95
1997-06-20,29.8,59.3
1997-06-19,30.1,59.41
1997-06-18,30.29,59.3
1997-06-17,30.1,59.51
1997-06-16,30.1,59.51
1997-06-13,30.49,59.71
1997-06-12,30.19,58.16
1997-06-11,29.61,56.81
1997-06-10,29.31,56.69
1997-06-09,29.12,56.8
1997-06-06,28.92,56.17
1997-06-05,28.63,55.14
1997-06-04,28.05,55.24
1997-06-03,29.7,56.27
1997-06-02,29.41,56.07
1997-05-30,28.63,56.8
1997-05-29,29.12,55.97
1997-05-28,29.12,55.76
1997-05-27,28.83,56.8
1997-05-23,28.44,56.48
1997-05-22,27.66,55.14
1997-05-21,28.24,55.86
1997-05-20,29.22,56.69
1997-05-19,29.22,56.38
1997-05-16,28.63,55.45
1997-05-15,29.12,56.27
1997-05-14,28.92,55.55
1997-05-13,28.73,55.14
1997-05-12,28.63,55.14
1997-05-09,28.44,54.2
1997-05-08,27.46,53.58
1997-05-07,28.15,54.2
1997-05-06,28.34,55.14
1997-05-05,28.54,54.72
1997-05-02,27.66,53.07
1997-05-01,27.17,51.51
1997-04-30,27.17,52.76
1997-04-29,26.78,51.93
1997-04-28,24.35,50.69
1997-04-25,24.93,49.03
1997-04-24,26.1,49.75
1997-04-23,25.91,49.96
1997-04-22,26.1,51.31
1997-04-21,25.52,48.61
1997-04-18,25.81,49.44
1997-04-17,25.91,48.51
1997-04-16,25.61,48.71
1997-04-15,25.61,48.09
1997-04-14,25.42,46.13
1997-04-11,24.83,44.57
1997-04-10,25.71,47.26
1997-04-09,25.52,47.78
1997-04-08,25.03,47.05
1997-04-07,25.03,46.75
1997-04-04,24.64,47.58
1997-04-03,24.83,45.92
1997-04-02,24.83,46.22
1997-04-01,24.83,46.54
1997-03-31,25.22,46.22
1997-03-27,25.91,47.58
1997-03-26,25.91,48.61
1997-03-25,25.91,49.33
1997-03-24,25.52,49.54
1997-03-21,25.32,49.75
1997-03-20,25.42,48.92
1997-03-19,24.93,49.44
1997-03-18,24.15,50.06
1997-03-17,24.06,49.96
1997-03-14,24.25,49.33
1997-03-13,24.44,49.65
1997-03-12,24.93,50.58
1997-03-11,25.23,51.29
1997-03-10,24.84,50.57
1997-03-07,24.65,50.05
1997-03-06,24.75,50.36
1997-03-05,25.04,49.84
1997-03-04,25.04,49.02
1997-03-03,25.91,49.95
1997-02-28,25.62,50.46
1997-02-27,25.72,50.98
1997-02-26,25.62,50.46
1997-02-25,26.3,51.81
1997-02-24,26.49,52.02
1997-02-21,26.78,51.29
1997-02-20,26.01,50.67
1997-02-19,25.52,51.29
1997-02-18,25.43,50.88
1997-02-14,25.04,50.16
1997-02-13,24.75,50.46
1997-02-12,25.04,49.84
1997-02-11,25.23,49.02
1997-02-10,25.04,48.19
1997-02-07,25.04,48.19
1997-02-06,25.13,47.78
1997-02-05,24.75,48.19
1997-02-04,25.52,49.12
1997-02-03,26.49,49.22
1997-01-31,27.08,47.88
1997-01-30,26.78,47.47
1997-01-29,26.59,46.74
1997-01-28,26.78,45.91
1997-01-27,26.49,46.64
1997-01-24,26.3,47.26
1997-01-23,27.56,47.57
1997-01-22,24.84,49.12
1997-01-21,24.65,49.33
1997-01-20,24.26,48.6
1997-01-17,23.68,48.6
1997-01-16,23.48,47.68
1997-01-15,23.0,47.15
1997-01-14,23.1,45.91
1997-01-13,22.9,44.67
1997-01-10,22.61,44.78
1997-01-09,22.71,44.57
1997-01-08,23.0,44.16
1997-01-07,22.9,44.99
1997-01-06,22.71,43.54
1997-01-03,23.1,43.95
1997-01-02,22.9,42.92
1996-12-31,22.71,43.54
1996-12-30,23.19,43.95
1996-12-27,23.0,44.67
1996-12-26,22.9,44.05
1996-12-24,22.71,43.95
1996-12-23,22.9,43.33
1996-12-20,22.71,43.75
1996-12-19,22.32,42.3
1996-12-18,22.32,40.02
1996-12-17,22.22,40.23
1996-12-16,22.51,39.82
1996-12-13,22.61,39.61
1996-12-12,22.42,39.61
1996-12-11,22.9,40.74
1996-12-10,23.1,41.06
1996-12-09,23.0,41.57
1996-12-06,22.81,40.54
