1|Raumerstraße|13.417991, 52.542989|124|45.4
1||13.41855, 52.542763|33|75.9
1|Lettestraße|13.41919, 52.543323|126|9.2
1|Schliemannstraße|13.419298, 52.543272|32|216.6
1|Schliemannstraße|13.421019, 52.544914|0|0
2|Raumerstraße|13.417991, 52.542989|124|57.7
2|Schliemannstraße|13.418703, 52.542703|212|197.8
2|Schliemannstraße|13.417131, 52.541203|0|0
